"","geneID","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"3445","UTP18",2.51992334305053e-31,-0.445264886445869,0.222,0.302,6.11333403024059e-27
"3446","RNASEH1",2.52906564699397e-31,-0.401875342015112,0.261,0.343,6.13551325960738e-27
"3447","FAM126A",2.60051025216759e-31,-0.642725999708373,0.144,0.193,6.30883787175857e-27
"3448","SLU7",2.6156294858091e-31,-0.398039818929794,0.299,0.383,6.34551713257287e-27
"3449","PICALM",2.64165306847437e-31,-0.331566755877388,0.361,0.447,6.40865034411882e-27
"3450","AFTPH",2.73018655971563e-31,-0.353654754094473,0.308,0.392,6.62343259387012e-27
"3451","QRICH1",2.80109987326939e-31,-0.532109654306568,0.148,0.218,6.79546829255153e-27
"3452","TARDBP",2.9108599452642e-31,-0.380989686614353,0.374,0.454,7.06174622721094e-27
"3453","TRMT9B",2.94492822977225e-31,-0.806320175168098,0.087,0.131,7.14439588542748e-27
"3454","ANKRD9",2.94749497128107e-31,-0.401287837088051,0.213,0.29,7.15062280032787e-27
"3455","OCLN",2.95363367031965e-31,-0.638831435296705,0.145,0.213,7.16551528419546e-27
"3456","KANSL1",3.01165787823822e-31,-0.395719857930259,0.318,0.403,7.30628201260592e-27
"3457","HNRNPLL",3.02048311283721e-31,-0.621917271894984,0.135,0.202,7.32769203174306e-27
"3458","DDX19B",3.03617692017359e-31,-0.784214823650492,0.082,0.139,7.36576520834114e-27
"3459","IST1",3.2018773033837e-31,-0.391457989368734,0.262,0.345,7.76775433800886e-27
"3460","EXT2",3.20625106470081e-31,-0.516336445585384,0.187,0.262,7.77836508296416e-27
"3461","PDHA1",3.23880646278482e-31,-0.350232515505377,0.331,0.418,7.85734447871597e-27
"3462","ANKLE2",3.31763035451013e-31,-0.379050088772833,0.343,0.428,8.04857124004157e-27
"3463","LINC02802",3.46824720270614e-31,-0.683320379499982,0.114,0.175,8.41396771376511e-27
"3464","PARL",3.59117228240223e-31,-0.341381001186471,0.261,0.342,8.71218395710781e-27
"3465","MRPS25",3.68313436164247e-31,-0.44858966739309,0.251,0.33,8.93528396134463e-27
"3466","ARL8B",3.71149415919976e-31,-0.34322400918478,0.339,0.423,9.00408483021861e-27
"3467","TDP2",3.75820595356008e-31,-0.59063238449981,0.157,0.228,9.11740764333676e-27
"3468","NSD1",3.78545824777408e-31,-0.275078391849693,0.394,0.482,9.18352170909991e-27
"3469","CBFB",3.81022245395062e-31,-0.587810348527971,0.149,0.218,9.24359967328421e-27
"3470","ZNF146",3.81258098215634e-31,-0.46005603611568,0.207,0.284,9.24932146271127e-27
"3471","PHRF1",4.08802432870842e-31,-0.529333895413317,0.149,0.219,9.91754702144663e-27
"3472","LTV1",4.19867306663721e-31,-0.50198145435961,0.206,0.282,1.01859808596619e-26
"3473","TPMT",4.21948732511076e-31,-0.45011251089645,0.226,0.297,1.02364762507187e-26
"3474","MIR4435-2HG",4.22516094373091e-31,-0.57759907583672,0.158,0.227,1.02502404494912e-26
"3475","PUM2",4.23777095156835e-31,-0.46681544487873,0.238,0.317,1.02808323285048e-26
"3476","MFSD1",4.31639703132801e-31,-0.440500142949441,0.236,0.315,1.04715791980017e-26
"3477","MEX3C",4.36274585948602e-31,-0.545441590569935,0.185,0.254,1.05840214551131e-26
"3478","TRIP12",4.37735252613025e-31,-0.345568414060818,0.403,0.485,1.0619457228392e-26
"3479","FUCA2",4.38650414590103e-31,-0.273194925051522,0.298,0.374,1.06416590579559e-26
"3480","AASDHPPT",4.41109087692913e-31,-0.406468790252245,0.286,0.369,1.07013064674301e-26
