"","geneID","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"192","ORMDL3",0.00797730412192192,0.513782438339757,0.053,0.031,1
"193","ZNF721",0.00798097173464611,-0.485981034888519,0.103,0.15,1
"194","MED29",0.00800823438227695,1.04095564794915,0.064,0.031,1
"195","ACTN4",0.00803923181352584,-0.111983956428422,0.084,0.102,1
"196","RAB27A",0.0080450036059637,-0.734145075103828,0.068,0.109,1
"197","AC009061.2",0.00813836574217707,-1.0902888853291,0.019,0.042,1
"198","NEAT1",0.00814546639070364,-0.326577004934434,0.533,0.616,1
"199","ATF3",0.00814967055499807,1.11829773648231,0.043,0.017,1
"200","BCAT1",0.00818631380815658,-0.964758003245244,0.008,0.014,1
"201","CHCHD5",0.00833002344793276,-0.960653604912507,0.029,0.059,1
"202","PRRC2C",0.0084327480356361,0.225856856964253,0.484,0.461,1
"203","IFIT1",0.00849714248470985,1.70326023720347,0.024,0.006,1
"204","SNRPD2",0.00857462682245293,-0.293138525212276,0.279,0.348,1
"205","ZC3H12D",0.0086637492318108,0.872236409252234,0.035,0.016,1
"206","XRCC5",0.00881382672751611,0.191482083086277,0.336,0.33,1
"207","ISCA2",0.00885046686702951,-0.603992702880437,0.076,0.119,1
"208","ABCE1",0.00899543052878249,-0.250753557522349,0.082,0.112,1
"209","KRTCAP2",0.00906907962766801,-0.286099347098389,0.248,0.312,1
"210","IP6K2",0.00922735224902522,-0.872288233109813,0.039,0.069,1
"211","SBNO1",0.00926421100200112,-0.162603090144993,0.088,0.109,1
"212","BRI3",0.00949839134025328,-0.713725533864895,0.131,0.177,1
"213","DTNB",0.0095868328551483,1.9097111146709,0.023,0.005,1
"214","PHTF2",0.00962588814990029,-0.897643807386708,0.037,0.07,1
"215","ZNF506",0.0101336341412809,0.121931730950054,0.09,0.092,1
"216","PRDX5",0.0102612083887162,-0.220412878713441,0.162,0.205,1
"217","NDUFB9",0.0102658031201549,-0.480121044718269,0.143,0.2,1
"218","FLNA",0.0103425037884194,-0.238518815672096,0.113,0.144,1
"219","DDT",0.0103523765642473,-0.619756273458555,0.094,0.138,1
"220","RPL37",0.0105007673512371,-0.109951132306139,0.915,0.912,1
"221","DNAJB6",0.0105197513404089,-0.152154140913963,0.164,0.197,1
"222","C17orf75",0.0105631037551712,-1.17001607779984,0.021,0.044,1
"223","CCDC12",0.0106512036526582,-0.534388850210409,0.117,0.164,1
"224","RNF181",0.0106988927811493,-0.631749747413673,0.093,0.141,1
"225","OSGEPL1",0.0107871886932553,-1.3533232911629,0.014,0.036,1
"226","ACSL4",0.0108526061768034,0.63407667205747,0.054,0.031,1
"227","TLE5",0.0108952599754627,0.100117720417293,0.281,0.291,1
"228","DYNLRB1",0.0109420135533619,-0.319107575824984,0.16,0.212,1
"229","LRRC75A",0.0109773054679032,1.01989403242132,0.061,0.031,1
"230","GMPS",0.0110232484065178,-0.746804647075292,0.053,0.091,1
"231","CD3D",0.0110533612397648,-0.313093446374364,0.341,0.392,1
"232","SDCBP",0.0111244474502177,-0.662540334300705,0.094,0.145,1
"233","DGUOK",0.0112228280756003,-0.473617524880609,0.161,0.217,1
"234","SF3B5",0.0113033563259272,-0.51102199027195,0.136,0.191,1
"235","CRIP1",0.0113261869045271,-0.35991740338469,0.278,0.345,1
"236","TERF1",0.0114203301152738,-0.675251386050259,0.076,0.111,1
"237","WIPF2",0.0116014252876311,0.23163920955826,0.043,0.031,1
"238","ZNF44",0.0116197678822611,-0.675251386050259,0.028,0.05,1
"239","RPL35",0.0117765352458845,-0.167754300774942,0.843,0.877,1
"240","DAD1",0.0117777367724862,-0.237329996098077,0.193,0.242,1
"241","MT-ND4",0.0118615172838358,-0.155370772516508,0.89,0.898,1
"242","SLC11A2",0.0119242499602212,-1.55977416863032,0.012,0.036,1
"243","SRSF3",0.0120499864530477,-0.298349015658186,0.335,0.402,1
"244","LUZP1",0.0121851154106154,0.705352616164711,0.118,0.073,1
"245","MINDY2",0.0122942732534584,-0.765449195021837,0.025,0.048,1
"246","BIN3",0.0123430196214287,-0.955359305242995,0.025,0.052,1
"247","COPS2",0.0123739345083411,-0.731104620783777,0.063,0.1,1
"248","LEPROTL1",0.0124076605471241,-0.248488927185882,0.32,0.383,1
"249","HEATR5A",0.0125568291924627,-1.89764380738671,0.005,0.02,1
"250","SPIN2B",0.0125568291924659,-1.89764380738671,0.005,0.02,1
"251","UBE2J2",0.012607393819068,-0.675251386050259,0.053,0.078,1
"252","CLINT1",0.0126432859394599,0.661274085050061,0.132,0.086,1
"253","NUP85",0.0126722866501652,-1.53774786230032,0.01,0.03,1
"254","SLPI",0.0126786811781228,1.45403163089471,0.033,0.011,1
"255","DPY30",0.0128392608693977,-0.118858037525874,0.087,0.105,1
"256","BCL7C",0.0128485963451282,-0.491539432877871,0.079,0.117,1
"257","TCEA2",0.0128755936543019,-1.18982455888002,0.02,0.044,1
"258","SP4",0.0129140116096127,-0.897643807386707,0.034,0.061,1
"259","NDUFS5",0.0129837737334823,-0.236958534471112,0.213,0.269,1
"260","TFF1",0.0129864611405814,1.06171420811595,0.061,0.03,1
"261","HNRNPC",0.0130050959311495,-0.145344888180424,0.372,0.433,1
"262","RAC1",0.0130612357578038,-0.215317348797092,0.266,0.327,1
"263","C19orf25",0.0130884866002887,-0.43821218874941,0.084,0.122,1
"264","CD68",0.0131067198105825,-1.31268130666555,0.012,0.028,1
"265","DNMT1",0.0131136157830202,0.373422460685431,0.161,0.145,1
"266","NUDC",0.0131693202383346,-0.29124078239204,0.152,0.198,1
"267","HVCN1",0.0131770032273384,-0.997179480937621,0.031,0.059,1
"268","ATF7IP2",0.013185696212606,-0.859675957187686,0.04,0.073,1
"269","ODF3B",0.0132101630106705,1.9097111146709,0.011,0.002,1
"270","SELENOF",0.0133321915903601,-0.518525882362806,0.118,0.167,1
"271","ARHGAP24",0.0133736627773475,0.471590002279012,0.028,0.016,1
"272","ID2",0.0134948596341128,-0.568336182133747,0.143,0.184,1
"273","UBAC1",0.0135185373754113,-0.949426349489253,0.04,0.077,1
"274","STMP1",0.0137336658192623,-0.657329478052997,0.071,0.114,1
"275","GGA2",0.0140580690974736,-0.675251386050259,0.064,0.102,1
"276","OCIAD1",0.0140699913342318,-0.104419214163991,0.199,0.234,1
"277","SUSD3",0.0140837762893759,-0.353323291162897,0.056,0.08,1
"278","NDUFB8",0.0141901982875806,-0.37896517442008,0.205,0.247,1
"279","ZNF671",0.014278862604325,-1.77478705960117,0.006,0.022,1
"280","KLF6",0.0143383038177374,0.29657794125858,0.44,0.391,1
"281","MARK2",0.0144373137894963,0.909711114670897,0.069,0.038,1
"282","SLC50A1",0.0145420163751234,-0.603101600294424,0.034,0.058,1
"283","STX12",0.0145580952270521,0.622429162590427,0.057,0.033,1
"284","ARHGAP15",0.014577050409358,-0.586895511629412,0.084,0.127,1
"285","JTB",0.0146767140503982,-0.361919314851282,0.211,0.273,1
"286","RPL23A",0.0146830532079237,-0.13375106456055,0.898,0.914,1
"287","SNU13",0.0146848621702048,-0.294380489922607,0.245,0.306,1
"288","CSTB",0.0147164472707168,-0.50122198627521,0.241,0.303,1
"289","HSPA9",0.0147428037863239,0.395137941841139,0.159,0.134,1
"290","MAPRE1",0.0147428760106127,0.646676708837103,0.088,0.061,1
"291","HLA-B",0.0148649559925265,0.180194909039862,0.794,0.778,1
"292","METTL2A",0.0148967234190209,-1.05376300930399,0.018,0.039,1
"293","TEX30",0.0149667691401408,-1.06227450915951,0.024,0.05,1
"294","LGALS3",0.0150037327580129,-0.479027897738613,0.121,0.175,1
"295","OTUD1",0.0150989538830349,-1.06227450915951,0.024,0.048,1
"296","USO1",0.0152325336261591,0.889533232733267,0.067,0.036,1
"297","BAD",0.0152890576423812,-0.974811667909167,0.023,0.048,1
"298","ARL6IP6",0.0154086513238181,-1.0902888853291,0.023,0.048,1
"299","SLC3A2",0.0154432981622326,-0.174353150117577,0.17,0.208,1
"300","PTN",0.0155292393326801,1.16124988166686,0.045,0.019,1
"301","SEPTIN7",0.0155475220255991,0.178110465043344,0.527,0.514,1
"302","SPTSSB",0.0159143732687724,1.6466767088371,0.023,0.006,1
"303","ELOB",0.0159757014838078,-0.362814740140194,0.24,0.305,1
"304","KANSL1-AS1",0.0160678715333665,-1.18221137477014,0.018,0.041,1
"305","HNRNPDL",0.016604330321411,0.2411274297622,0.385,0.356,1
"306","LARP1B",0.0166051949720895,0.729138869029076,0.042,0.022,1
"307","TPP2",0.01666160187702,0.253195352924707,0.057,0.042,1
"308","ILK",0.0166698172182138,-0.881702263517685,0.037,0.066,1
"309","ATRAID",0.016825269988798,-0.50122198627521,0.113,0.159,1
"310","ZC3H7B",0.0168313446793546,1.82724895447892,0.016,0.003,1
"311","ABHD14A",0.0168336799606585,-0.97781415607069,0.028,0.055,1
"312","PSMA6",0.0168376253472479,-0.40696125476497,0.143,0.195,1
"313","TMEM140",0.016932885539207,-1.02672375655164,0.025,0.052,1
"314","AC027644.3",0.0169822279409664,-0.909716639687282,0.032,0.061,1
"315","FAM162A",0.0169865877562362,-0.440786132413236,0.069,0.102,1
"316","ID1",0.0169937726615856,1.75770802122585,0.023,0.006,1
"317","AC090152.1",0.0170745461705267,1.22286899993053,0.035,0.014,1
"318","SPICE1",0.017117561215196,1.00282051906238,0.058,0.03,1
"319","SUMO3",0.0171274247294909,-0.595081037366276,0.099,0.145,1
"320","AL662844.4",0.0172231474211416,-0.675251386050259,0.063,0.098,1
"321","CDC40",0.0172242946100736,-0.48989634403834,0.119,0.167,1
"322","SLC25A4",0.017292335809828,0.487020042848618,0.045,0.028,1
"323","MESD",0.0173099482655957,0.535896278118567,0.166,0.125,1
"324","SMG5",0.0173721519002904,-1.13468300468756,0.014,0.033,1
"325","PMM2",0.0173995534269223,-1.1606782132205,0.019,0.041,1
"326","S100A14",0.0174826226821344,0.860801514189951,0.079,0.044,1
"327","UBE2V2",0.0175324254694366,-0.27859241608627,0.089,0.117,1
"328","OXLD1",0.0176000691633913,-0.543147850042914,0.071,0.108,1
"329","NPAT",0.0176487375641592,0.361585382130112,0.102,0.089,1
"330","ACAA1",0.0179110560575521,-0.925229639058606,0.034,0.066,1
"331","UBL5",0.0179219289285521,-0.215819767412962,0.289,0.35,1
"332","FOPNL",0.0179583247510854,-0.948269880456674,0.022,0.044,1
"333","TRAPPC4",0.0179907593176362,-0.450377975210056,0.081,0.119,1
"334","COA3",0.0180184099308704,-0.398733750852843,0.078,0.109,1
"335","KIAA1143",0.0181160259218571,-0.563358505979362,0.06,0.092,1
"336","CDC42SE2",0.0181826490492671,-0.263880203969185,0.207,0.259,1
"337","TRIM47",0.018383560641861,1.58778301978353,0.023,0.006,1
"338","STRAP",0.0185095519456713,-0.696946457149578,0.062,0.097,1
"339","TRAPPC11",0.018779028234865,-0.95904435205085,0.021,0.042,1
"340","POLR3D",0.018826867395235,0.869069130173552,0.033,0.016,1
"341","TP53INP1",0.0190772947294212,0.784180232587039,0.078,0.044,1
"342","TARS",0.0191044357941951,0.28775440646754,0.121,0.116,1
"343","ZMYM2",0.0192933150834737,0.628902007109127,0.103,0.072,1
"344","MAGOH",0.0197118236032043,-0.219881792736197,0.115,0.145,1
"345","ATG3",0.0200831240086722,-0.611121048630543,0.059,0.094,1
"346","CARD19",0.0201977307815037,-0.597248874048987,0.055,0.077,1
"347","PHLDA2",0.0202397729551711,0.734624408112806,0.082,0.047,1
"348","ARAP2",0.0202470547250269,0.637906499209372,0.134,0.091,1
"349","NRIP1",0.0204492605365517,-0.215819767412961,0.052,0.052,1
"350","XPO6",0.0204553490525981,-0.903520373723376,0.033,0.061,1
"351","TM9SF4",0.0206936508021611,0.810175441119982,0.04,0.02,1
"352","TRMT10C",0.0206983350016577,-0.212004793728795,0.119,0.152,1
"353","KRT14",0.0209674090500084,0.682300618567825,0.147,0.098,1
"354","BNIP2",0.0210390533829979,0.122255750050998,0.126,0.128,1
"355","SMIM7",0.0211148664848669,-0.541984855186795,0.092,0.136,1
"356","GLOD4",0.0213876724790338,0.401564211000572,0.114,0.095,1
"357","CASP2",0.0214019900250235,-0.85033809260835,0.028,0.053,1
"358","CFL1",0.0214892285427519,-0.242291978774153,0.531,0.598,1
"359","UNK",0.0215954253137896,-0.629447696437134,0.027,0.047,1
"360","CLSTN3",0.0216270942646248,1.49467361539205,0.025,0.008,1
"361","C1GALT1",0.0217155226205735,0.867275848350501,0.061,0.031,1
"362","TOM1",0.02172202203763,-2.13468300468756,0.003,0.016,1
"363","TLN1",0.0217362047561468,0.208173037100362,0.301,0.292,1
"364","EMG1",0.0217374671749023,-0.699098128004627,0.057,0.091,1
"365","SESN1",0.0217468872884564,-0.77653472188744,0.049,0.081,1
"366","DNAJC8",0.0218558846084214,-0.148364951781649,0.266,0.314,1
"367","CCDC85B",0.0220981279705133,-0.166499451949222,0.182,0.219,1
"368","PTTG1",0.0221304117339333,0.747960044674286,0.051,0.028,1
"369","PARP14",0.022186318054191,0.568202650814019,0.139,0.094,1
