"","geneID","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"2861","NBR1",4.59558544504543e-19,-0.239205180055038,0.438,0.509,1.09241661614175e-14
"2862","SLK",4.64148125507977e-19,-0.232455313912882,0.575,0.649,1.10332650914501e-14
"2863","MRPS14",4.65785540776109e-19,-0.146628996451202,0.472,0.538,1.10721880897889e-14
"2864","STARD7",4.66125964885982e-19,-0.27571512134889,0.35,0.421,1.10802803113047e-14
"2865","RAD1",4.69176749496093e-19,-0.318634706804541,0.228,0.291,1.11528005122716e-14
"2866","SMARCA1",4.72212362661135e-19,-0.210991496873539,0.481,0.548,1.12249600728178e-14
"2867","BCAP29",4.78012581810555e-19,-0.241293804785114,0.506,0.576,1.13628370822187e-14
"2868","LINC01184",4.78459974377019e-19,-0.149449509031595,0.376,0.441,1.13734720509161e-14
"2869","ZC3H14",4.79069986311156e-19,-0.256251550329105,0.391,0.463,1.13879726446025e-14
"2870","R3HDM2",4.86091984128918e-19,-0.228732793651415,0.452,0.524,1.15548925547285e-14
"2871","GLI3",4.92367716801751e-19,-0.419799494194674,0.236,0.299,1.17040729960944e-14
"2872","PGRMC2",5.07249649300414e-19,-0.201088677442421,0.511,0.576,1.20578314135201e-14
"2873","CCL3L1",5.07439153134704e-19,-1.29415089966719,0.015,0.038,1.20623361091651e-14
"2874","RTKN2",5.0755378889313e-19,-0.741551238715863,0.064,0.106,1.20650611157786e-14
"2875","PCED1B",5.12443452070949e-19,-0.821819547720746,0.053,0.091,1.21812932991785e-14
