"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"3026","FAU",0.000162273313267269,-0.946829737589789,1,0.999,1
"3027","ACTR1A",0.000162577679510559,-0.293038580057834,0.304,0.337,1
"3028","TFG",0.000163022015809689,-1.2392945393997,0.652,0.865,1
"3029","TMEM97",0.000163932107197201,1.17297686034212,0.375,0.179,1
"3030","RIPPLY3",0.000164130598897954,2.77825750702404,0.085,0.012,1
"3031","NAF1",0.000164537773510463,0.317917850156307,0.287,0.222,1
"3032","PIFO",0.00016460658065774,0.167794634009022,0.223,0.19,1
"3033","TAOK3",0.000164642223398916,-0.742024443186798,0.506,0.625,1
"3034","NECAB3",0.000165493391130299,-0.46446638404759,0.219,0.268,1
"3035","LRRC75B",0.00016643727498414,1.50339766579346,0.113,0.039,1
"3036","PPFIBP2",0.000166464478359197,1.58330153138568,0.342,0.132,1
"3037","SYT12",0.00016690507722888,-2.96711595832578,0.048,0.302,1
"3038","COPRS",0.000167071543430537,-0.867215864625852,0.608,0.759,1
"3039","TRPV4",0.000167781897549345,-1.60512679098471,0.002,0.011,1
"3040","LAMTOR5",0.00016808190360787,-1.25598749634877,0.888,0.975,1
"3041","POLE2",0.000169503400410344,1.5911736258819,0.131,0.042,1
"3042","SEC61G",0.000171045013557917,-2.01257114094132,0.733,0.969,1
"3043","POLR3K",0.000171048965556408,-1.65878452883658,0.429,0.765,1
"3044","VTI1A",0.000171109229438236,-0.292461617426313,0.204,0.217,1
"3045","AC063960.2",0.000173097448380931,1.00355177871026,0.058,0.029,1
"3046","PSMB8",0.00017317882679873,-1.99919333899598,0.423,0.867,1
"3047","VSIG10L",0.000174335967475926,1.53761338113137,0.058,0.02,1
"3048","APOO",0.00017459240925879,-0.337686707791252,0.275,0.301,1
"3049","CYP4V2",0.000175228829683042,0.231761725437164,0.198,0.159,1
"3050","TRIM6",0.000175396249946796,1.03627165536616,0.096,0.046,1
"3051","MASTL",0.000175634797166241,1.19621615627529,0.202,0.086,1
"3052","CNPY3",0.000176083799819455,-0.49441211814767,0.333,0.41,1
"3053","GTF2H4",0.000176414553414487,-0.283198696097346,0.152,0.166,1
"3054","IGHG1",0.000176429803604576,-1.74452984765012,0.01,0.01,1
"3055","SLC20A2",0.000176768634785163,1.27231190374573,0.54,0.246,1
"3056","PCGF6",0.000176782493886027,0.675057718606521,0.144,0.086,1
"3057","ERO1B",0.000176980085092786,0.740200530054075,0.198,0.113,1
"3058","GSTCD",0.00017764507821572,0.396146469551348,0.215,0.149,1
"3059","ZNF883",0.000177680802815022,4.41766779176758,0.088,0.004,1
"3060","FIS1",0.000177896578476048,-1.07415943567246,0.869,0.951,1
"3061","SNX5",0.000178314996586122,0.389056205205172,0.537,0.415,1
"3062","CDC14A",0.000178467705744982,0.879200001789205,0.233,0.114,1
"3063","AC010615.2",0.00017897919212901,0.47482851359669,0.092,0.064,1
"3064","ARHGEF28",0.000180170074155478,0.395337919936008,0.163,0.116,1
"3065","ZNF592",0.000180392420978226,0.703811718034414,0.231,0.143,1
"3066","TRPT1",0.000180394885384429,-0.893119745514585,0.262,0.395,1
"3067","DPH5",0.000180819187244602,0.594597480176311,0.277,0.167,1
"3068","GMPPA",0.000181005936819745,0.136280797139843,0.202,0.173,1
"3069","SWSAP1",0.000181944400405198,-0.527515256368002,0.181,0.24,1
"3070","LEPROTL1",0.000182121117524308,0.314839812571749,0.55,0.413,1
"3071","TRIR",0.000182451946060403,-0.647676257634214,0.898,0.947,1
"3072","S1PR3",0.000183574360293628,-0.261563558383116,0.196,0.194,1
"3073","BRIP1",0.000183751491197963,2.13058840190391,0.127,0.031,1
"3074","RASSF8-AS1",0.00018384224534992,-1.28319869609735,0.062,0.14,1
"3075","FBXW4",0.000184462375171214,-0.140856453935763,0.267,0.255,1
"3076","ZNF620",0.000184590134995807,0.339477647176477,0.198,0.145,1
"3077","DEPDC1",0.000184740617173787,1.95846205894388,0.142,0.041,1
"3078","PPP1R36",0.000184885237348831,1.66845691206396,0.069,0.021,1
"3079","TRIM24",0.000185903770719437,1.12164948472489,0.438,0.206,1
"3080","TMX3",0.000186409399285255,1.31436384140344,0.352,0.138,1
"3081","NGLY1",0.000186766269169401,-0.600310896534212,0.315,0.402,1
"3082","MRPL35",0.000186996633500106,-0.762496394179573,0.375,0.503,1
"3083","FUOM",0.000187555095925367,2.29040394245926,0.075,0.014,1
"3084","LRRC75A",0.000188354902898149,0.680715162208876,0.273,0.185,1
"3085","SHF",0.000188385123962603,-0.706055699835488,0.006,0.012,1
"3086","DHX30",0.000188878393503591,-0.197042052347631,0.454,0.45,1
"3087","PPME1",0.000189586326004023,-0.502807483733247,0.46,0.516,1
"3088","NRG2",0.000189842507705321,-0.151954162819092,0.008,0.01,1
"3089","CLDN3",0.000190613162307785,-0.655464440414993,0.646,0.686,1
"3090","LTBP3",0.000191145874134623,-1.08994044649785,0.342,0.578,1
"3091","ALDH16A1",0.000193587267198187,0.493682510960249,0.202,0.138,1
"3092","OSGEPL1",0.000193889124857519,0.232293829983781,0.142,0.117,1
"3093","IRF2BP2",0.000194321062669008,-1.00398399097201,0.871,0.955,1
"3094","TMEM256",0.000194580482114269,-0.613512545033317,0.754,0.832,1
"3095","STAT3",0.000195150150286265,-0.143571785867245,0.881,0.861,1
"3096","CDC37",0.000195517743109061,-0.41707871332056,0.6,0.653,1
"3097","MT-ND5",0.000195754892196135,-0.67440156434443,0.998,0.999,1
"3098","CCNE2",0.000195833581516072,0.528708754322648,0.16,0.107,1
"3099","RNF144B",0.000196008227371331,0.547226167413724,0.406,0.27,1
"3100","WAPL",0.000196384763511629,-0.239315122423905,0.533,0.523,1
"3101","SPDL1",0.000197676040601067,1.45415414677361,0.177,0.067,1
"3102","FAM110C",0.000198396243073936,0.265050138811137,0.281,0.228,1
"3103","AC104667.2",0.000200124177787867,1.07658299873826,0.115,0.053,1
"3104","HNRNPH3",0.000200692932242174,-1.43976831620661,0.4,0.724,1
"3105","DSN1",0.000201762801176896,0.739792946528884,0.187,0.11,1
"3106","AL022322.2",0.00020324217747491,0.415934824543122,0.017,0.014,1
"3107","ACTN1",0.000204036929119114,0.723347242154487,0.783,0.594,1
"3108","REL",0.000204444547665733,-0.270761862244582,0.498,0.492,1
"3109","C12orf45",0.000204727147741172,-1.04117416913857,0.387,0.585,1
"3110","GPS1",0.00020824395559702,-1.17376184237083,0.308,0.503,1
"3111","RICTOR",0.000208923184349503,0.89612057918477,0.435,0.236,1
"3112","NAP1L4",0.000209288065428816,-0.632110869130055,0.779,0.848,1
"3113","APH1B",0.000210205196304213,-0.91047339086082,0.3,0.44,1
"3114","SGO1",0.000210740049256863,1.54920135540659,0.142,0.048,1
"3115","TNS4",0.00021142092712469,1.57739824723724,0.073,0.022,1
"3116","MAP4K3-DT",0.000214634944425224,-1.48293804289475,0.381,0.669,1
"3117","ZNF688",0.000215086796453033,-0.507829589629793,0.258,0.302,1
"3118","METTL26",0.000215610431747271,-1.17045367728889,0.675,0.862,1
"3119","YTHDF3-AS1",0.000216033254827155,1.19051471050911,0.121,0.052,1
"3120","ZNF544",0.000216872608489048,-0.354951786759403,0.248,0.275,1
"3121","C1QTNF2",0.000217890308985694,0.35655627746419,0.023,0.019,1
"3122","PALB2",0.000218533969638423,-0.613369399759679,0.154,0.215,1
"3123","SMOC1",0.000218894676030218,1.1814695709061,0.012,0.005,1
"3124","IER5",0.000220060586690124,0.85308992649373,0.852,0.627,1
"3125","ARSA",0.000220513322409506,-0.605882326503882,0.287,0.372,1
"3126","ZBTB44",0.000222310189686612,0.148554948433364,0.252,0.218,1
"3127","DDX58",0.000223448174728214,1.11146842949381,0.285,0.131,1
"3128","KIAA1586",0.00022369719525541,0.475705931924413,0.231,0.157,1
"3129","ZNF749",0.000224477717649394,2.1814695709061,0.196,0.042,1
"3130","SLC36A4",0.00022521336514009,1.09188667778139,0.225,0.105,1
"3131","LYSMD3",0.000226475647319566,0.439494613926148,0.356,0.243,1
"3132","GABARAPL2",0.000227702813036278,-1.40859751352126,0.8,0.956,1
"3133","COPS4",0.000228399195903273,-1.01100616669443,0.333,0.54,1
"3134","AVEN",0.000228666015786691,0.355167735450467,0.246,0.177,1
"3135","PPP2CA",0.000228976197312129,-0.355734930966303,0.623,0.661,1
"3136","IGSF8",0.000230093434059233,-2.12765809897422,0.204,0.585,1
"3137","UMAD1",0.000231100559209858,-0.634748626976191,0.187,0.255,1
"3138","LSM10",0.000231455935405316,-0.713361588458699,0.512,0.646,1
"3139","VPS8",0.000232715116397289,0.103113933204644,0.235,0.197,1
"3140","DOCK5",0.000234459164140785,1.90264319302871,0.338,0.101,1
"3141","USP22",0.000234658362175411,-0.289445699123684,0.644,0.668,1
"3142","R3HDM4",0.000235462522240012,1.1358885365972,0.273,0.129,1
"3143","AC123023.1",0.000236445920043414,5.50339766579346,0.021,0,1
"3144","STAU2",0.000236564354844986,-0.217886306140475,0.388,0.382,1
"3145","MRPL50",0.000238524594685209,0.435010690813211,0.362,0.249,1
"3146","ZFP91",0.000238683515447151,-0.633121187442349,0.598,0.709,1
"3147","SGMS1",0.000238916382810984,0.213452765932381,0.315,0.255,1
"3148","ZNF385B",0.000238945644711514,0.354020041755234,0.087,0.069,1
"3149","ANKRD26",0.000239437112343039,0.343704586962105,0.431,0.317,1
"3150","ELMO2",0.00023964574460209,0.262506142997005,0.217,0.168,1
"3151","CYP1B1",0.00024077575041996,-2.43029298915877,0.125,0.383,1
"3152","EGR4",0.000240877125845866,3.69879335475189,0.179,0.016,1
"3153","ELOVL1",0.000241311621272392,-0.298247373978797,0.369,0.382,1
"3154","UBL5",0.000241398473323587,-1.75946023762796,0.963,0.993,1
"3155","APLP1",0.00024167972927863,-0.586922941411233,0.163,0.217,1
"3156","RBM6",0.000243371300783925,-0.280408182575718,0.475,0.473,1
"3157","MGLL",0.000243808613482905,0.585650815475704,0.3,0.211,1
"3158","NBPF3",0.000244378804615954,2.24201111284115,0.138,0.028,1
"3159","PNMA2",0.000244767350151428,4.50339766579346,0.062,0.002,1
"3160","ZDHHC5",0.000244777602372002,-0.268910309164942,0.429,0.424,1
"3161","RIPK1",0.000244903828144505,0.411475176352422,0.352,0.248,1
"3162","ACP1",0.000245126828849878,-0.989376676287556,0.738,0.865,1
"3163","INPP5J",0.000245471449695113,0.600211038948362,0.094,0.062,1
"3164","NEU1",0.000248099414266593,-1.74290182975208,0.456,0.826,1
"3165","RNF20",0.0002493582436763,0.93571315650414,0.312,0.163,1
"3166","CAMK2N2",0.000249706247686648,1.05022503762785,0.079,0.035,1
"3167","CNTNAP2",0.000250127937520067,-0.445976261136571,0.048,0.069,1
"3168","MFAP1",0.000250354124162423,-0.143479348761564,0.606,0.586,1
"3169","POGLUT3",0.000251060061070982,1.78441781710062,0.194,0.058,1
"3170","MAFB",0.000251100684091494,0.167255711686398,0.302,0.259,1
"3171","PMPCB",0.000251227631256798,0.141685867678318,0.56,0.481,1
"3172","SHKBP1",0.000251506712245872,0.167575129247718,0.273,0.233,1
"3173","TCF7L2",0.000251793677902119,-0.711909823083506,0.192,0.283,1
"3174","AC024560.5",0.000252020091436583,0.361487040520745,0.098,0.073,1
"3175","TMEM14A",0.000252050006606326,-1.27432981272812,0.517,0.767,1
"3176","AC104083.1",0.00025361541496428,1.25041692462359,0.05,0.022,1
"3177","MRPS10",0.000255230162122685,-0.62314692253895,0.592,0.707,1
"3178","PIGF",0.000256126297724096,-0.922867088908637,0.369,0.54,1
"3179","ZBTB20",0.000256570483227615,-1.12868874704172,0.215,0.383,1
"3180","AK7",0.000257480432336418,4.02277182488704,0.081,0.005,1
"3181","SERPINA1",0.000258387934461708,-3.76035200305873,0.346,0.925,1
"3182","ABCC3",0.000259177501395508,-0.197042052347631,0.344,0.347,1
"3183","AC005520.2",0.000261148142964626,1.06846060907691,0.102,0.046,1
"3184","TAF1B",0.000261556084817707,0.325275511384529,0.271,0.207,1
"3185","CACYBP",0.00026203763581582,-1.23055917850041,0.596,0.825,1
"3186","TP53",0.000262468014744478,0.255470152349876,0.144,0.115,1
"3187","ABCC6",0.000262672322719952,1.44754443105994,0.138,0.051,1
"3188","THG1L",0.00026268020168801,0.726483857299994,0.238,0.136,1
"3189","PCNT",0.000263581553813112,1.06906882790586,0.308,0.153,1
"3190","LINC02762",0.000264669698204769,-1.98645029464584,0.029,0.113,1
"3191","ZNF467",0.00026481378566053,-0.12045384832129,0.219,0.22,1
"3192","PELP1",0.000264906431074354,0.729262279036714,0.308,0.191,1
"3193","VPS26A",0.00026507293011594,-0.616356741361465,0.573,0.689,1
"3194","PSME3",0.000265731803548493,-0.224036623629202,0.377,0.388,1
"3195","XYLT1",0.000267506309584688,-1.4352017895424,0.004,0.015,1
"3196","PCK2",0.000269280487919037,0.180215598605606,0.202,0.17,1
"3197","ACTG2",0.000269800838418935,1.46945033387012,0.019,0.006,1
"3198","PEX13",0.000272024582475364,-0.646643911318303,0.352,0.443,1
"3199","TRMO",0.000272353292840205,1.5641090797825,0.167,0.057,1
"3200","C1orf43",0.000273784910231532,-1.69690282772202,0.569,0.883,1
"3201","LINC01315",0.000275295040581735,-0.422601752762762,0.017,0.024,1
"3202","CCDC85B",0.000275553192006133,-1.67577212012616,0.456,0.822,1
"3203","ETFDH",0.000276196513395406,0.913061992973453,0.242,0.125,1
"3204","SUB1",0.000276661013949079,-1.90942041716706,0.973,0.993,1
"3205","DHPS",0.000277545953857996,-0.264236827237857,0.483,0.484,1
"3206","WDR55",0.00027761025433858,0.246192338761865,0.275,0.221,1
"3207","PRRC2A",0.000277765185682201,-0.404581345589721,0.429,0.48,1
"3208","RANBP3L",0.00027864473629885,1.68396991143528,0.029,0.009,1
"3209","MT-ND6",0.000280067324498863,-0.735807925124106,0.723,0.746,1
"3210","ESCO1",0.000280421413816667,-0.502807483733247,0.444,0.505,1
"3211","RXRA",0.00028095187248475,0.219688893136589,0.281,0.22,1
"3212","SEMA3C",0.000282151575539288,-0.992135777024163,0.287,0.423,1
"3213","IGSF22",0.000282283508124618,0.503397665793461,0.071,0.051,1
"3214","RESF1",0.000283310140365428,-1.31780956808194,0.317,0.518,1
"3215","EIF4E",0.000284161302774018,-0.836603697846786,0.5,0.672,1
"3216","ARSJ",0.000284975237885225,2.00459180882202,0.25,0.061,1
"3217","ZNF503",0.000285059583890949,3.72579008712991,0.119,0.006,1
"3218","STK25",0.000286281021083294,0.860744223100394,0.337,0.18,1
"3219","TPD52L1",0.000287249968453291,-1.81777882968076,0.465,0.809,1
"3220","SLC30A9",0.000287915034650581,-0.28390133584867,0.542,0.546,1
"3221","NBEAL1",0.000289006789341436,1.06814188709597,0.74,0.42,1
"3222","WDR92",0.000289349601456458,0.724348112956003,0.221,0.133,1
"3223","ADSL",0.000291022855275755,0.283870578151403,0.29,0.218,1
"3224","PRICKLE2",0.000291261787170498,0.806324798750767,0.177,0.096,1
"3225","H2AFX",0.000293173548877635,0.987756225576212,0.308,0.209,1
"3226","ECE1",0.000295032908587208,1.44968269787913,0.617,0.294,1
"3227","ATG4C",0.000295259952855328,0.300542389248846,0.142,0.113,1
"3228","MPG",0.000297366497302519,-1.0095235902194,0.64,0.795,1
"3229","HMGXB4",0.000298361124955647,0.757344821004754,0.554,0.326,1
"3230","WTAP",0.000298612184149318,-1.21780296470712,0.496,0.688,1
"3231","RELCH",0.000298718565380558,0.859928828696829,0.275,0.142,1
"3232","ERH",0.000299210864915736,-1.19311219054478,0.888,0.963,1
"3233","KPNB1",0.000301329038639575,0.274312119359887,0.787,0.711,1
"3234","TP53BP1",0.00030157980325833,-0.115713057339541,0.481,0.472,1
"3235","NCBP3",0.000301600741953075,0.64596749283264,0.444,0.271,1
"3236","EHMT1",0.000301770552051314,0.947639073475351,0.498,0.279,1
"3237","DRG2",0.000302129867821549,1.31137889350053,0.26,0.103,1
"3238","ZSCAN9",0.000302132182040058,0.810135549725417,0.115,0.063,1
"3239","HARS",0.000302352677336622,-0.23855324927438,0.313,0.341,1
"3240","PAK1",0.00030268355728454,-0.375245617901541,0.383,0.443,1
"3241","DTL",0.000304084459475038,0.157622828951731,0.154,0.114,1
"3242","POLH",0.0003051103923099,0.909216635042926,0.235,0.118,1
"3243","VRK1",0.000305924159620527,0.61289249865865,0.277,0.17,1
"3244","MIA3",0.000306187098102071,-1.04472806674732,0.729,0.873,1
"3245","LNX1",0.000306614287988653,0.413285246129173,0.227,0.161,1
"3246","PSMA1",0.000308483351171456,-1.50768433968848,0.779,0.946,1
"3247","SNX6",0.000311019037193943,-0.520691170087109,0.833,0.884,1
"3248","SLC25A4",0.000311331427339114,-0.819951739983099,0.687,0.803,1
"3249","SCARB2",0.000312255004328052,-0.451095795022034,0.783,0.829,1
"3250","THEM6",0.000312880481999695,0.578623466029255,0.267,0.175,1
"3251","PSMD6",0.000313274140831408,-0.772305726349986,0.56,0.692,1
"3252","MRE11",0.000314910884496772,1.56793791798817,0.325,0.116,1
"3253","RASSF9",0.000316370286700512,-2.30395725626414,0.013,0.073,1
"3254","PGD",0.000318223749514285,-1.56140618126673,0.558,0.802,1
"3255","GINS4",0.000318422766221313,1.58585982598543,0.142,0.048,1
"3256","MARCH5",0.00031879217654622,-0.636751301489671,0.458,0.56,1
"3257","ERMARD",0.000320753467586683,-0.282225874050444,0.079,0.092,1
"3258","ATAD3A",0.000321334386692765,0.599484769984838,0.181,0.113,1
"3259","THEMIS2",0.000321723383179091,0.27019848950043,0.104,0.075,1
"3260","MS4A14",0.000322078609121293,5.05088546109595,0.067,0.002,1
"3261","GRHPR",0.000324660599346596,0.412411757979424,0.583,0.43,1
"3262","ALDOC",0.000327094508382811,-1.84937522044722,0.11,0.296,1
"3263","CSPG5",0.000328307493851233,1.62892854787732,0.05,0.016,1
"3264","PATL1",0.00032880169655976,-0.101923922562274,0.231,0.222,1
"3265","ING2",0.000328878878230971,-0.920784901946606,0.377,0.564,1
"3266","EXOSC9",0.000328879474424023,0.421340944120575,0.287,0.208,1
"3267","AZIN1",0.000328985284821574,0.399517999230334,0.633,0.509,1
"3268","SLC30A7",0.000329793709019216,-0.605413182060763,0.256,0.338,1
"3269","CXCL2",0.000330669468157477,1.23529984387297,0.433,0.148,1
"3270","N4BP2L2",0.000331916031655496,-0.860907358867494,0.738,0.863,1
"3271","FAT1",0.000332695111283623,0.925781813874366,0.637,0.37,1
"3272","SMPDL3B",0.000333183481192341,-0.586634535069012,0.185,0.242,1
"3273","SNX14",0.000334086832460875,-0.495260916126737,0.412,0.494,1
"3274","CXCL6",0.000334784111660031,3.74440576529726,0.06,0.003,1
"3275","ATP6V1E1",0.000335056685955276,-0.860683880508847,0.537,0.689,1
"3276","ADAM28",0.000335809224916776,1.14509718124114,0.163,0.076,1
"3277","GLCCI1",0.000335981839768278,0.358783752880336,0.208,0.151,1
"3278","MFSD3",0.000337320416828798,-1.49681906898361,0.321,0.626,1
"3279","AC113410.4",0.000337388203604858,2.01307203921038,0.038,0.01,1
"3280","PSMA2",0.000337398141050088,-1.29321470088225,0.825,0.946,1
"3281","RB1",0.000337400242508642,0.27747355348676,0.471,0.36,1
"3282","STRBP",0.000337467158884918,0.65743990451211,0.475,0.29,1
"3283","F2RL1",0.000339177146736792,0.730326219336218,0.135,0.079,1
"3284","CCNL1",0.000339246052277403,0.255470152349876,0.575,0.497,1
"3285","STON2",0.000339496417946132,1.55297969464402,0.137,0.046,1
"3286","CCNA2",0.000340742457998363,2.17752238638944,0.15,0.042,1
"3287","MORC4",0.000340856673843461,-0.171677254591984,0.392,0.4,1
"3288","DMXL1",0.000343167706128406,0.500344341815907,0.39,0.263,1
"3289","ADAM19",0.000343360056502187,3.29694678832603,0.023,0.002,1
"3290","CAMKK2",0.000344131402347426,0.245224255403268,0.335,0.26,1
"3291","PLEKHD1",0.00034538106358787,1.23951685627397,0.131,0.053,1
"3292","CDCA8",0.000346666146568381,1.24100289421572,0.127,0.057,1
"3293","FAM192A",0.000346730481252097,-1.18939216917919,0.381,0.622,1
"3294","PGM3",0.000346814085543918,-0.482902263030576,0.327,0.404,1
"3295","CNN2",0.000347769695400709,1.47123899801909,0.373,0.136,1
"3296","PMM1",0.000348184881854291,0.745913052143954,0.317,0.185,1
"3297","NDUFA12",0.000348273601421637,-1.99777605851269,0.708,0.949,1
"3298","PPP4R1",0.000348972661448018,0.446447374567915,0.348,0.248,1
"3299","OAZ3",0.000349286284060321,-0.241473126458092,0.163,0.181,1
"3300","NPB",0.000350116696145864,-1.23710591820735,0.096,0.177,1
"3301","MYBBP1A",0.000350289170252361,0.983681189687743,0.183,0.089,1
"3302","SCFD1",0.000350426921685362,-0.277962047731198,0.485,0.498,1
"3303","PSMC6",0.000350952272048528,-0.952363489982574,0.612,0.781,1
"3304","PDLIM2",0.000351453786643044,1.00029981229616,0.244,0.118,1
"3305","RAD23A",0.000352784509246469,-1.2039087718359,0.637,0.846,1
"3306","TMEM38B",0.000352939925852282,0.518595496759821,0.285,0.191,1
"3307","DENND10",0.000353532435551258,-1.07403116224229,0.371,0.576,1
"3308","CHCHD4",0.000354293478294193,-0.23192756999149,0.202,0.218,1
"3309","TUBG2",0.000354407096366565,1.01183872687961,0.202,0.098,1
"3310","C20orf96",0.000358182082226464,0.101481438204787,0.202,0.168,1
"3311","ATRAID",0.000358524749454275,-1.32385314233441,0.787,0.935,1
"3312","NDUFA2",0.00035906610858436,-1.30289044402705,0.808,0.954,1
"3313","AC069234.2",0.000360685351352588,0.802957947652369,0.012,0.009,1
"3314","CCDC18",0.000362778928534511,1.82897353769597,0.154,0.048,1
"3315","TSC22D1",0.000363834103342103,0.270289566654059,0.946,0.887,1
"3316","FAM47E",0.000368078477132736,1.40231154067915,0.173,0.064,1
"3317","COX7A2L",0.000369130879471839,-1.24949578623792,0.767,0.931,1
"3318","MIR210HG",0.000371130031566013,1.09928381555085,0.292,0.109,1
"3319","ABCD3",0.000371191225286954,-0.586729880345036,0.494,0.596,1
"3320","ATP6AP2",0.000371820041139847,-1.11018242490388,0.744,0.916,1
"3321","CKAP5",0.000372050460853803,0.207858295386627,0.446,0.387,1
"3322","ENO2",0.000372146277384981,-0.22628420191237,0.244,0.245,1
"3323","TNFRSF21",0.000373643486569729,1.26862152000118,0.102,0.043,1
"3324","DAPK2",0.000375625925059274,-1.00787288436345,0.077,0.14,1
"3325","C11orf96",0.000376297575370238,1.65192019050355,0.019,0.009,1
"3326","GPATCH11",0.000379073592061759,-0.292826810452157,0.248,0.298,1
"3327","LINC01588",0.000381147712436215,-1.82180556112676,0.058,0.158,1
"3328","CASTOR1",0.00038122414125405,1.84043265307103,0.146,0.039,1
"3329","PDCL",0.00038176825426086,0.646182229209132,0.34,0.208,1
"3330","COMMD3",0.00038299770987175,-1.51956587142675,0.44,0.758,1
"3331","AGTRAP",0.000383943059388077,-0.917390999665304,0.54,0.711,1
"3332","PPCS",0.00038481185351621,-0.91119217701856,0.663,0.824,1
"3333","TRAPPC2L",0.000385295804216718,-0.71724709325672,0.621,0.762,1
"3334","COPS6",0.000386009521070933,-0.849118748927324,0.606,0.742,1
"3335","FKBP14",0.000386238593817695,0.239117229905914,0.34,0.281,1
"3336","AL117329.1",0.000386430158414311,-3.92100193668907,0.013,0.214,1
"3337","PASK",0.000386567227751993,1.75445942996118,0.067,0.02,1
"3338","MRPL21",0.000386766135296906,-1.02723375829271,0.585,0.75,1
"3339","NUP50",0.000386818279570197,0.885313094897596,0.377,0.213,1
"3340","PI4K2B",0.000387344140775673,-0.112993641263706,0.242,0.246,1
"3341","YWHAQ",0.000388385996200913,0.701169431556742,0.821,0.583,1
"3342","ADAL",0.000388411834119783,-0.214145928325948,0.229,0.238,1
"3343","SPCS2",0.000389897369116598,-1.29751232689105,0.896,0.978,1
"3344","MED31",0.000390062110241642,0.188477597691292,0.363,0.306,1
"3345","CTSZ",0.000391204893770758,-0.387161226726683,0.785,0.823,1
"3346","ORC6",0.000391439938069511,1.42902784106629,0.408,0.137,1
"3347","C19orf25",0.000391643244965451,0.156713471820528,0.36,0.294,1
"3348","MAP4K3",0.00039174934408652,-0.161735183611678,0.346,0.341,1
"3349","ELMOD2",0.000395209713926053,-0.742294843266816,0.342,0.47,1
"3350","ZNF326",0.000397282503809802,-0.210381136483606,0.408,0.421,1
"3351","RRP8",0.000397471141115492,-0.405612981689427,0.24,0.285,1
"3352","EFS",0.000398307987120478,1.27931689430424,0.213,0.089,1
"3353","ITSN1",0.000398314715248457,-0.266293740005897,0.263,0.294,1
"3354","ARF3",0.000399095660828681,-0.994552765448212,0.59,0.762,1
"3355","AIFM2",0.000402121677140505,-0.435828911934748,0.173,0.224,1
"3356","PPP2R3A",0.000402323054425701,-0.582902180600759,0.26,0.32,1
"3357","PRR5",0.000403358278712511,0.937343627622369,0.119,0.061,1
"3358","IDH1",0.000403704492805004,-0.619959042158459,0.6,0.688,1
"3359","AC027644.3",0.000404935372817605,0.874041045713852,0.423,0.234,1
"3360","IQANK1",0.00040526729112714,0.681651651430235,0.202,0.125,1
"3361","IFT80",0.000406081289039929,0.348242123681489,0.208,0.159,1
"3362","HIST1H2AK",0.000406325535918002,3.14494369488098,0.067,0.008,1
"3363","THAP6",0.000406840982636248,-0.330259127576622,0.237,0.264,1
"3364","HAUS8",0.000407449033588732,0.910529966986958,0.162,0.081,1
"3365","MX1",0.000409330391617654,-2.1572373836259,0.088,0.286,1
"3366","TCAIM",0.000409914436255908,-0.407729922701528,0.246,0.286,1
"3367","TMEM60",0.000410967586568485,-0.584541863067655,0.306,0.39,1
"3368","CTDSP1",0.00041356629210482,0.819347951282816,0.267,0.139,1
"3369","TRIM39",0.000413570119758851,1.23114472993029,0.117,0.051,1
"3370","TRABD",0.000414180533268281,0.48191793838301,0.344,0.232,1
"3371","CHAF1B",0.000423790984625795,0.387920448373525,0.127,0.094,1
"3372","ADCY4",0.000424124357258292,-0.403492929815057,0.008,0.012,1
"3373","RAET1E",0.000424759449583375,1.8153416721082,0.048,0.014,1
"3374","GALM",0.000425450543909239,-1.58536353616328,0.156,0.405,1
"3375","DLST",0.000425802566907529,1.21477154605693,0.269,0.115,1
"3376","FOXI1",0.000425980787739063,0.181469570906099,0.023,0.018,1
"3377","FSIP1",0.000425990423366413,-2.69257834852995,0.15,0.601,1
"3378","DNAH5",0.000426172016941856,3.75578482742775,0.137,0.01,1
"3379","NUDCD2",0.00042637128147072,-0.774085652419096,0.527,0.664,1
"3380","KCTD3",0.000427247870999944,-0.563328448007352,0.469,0.548,1
"3381","STBD1",0.000428300830974531,0.577847614953342,0.3,0.188,1
"3382","INAVA",0.000431993075345761,-1.25148983637001,0.012,0.034,1
"3383","DDX31",0.000432016657909256,1.61242155954832,0.15,0.047,1
"3384","CENPA",0.000432144015920538,1.39956185480892,0.069,0.03,1
"3385","UBXN7",0.00043262378651971,0.466464170900363,0.327,0.217,1
"3386","MTPAP",0.000433366791590547,-0.282247990928913,0.198,0.222,1
"3387","RASSF6",0.000433511246890034,1.21878272937415,0.287,0.131,1
"3388","ASH1L",0.000433847351615641,-1.34843539245521,0.575,0.814,1
"3389","PHYH",0.000434884151845357,-1.74727174592408,0.283,0.598,1
"3390","C8orf76",0.000435581698408155,-0.722670413686385,0.338,0.461,1
"3391","DYNC1I2",0.000437494362449457,0.472017751211671,0.765,0.604,1
"3392","SLC16A9",0.000438473564358121,2.93511390621893,0.11,0.014,1
"3393","TBC1D17",0.000438946164980947,-0.34745889490073,0.221,0.247,1
"3394","RGS14",0.00043920962081327,-1.0815648349277,0.173,0.319,1
"3395","DYNC2LI1",0.000440020561991434,-0.185711928348243,0.296,0.315,1
"3396","CCDC173",0.000443151923346127,3.5755474515493,0.075,0.006,1
"3397","CAMTA1",0.000443928376759896,-0.94608939973069,0.706,0.855,1
