"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"1","ANKRD30A",3.69215334189821e-133,5.47711834099461,0.937,0.027,8.95716400744506e-129
"2","XBP1",4.04524113286972e-122,-0.171911927272174,0.994,0.975,9.81375498834194e-118
"3","ETFB",7.35261932752287e-121,0.415880003611727,0.988,0.944,1.78374544885705e-116
"4","LDHB",8.56364943784168e-116,1.99851807672968,0.975,0.653,2.07754135362039e-111
"5","ANXA1",6.42693836097036e-110,-1.04395054312792,0.167,0.178,1.55917524637141e-105
"6","SLPI",1.26884491344021e-105,-1.23931191090755,0.438,0.539,3.07821776000595e-101
"7","RARRES1",2.26864946386173e-103,-0.673228207151455,0.271,0.172,5.50374359932857e-99
"8","TBX3",1.07358298774318e-102,1.46125417096072,0.979,0.822,2.60451232826496e-98
"9","TFAP2B",3.26568091443572e-100,5.32510327452948,0.888,0.026,7.92254189842106e-96
"10","TIMP1",1.16344383701035e-95,-1.75015042609679,0.873,0.99,2.82251474858712e-91
"11","SFRP1",3.13525591096126e-92,-1.60627515930204,0.063,0.132,7.60613083999202e-88
"12","TCIM",4.08456988960395e-90,3.13634199292648,0.963,0.466,9.90916655217917e-86
"13","FBP1",1.56713232054425e-89,1.21352853963473,0.933,0.642,3.80186300964035e-85
"14","AGR2",2.73222888489371e-88,-0.895412083561202,0.994,0.95,6.62838727475214e-84
"15","SLC25A37",5.3527064683443e-86,-0.58743333661526,0.235,0.253,1.29856658922033e-81
"16","TFF3",2.27724168371409e-84,-0.186511966047343,0.963,0.938,5.52458832469037e-80
"17","WFDC2",1.33802157161433e-82,-0.399728745937235,0.852,0.833,3.24604033273637e-78
"18","NFIB",6.8520036788693e-78,0.73716747712206,0.333,0.112,1.66229609249369e-73
"19","MT-CO2",1.89440146616747e-77,-0.440244680945474,1,1,4.59581795692228e-73
"20","MIA",3.06797392803472e-77,-2.29799980096774,0.033,0.079,7.44290474941222e-73
"21","LIMCH1",8.85833804473764e-77,2.6884113725986,0.925,0.343,2.14903280965335e-72
"22","KRT6B",6.75259935377072e-75,-2.73500707353162,0.023,0.066,1.63818060322478e-70
"23","LCN2",3.16915606100991e-74,-2.7548170784183,0.067,0.191,7.68837260401003e-70
"24","GOLM1",5.08848502825984e-74,1.32068781179636,0.946,0.605,1.23446646785584e-69
"25","AREG",1.81287567343867e-72,4.25983244499792,0.94,0.301,4.39803638376221e-68
"26","SPTSSB",7.74675607454242e-72,2.27510100423404,0.867,0.385,1.87936302368399e-67
"27","AFF3",4.62640461044443e-71,-0.382409328520178,0.873,0.819,1.12236575849382e-66
"28","SMIM14",8.90341301015167e-71,-0.449907584814475,0.988,0.952,2.1599679962628e-66
"29","FOXA1",1.38454503562952e-70,-0.11895995487245,0.915,0.837,3.35890625643722e-66
"30","CHI3L1",1.33603073469843e-68,-1.59270817963802,0.05,0.137,3.24121056237839e-64
"31","ENPP1",1.94146260190671e-66,1.75689385473888,0.802,0.316,4.70998827222568e-62
"32","KRT19",7.28389819083861e-66,-0.344121708288048,0.946,0.987,1.76707370109745e-61
"33","RASD1",9.96853173249126e-66,1.79873225367674,0.856,0.497,2.41836579830238e-61
"34","RAB11FIP1",2.07702451003726e-65,2.02730915426669,0.952,0.635,5.03886146135039e-61
"35","KLK5",4.0187832381367e-65,-1.98363841423844,0.025,0.053,9.74956813571963e-61
"36","SERF2",5.8371001163464e-64,-1.45665058349322,1,1,1.41608048822564e-59
"37","KRT5",1.31342581763746e-63,-1.83702677271129,0.04,0.077,3.18637103358847e-59
"38","PEBP1",3.27167314763989e-63,-1.3144282431962,0.998,0.997,7.93707905617438e-59
"39","GALNT6",5.90463976888534e-63,-0.765127388771587,0.923,0.91,1.43246560793158e-58
"40","SCCPDH",2.85054989291048e-62,1.54666050402617,0.898,0.526,6.91543404020083e-58
"41","ARL4C",5.02055234683584e-62,-1.87907197102895,0.029,0.063,1.21798599934238e-57
"42","KRT18",8.55397995751158e-62,-0.649991747546059,1,0.991,2.07519553769231e-57
"43","EFHD1",1.56147118474475e-61,0.522102737470902,0.777,0.592,3.78812909419077e-57
"44","GALNT7",1.56505754643158e-61,1.29056297261219,0.933,0.636,3.79682960764302e-57
"45","TCN1",2.80491383203929e-61,-2.3417339070671,0.035,0.068,6.80472095652731e-57
"46","GSTM3",4.64571431531738e-60,-2.18797925233904,0.933,0.954,1.127050292896e-55
"47","SAA1",1.99437981831867e-59,-2.62855453792749,0.037,0.121,4.83836543924109e-55
"48","CALD1",1.01712907916912e-58,-0.11292900583703,0.225,0.154,2.46755514606428e-54
"49","MT-ATP6",1.95811544592127e-58,-0.547179098467493,1,1,4.75038807180501e-54
"50","ASPH",3.32401562040848e-58,-0.47762497921014,0.994,0.984,8.06406189511097e-54
"51","MIF",6.95931502154811e-58,0.205342429433209,1,1,1.68832982422757e-53
"52","CRYAB",9.55050553247717e-58,-2.53094278890107,0.037,0.092,2.31695264217896e-53
"53","MFGE8",4.47786527167468e-57,-1.18599790257707,0.171,0.327,1.08633011490828e-52
"54","NCOA7",2.01717821791142e-56,0.847732173729103,0.506,0.298,4.89367435665311e-52
"55","KRT14",1.5376466322951e-55,-1.53403382381377,0.06,0.138,3.73033072994791e-51
"56","NQO1",2.80589374205508e-55,-0.515337715606177,0.962,0.955,6.80709821822563e-51
"57","S100A9",3.67847647772912e-55,-3.02256252050643,0.06,0.067,8.92398393497085e-51
"58","AP2S1",4.55977608677232e-55,-0.934495275624773,0.977,0.986,1.10620167865097e-50
"59","SAA2",2.56277699605541e-54,-1.81772870912835,0.021,0.064,6.21729699243043e-50
"60","LTF",1.24892657823593e-53,-2.22942927761439,0.073,0.314,3.02989587880036e-49
"61","PLK2",2.45604353757481e-53,0.705894325883477,0.994,0.931,5.9583616221565e-49
"62","HLA-B",4.38527613080075e-53,-2.83536630252228,0.85,0.997,1.06386798933226e-48
"63","DHCR24",7.4532361637166e-53,0.152499934292754,0.99,0.939,1.80815509331765e-48
"64","SYTL2",7.84062965066747e-53,0.704368809499306,0.906,0.743,1.90213675325193e-48
"65","BZW1",3.35401741624545e-51,-0.324498650428867,0.988,0.974,8.13684625181146e-47
"66","GABRP",1.506933621798e-50,-1.71899475554299,0.019,0.033,3.65582096648195e-46
"67","SERHL2",1.55648437798705e-50,4.81958177814602,0.679,0.049,3.77603110099659e-46
"68","FXYD3",3.70413016741051e-50,-1.06385891867247,0.998,0.995,8.9862197861379e-46
"69","MT-CO1",4.61954350717613e-49,-0.336367996239224,1,1,1.12070125484093e-44
"70","TFF1",7.31524281646538e-49,-0.512570576886501,0.86,0.81,1.7746779072745e-44
"71","UGDH",9.89698493559163e-49,0.82050584991882,0.856,0.62,2.40100854537453e-44
"72","IDH2",1.13501351094596e-48,1.36515905761726,0.91,0.579,2.75354277755491e-44
"73","ADIRF",1.90329330480123e-48,-0.655694725450116,1,0.986,4.61738955744778e-44
"74","S100A14",4.70136292234224e-48,-0.814656580226894,0.969,0.993,1.14055064496023e-43
"75","CD99",5.6644326547109e-48,0.677179233050677,0.879,0.674,1.37419136203286e-43
"76","DSP",9.36492957508877e-48,4.12516917374286,0.952,0.149,2.27193191491654e-43
"77","IFI16",1.44085753618488e-47,-2.71334819240184,0.029,0.143,3.49552038278453e-43
"78","KLK7",3.18056221284098e-47,-2.58642059645501,0.013,0.032,7.71604392835222e-43
"79","VIM",5.71178416381126e-47,-0.154000671054427,0.188,0.206,1.38567883814061e-42
"80","S100B",8.99101589955404e-47,-1.57839642537019,0.017,0.044,2.18122045723181e-42
"81","RAB27B",1.29016333343055e-46,2.60065300743443,0.888,0.342,3.1299362469025e-42
"82","TSHZ2",1.62340579579958e-46,-2.08756357554914,0.017,0.058,3.93838246060978e-42
"83","EHF",1.25218144557063e-45,-0.550418168950251,0.238,0.277,3.03779218695434e-41
"84","PTN",1.40917015488117e-45,-1.82436736911619,0.031,0.063,3.41864679574171e-41
"85","ELF5",2.21065306019617e-45,-1.03963415446178,0.017,0.027,5.36304432403592e-41
"86","CFL1",3.71083609770522e-45,-0.765408905992457,1,0.998,9.00248837303287e-41
"87","MLPH",3.75514848915101e-45,1.17988157400291,0.812,0.496,9.10999023468035e-41
"88","TMC5",6.17929391911303e-45,3.58093426626448,0.771,0.148,1.49909670477682e-40
"89","S100A16",9.86304069182029e-45,-0.29852782621828,0.973,0.984,2.3927736718356e-40
"90","AR",1.03255258904651e-44,0.147090206854408,0.798,0.661,2.50497258102684e-40
"91","CA12",2.70514864819854e-44,-0.741473193981992,0.908,0.918,6.56269062052965e-40
"92","CAPN8",4.75812738064796e-44,1.17268994270267,0.667,0.333,1.15432170254519e-39
"93","TSPAN1",7.00316344885486e-44,0.744862386614848,0.696,0.481,1.69896745269219e-39
"94","GMNN",7.31641062900644e-44,1.99015273768624,0.742,0.339,1.77496121859696e-39
"95","PRLR",2.29169208971817e-43,0.499304911159578,0.854,0.64,5.55964500965628e-39
"96","IGFBP3",3.00910791485272e-43,-3.99245736109371,0.004,0.04,7.30009580143271e-39
"97","PHLDA1",1.05876062648776e-42,-1.62293806710117,0.152,0.298,2.5685532798593e-38
"98","APLP2",1.15719120805081e-42,1.08402412873134,0.998,0.956,2.80734587073126e-38
"99","RPL29",1.72814790947976e-42,0.153258326364089,1,1,4.19248682839789e-38
"100","EZR",2.04800667546414e-42,0.595011139390657,0.988,0.939,4.96846419467601e-38
"101","ITGA6",3.00532816277115e-42,-2.52288165900539,0.083,0.365,7.29092612288282e-38
"102","CCND1",8.51734927369992e-42,-0.450206604250853,0.971,0.963,2.0663089337996e-37
"103","CYB5A",1.10034445978138e-41,-0.613317031365726,0.977,0.965,2.66943565942962e-37
"104","DSC2",1.3279835057199e-41,0.342163624615193,0.321,0.224,3.22168798487647e-37
"105","DSC3",1.8702476126776e-41,-1.78446859302027,0.021,0.045,4.53722070835587e-37
"106","FZD7",2.46017225115087e-41,-2.86225180652322,0.021,0.151,5.96837788129201e-37
"107","ECT2",2.57729973022279e-41,1.68356185174061,0.642,0.311,6.25252914552048e-37
"108","S100A2",3.25735622368149e-41,-2.23703178367632,0.062,0.111,7.9023461986513e-37
"109","ID4",4.13337597756919e-41,0.425395153792188,0.152,0.164,1.00275701215829e-36
"110","RPS2",4.74198402675645e-41,-0.11685468553851,1,1,1.15040532489112e-36
"111","COX4I1",5.02335378265698e-41,-0.606676725606372,0.996,0.997,1.21866562767258e-36
"112","TMEM45B",6.53543609997125e-41,3.03673447792509,0.652,0.11,1.58549679785303e-36
"113","MT-ND3",1.00174453217787e-40,-0.981244450465387,1,0.999,2.43023223506351e-36
"114","COMT",1.25957575607403e-40,0.977457827096357,0.927,0.715,3.05573078423559e-36
"115","KCNMA1",2.50586691520818e-40,4.13317401386532,0.588,0.063,6.07923313629503e-36
"116","KLK6",4.67403316897982e-40,-2.81129885986282,0.006,0.022,1.1339204467945e-35
"117","FSCN1",6.05785687861536e-40,-1.14045852398126,0.023,0.038,1.46963607875209e-35
"118","TACSTD2",6.84202875945001e-40,-0.542484347301655,0.833,0.84,1.65987617704257e-35
"119","SELENOW",8.83403021187704e-40,-1.33555155526574,0.987,0.993,2.14313572940137e-35
"120","MAGED2",9.82446976151983e-40,-1.41625549357681,0.842,0.933,2.38341636414471e-35
"121","PALM2-AKAP2",1.03991764476472e-39,-1.66079096609971,0.035,0.085,2.5228402061992e-35
"122","PRDX2",1.06972619646265e-39,-0.999254703949209,0.983,0.994,2.59515575261838e-35
"123","CCL28",1.10287500393183e-39,-1.48169524723745,0.127,0.277,2.67557475953861e-35
"124","TRIM2",1.69955485107983e-39,-0.629414162631752,0.131,0.164,4.12312006871968e-35
"125","MPHOSPH6",4.52282096109151e-39,1.37467430297366,0.662,0.441,1.0972363651608e-34
"126","CADPS2",6.08424253474694e-39,2.83892906248064,0.781,0.196,1.47603723892961e-34
"127","KRT15",1.3107918266003e-38,0.734645047191555,0.313,0.343,3.17998097133233e-34
"128","PEG3",1.4484863129485e-38,5.59216552299971,0.533,0.013,3.51402779521306e-34
"129","NDRG2",3.09453623332992e-38,-0.981400673002264,0.063,0.102,7.50734490205838e-34
"130","XRCC5",3.55748134209976e-38,0.952230214915996,0.983,0.837,8.63044973593402e-34
"131","NTRK2",3.89064595537035e-38,-1.02016429026355,0.029,0.046,9.43870708772847e-34
"132","IRX1",9.65757251705657e-38,-2.52634967760059,0.004,0.023,2.34292709263792e-33
"133","ALDH1A3",9.93691543920548e-38,-0.685892660515782,0.054,0.037,2.41069568555125e-33
"134","IGFBP2",1.43508382667102e-37,-0.978053453735689,0.64,0.786,3.48151336350389e-33
"135","TGFBR1",2.17590992288392e-37,3.20142283100125,0.612,0.108,5.27875747291639e-33
"136","MYC",3.17134496161397e-37,-0.636974990571091,0.2,0.247,7.69368287687549e-33
"137","SNORC",4.12798340268071e-37,-1.18531275976552,0.029,0.033,1.00144877349034e-32
"138","NFIX",5.38675730773179e-37,-2.07501604909876,0.079,0.279,1.30682732285573e-32
"139","PFN1",1.06970117695865e-36,0.210783615869139,0.996,0.98,2.59509505530169e-32
"140","KLK8",1.08553267461424e-36,-1.99485320173436,0.008,0.021,2.63350226861415e-32
"141","FBXO32",1.55616493942684e-36,-2.83244838713884,0.069,0.314,3.77525614304952e-32
"142","NDUFV2",2.19339097719052e-36,-0.719147187794266,0.975,0.973,5.32116651066419e-32
"143","MAGI3",2.86691762267757e-36,1.10362298379456,0.637,0.334,6.95514215261578e-32
"144","PLXDC2",3.06615652968268e-36,-1.36449879819919,0.017,0.039,7.43849574101019e-32
"145","PIK3R1",3.6220258497975e-36,-1.71515268924859,0.319,0.689,8.78703471160874e-32
"146","PRDX3",5.41625793624048e-36,-0.945928995771862,0.883,0.931,1.31398417533194e-31
"147","PLEKHF2",7.23681213379509e-36,0.543531992204291,0.746,0.618,1.75565062365869e-31
"148","DCXR",9.61492765312992e-36,-1.58477013273496,0.944,0.973,2.33258144864932e-31
"149","EGR3",9.82502960997132e-36,0.426441831071474,0.373,0.277,2.38355218337904e-31
"150","SLC26A2",2.23889138380677e-35,-2.10947083149758,0.029,0.09,5.43155049711522e-31
"151","SDC4",7.47576659424741e-35,0.180374269038313,0.517,0.419,1.81362097576442e-30
"152","STARD10",8.83248768790956e-35,-1.92599465310244,0.81,0.929,2.14276151308686e-30
"153","BATF",2.00307702190945e-34,1.43348995868467,0.55,0.255,4.85946485515232e-30
"154","RPL3",4.89616570500122e-34,0.483126929248008,1,1,1.1878098000333e-29
"155","PLPP2",6.71655711259013e-34,-2.65040767028557,0.129,0.558,1.62943675551437e-29
"156","EMP2",8.42782493534186e-34,-0.183769695254594,0.867,0.836,2.04459032931393e-29
"157","PRNP",8.66757449707657e-34,-0.723237979310326,0.167,0.226,2.10275357299078e-29
"158","DUSP4",9.76283148586568e-34,0.308604338692547,0.919,0.884,2.36846291847101e-29
"159","C17orf58",1.20067890838822e-33,0.808165829936436,0.617,0.398,2.91284703174983e-29
"160","SLC34A2",1.5856084536964e-33,-4.63666518990475,0.013,0.121,3.84668610866747e-29
"161","CMTM7",1.76953114429687e-33,0.240941378597293,0.094,0.056,4.29288255606421e-29
"162","CHI3L2",1.80612226902738e-33,-2.09105135665942,0.1,0.282,4.38165262466043e-29
"163","ITGB8",1.9196858189075e-33,0.306014668844402,0.187,0.108,4.65715779666959e-29
"164","CTSC",2.75433726139869e-33,-2.30347109112361,0.094,0.342,6.68202219615321e-29
"165","NRK",2.94186003327479e-33,3.16595657153477,0.415,0.059,7.13695244072464e-29
"166","OAZ1",3.60396985193363e-33,-0.431940723414084,0.998,0.998,8.74323086079098e-29
"167","MGAT4A",4.76363140567873e-33,0.898768131616228,0.812,0.59,1.15565697901766e-28
"168","H2AFJ",1.31839133043328e-32,-1.14558157204201,0.987,0.98,3.19841736763113e-28
"169","SOX10",1.68634474388273e-32,-0.993028160326038,0.01,0.02,4.0910723486595e-28
"170","FILIP1L",2.35540685354024e-32,4.85159945488993,0.604,0.029,5.71421702668861e-28
"171","FARP1",7.05275076823268e-32,1.25787227890949,0.881,0.567,1.71099733637325e-27
"172","ACADSB",9.64641694925091e-32,0.625973979125611,0.71,0.514,2.34022075188827e-27
"173","TSPAN15",1.68894901016703e-31,0.324460123974022,0.621,0.473,4.09739029866521e-27
"174","DCDC2",1.8078478431345e-31,1.69456077643463,0.613,0.259,4.3858388674443e-27
"175","TRPS1",1.85857215503233e-31,-0.341058405847591,0.965,0.953,4.50889604810843e-27
"176","PIGR",1.9063363873489e-31,-1.73261652610662,0.025,0.055,4.62477207570843e-27
"177","RACK1",3.04821174415362e-31,0.126686208752967,1,1,7.39496169131669e-27
"178","NCL",3.17343612166746e-31,1.02157275638278,0.992,0.929,7.69875603116527e-27
"179","ARPC3",3.36490418513013e-31,-1.53259162579691,0.967,0.989,8.1632575531257e-27
"180","TINAGL1",4.3167410958112e-31,-0.356809138529878,0.1,0.112,1.0472413898438e-26
"181","DSG3",4.51422058005235e-31,-1.53613069839318,0.013,0.027,1.0951499127207e-26
"182","EMP1",6.88483003426184e-31,1.08663548604516,0.513,0.218,1.67025976631192e-26
"183","TSPAN5",8.21291347376194e-31,2.15735964919242,0.671,0.213,1.99245280873465e-26
"184","NOVA1",9.23979222520055e-31,2.77398546605889,0.454,0.089,2.24157359383365e-26
"185","IFITM2",1.06038461367573e-30,-2.410357399011,0.794,0.949,2.57249307277731e-26
"186","DUSP10",1.07309381159314e-30,1.84043265307103,0.629,0.206,2.60332558692497e-26
"187","CFI",1.52451921762419e-30,-1.83645233709116,0.01,0.03,3.69848362195627e-26
"188","MEIS2",1.7912166491816e-30,-0.576329526677273,0.019,0.025,4.34549159091457e-26
"189","RBP1",2.25627487699111e-30,-0.323840680594691,0.24,0.268,5.47372285158043e-26
"190","LAMB3",2.56442826926796e-30,-1.17037410188555,0.169,0.314,6.22130298124407e-26
"191","AC007906.2",3.4113975449503e-30,-0.655556217827848,0.033,0.036,8.27605044404943e-26
"192","NEAT1",3.81455480813953e-30,-3.15761586857685,0.977,1,9.25410996454651e-26
"193","TFAP2C",3.93279665026681e-30,-0.73346523835132,0.11,0.162,9.54096467354729e-26
"194","ERBB4",4.99964760821551e-30,1.57968502885747,0.577,0.222,1.21291450975308e-25
"195","KRT8",5.34000038460101e-30,-0.847019773138229,0.994,0.993,1.29548409330421e-25
"196","PODXL",6.22296051866545e-30,0.561218320181803,0.163,0.089,1.50969022182824e-25
"197","REEP5",6.48626506200747e-30,-0.703315414301843,0.981,0.983,1.57356790404301e-25
"198","PCCA-DT",6.75178403781477e-30,1.46369167355429,0.575,0.249,1.63798280757386e-25
"199","ECHS1",6.82474626515375e-30,-0.370600196040495,0.885,0.903,1.6556834439263e-25
"200","MS4A7",7.08725864164855e-30,4.75347934892272,0.487,0.026,1.71936894646394e-25
"201","PYGB",7.49687721983132e-30,-1.13131787012479,0.14,0.256,1.81874241353108e-25
"202","SRARP",9.56430948448903e-30,0.30150832471507,0.542,0.416,2.32030148093704e-25
"203","SYDE2",9.93241661486759e-30,2.29403519290613,0.558,0.145,2.40960427076688e-25
"204","AC127526.5",1.04223571855793e-29,1.75403446649503,0.652,0.248,2.52846385322153e-25
"205","CLDN8",1.46693783394027e-29,-0.472354787959861,0.025,0.028,3.55879118513909e-25
"206","MESP1",1.94450557766588e-29,-2.61913170651873,0.063,0.234,4.71737053141743e-25
"207","SC5D",2.05152158497773e-29,1.78229060896359,0.779,0.361,4.97699136515597e-25
"208","HNRNPA2B1",2.49803728035626e-29,0.164587420841682,0.994,0.99,6.06023844214429e-25
"209","AGR3",2.60161039159265e-29,-1.72527417803927,0.65,0.862,6.31150681000376e-25
"210","RPSA",3.27943052871312e-29,0.381985402395682,1,0.999,7.95589846265803e-25
"211","SLC6A14",3.32472319726684e-29,-0.126652724456234,0.031,0.027,8.06577847656935e-25
"212","TNC",3.60901212504974e-29,3.63316554076379,0.688,0.089,8.75546341537067e-25
"213","PARK7",5.68133606954346e-29,-0.886750475694943,0.994,0.995,1.37829213047124e-24
"214","AKR7A3",8.46442815417136e-29,1.71688879033674,0.465,0.216,2.05347027020197e-24
"215","KIT",8.91609448113785e-29,-1.04092285043035,0.013,0.021,2.16304452112404e-24
"216","CENPX",1.23588828541731e-28,-0.482102764511424,0.833,0.849,2.99826498042238e-24
"217","FUCA2",1.42479557585426e-28,-0.913357267650256,0.579,0.724,3.45655406702243e-24
"218","SVIL",1.65308321091905e-28,-0.696572049968596,0.206,0.301,4.01037986968962e-24
"219","CXCL1",1.84374812519184e-28,4.51102810691784,0.498,0.036,4.4729329517154e-24
"220","NCALD",2.10602304435421e-28,-1.52154869133677,0.065,0.176,5.10921190560332e-24
"221","MUC6",2.16535437841103e-28,4.97878907190325,0.387,0.015,5.25314972202517e-24
"222","DNAJC12",2.39669339801037e-28,-0.538878333645943,0.687,0.731,5.81437818357316e-24
"223","RAB32",2.751233816883e-28,0.421241240827503,0.696,0.582,6.67449323975817e-24
"224","SDF2L1",6.56089808596229e-28,0.405656037768905,0.823,0.676,1.59167387565445e-23
"225","CAV2",6.8467761579295e-28,-0.496602334206539,0.044,0.055,1.6610278959137e-23
"226","METRN",9.17833961362516e-28,-1.70577094490303,0.958,0.978,2.22666519026546e-23
"227","PPIA",9.76000325298225e-28,-0.8309581327747,1,0.999,2.36777678917349e-23
"228","TPM4",1.49147639804625e-27,1.70183735394387,0.96,0.506,3.6183217416602e-23
"229","SLC25A5",1.65533824712379e-27,-0.293738803561843,0.96,0.952,4.01585058752232e-23
"230","LEO1",1.65770479702486e-27,0.304068517438219,0.7,0.551,4.02159183758232e-23
"231","ATP5IF1",2.01319436939964e-27,-1.45935815467618,0.981,0.991,4.88400954016352e-23
"232","ITGB4",2.44243711470532e-27,-0.20764458330727,0.121,0.122,5.92535244027512e-23
"233","ARRDC3",2.7202295852527e-27,-1.27320769328071,0.165,0.325,6.59927697382304e-23
"234","EEF1B2",3.10074864405108e-27,0.122167717205583,0.996,0.997,7.52241621046792e-23
"235","NPC2",3.36763494178317e-27,-1.54749533895151,0.921,0.993,8.16988236876596e-23
"236","SLC39A6",3.95279396225004e-27,-0.963044587215387,0.937,0.94,9.58947815241859e-23
"237","MAML2",4.066364248186e-27,0.425395153792188,0.063,0.04,9.86499966609924e-23
"238","CDR2",4.96170209523378e-27,0.97682695986411,0.606,0.33,1.20370892830372e-22
"239","KCNN4",5.33702441284718e-27,-1.42260175276276,0.035,0.087,1.29476212255673e-22
"240","RPL6",7.40912088494836e-27,-0.484996210343763,1,1,1.79745272668847e-22
"241","DST",7.88992632576604e-27,-0.954183665802705,0.677,0.878,1.91409612663084e-22
"242","NES",9.72619104115479e-27,-1.15652689260892,0.042,0.076,2.35957394658415e-22
"243","KLF2",1.03701987836014e-26,0.929511572961366,0.646,0.513,2.5158102249017e-22
"244","TFRC",1.04638291114128e-26,1.06953759166785,0.752,0.462,2.53852494242874e-22
"245","STOM",1.2854119556909e-26,1.60951469815938,0.788,0.4,3.11840940450612e-22
"246","PPP1R14C",1.45893585964816e-26,-1.43911683954578,0.006,0.016,3.53937839550643e-22
"247","MALL",1.88636380865006e-26,-0.544965355767938,0.019,0.02,4.57631859978505e-22
"248","LRRFIP1",1.95022704346695e-26,0.939552496233587,0.965,0.783,4.73125080745082e-22
"249","FASN",2.04045120695064e-26,-1.49792856122129,0.856,0.943,4.95013462806226e-22
"250","CDK6",3.72777586855249e-26,0.21709348063682,0.073,0.049,9.04358425710833e-22
"251","ERBB2",3.76786513175001e-26,0.936491659108276,0.79,0.49,9.14084080962553e-22
"252","C12orf75",4.75596254901223e-26,1.45809574243308,0.715,0.314,1.15379651439037e-21
"253","AIG1",4.95892709705836e-26,-0.834098787239089,0.79,0.873,1.20303571374636e-21
"254","CXCL8",5.48277448196647e-26,5.09353297607535,0.431,0.024,1.33012108932507e-21
"255","NINJ1",5.53965901065691e-26,0.248103574782598,0.742,0.612,1.34392127598537e-21
"256","TMEM238",5.55573540923233e-26,-1.13340992138154,0.887,0.94,1.34782141027976e-21
"257","C3orf14",5.80793681046155e-26,-0.786574933749091,0.671,0.78,1.40900547021797e-21
"258","PI3",9.53777926599443e-26,-2.392766523222,0.023,0.021,2.31386524993025e-21
"259","NUDC",1.1328374198476e-25,-0.439050031981201,0.917,0.921,2.74826358055027e-21
"260","CNN3",1.15473396774466e-25,0.31928965600961,0.956,0.871,2.80138460574855e-21
"261","ETFA",1.2618152469784e-25,-0.446106751110029,0.798,0.788,3.0611637891696e-21
"262","HMGN1",1.51990168950809e-25,-0.659274321336745,0.99,0.991,3.68728149874661e-21
"263","HIST1H2BC",2.19393100144621e-25,-0.325366149323171,0.146,0.158,5.32247660950851e-21
"264","KRT17",2.37895330730301e-25,1.10388228269266,0.34,0.118,5.7713407235171e-21
"265","QPRT",2.44515910422853e-25,-2.3465674655168,0.548,0.908,5.93195598685841e-21
"266","CX3CL1",2.97675712469407e-25,4.06387168923183,0.885,0.065,7.22161278450782e-21
"267","KLK10",3.1672197887076e-25,-1.58406517545688,0.008,0.015,7.68367520740464e-21
"268","KRT6A",3.86073226818616e-25,-3.80948528949089,0.002,0.014,9.36613648261962e-21
"269","DANCR",4.54968546767213e-25,0.870153806264778,0.777,0.582,1.10375369445726e-20
"270","MLEC",4.9374009526644e-25,-0.65907511332964,0.938,0.949,1.19781347111638e-20
"271","RPL15",5.30880421905369e-25,-0.157421332514235,1,1,1.28791590354243e-20
"272","THBS1",5.75311054040853e-25,2.162333196945,0.721,0.337,1.39570461710311e-20
"273","NDRG1",6.91518733743475e-25,-1.66025201022236,0.11,0.161,1.67762444806167e-20
"274","DAB2",8.06086936932973e-25,-1.1721673837086,0.015,0.03,1.95556690899939e-20
"275","HMGA1",1.06201210529102e-24,-1.07592756178556,0.327,0.504,2.57644136743602e-20
"276","MYLK",1.17985470680788e-24,-0.654604168273032,0.042,0.105,2.86232751871593e-20
"277","FOLR1",1.24084662892724e-24,-0.354583329334111,0.035,0.036,3.01029392177749e-20
"278","SYNM",1.26861906194805e-24,-1.07216613692545,0.119,0.222,3.07766984428596e-20
"279","CREB3L4",1.35325444682689e-24,-0.698564811464889,0.463,0.562,3.28299528800203e-20
"280","RHOB",1.84834429683292e-24,0.278364321752766,0.858,0.795,4.48408326411666e-20
"281","SCGB2A2",1.87487556713708e-24,-3.79477678735081,0.11,0.254,4.54844812587455e-20
"282","TOB1",2.97682790359902e-24,-0.248739867357983,0.783,0.802,7.22178449413121e-20
"283","BTG2",3.0346966615475e-24,2.2622901283711,0.863,0.392,7.36217410091424e-20
"284","TOX3",3.14092276837183e-24,2.88652591711756,0.448,0.068,7.61987863607006e-20
"285","NOSTRIN",4.14659688883121e-24,0.611955469273606,0.496,0.33,1.00596440523045e-19
"286","C3",4.52195064224856e-24,-3.394783808623,0.027,0.237,1.0970252258095e-19
"287","SLC7A8",4.75800947588536e-24,-0.792103964567045,0.55,0.664,1.15429309884979e-19
"288","NTN4",5.70692123999917e-24,2.65435343066918,0.675,0.172,1.3844990928238e-19
"289","COL6A1",6.1629428995221e-24,-1.77706381179852,0.023,0.043,1.49512994742406e-19
"290","CYP51A1",6.48015960190013e-24,-0.20864265361891,0.962,0.94,1.57208671942097e-19
"291","LMO7",6.62454510164294e-24,1.53795112552565,0.55,0.266,1.60711464165858e-19
"292","SHROOM1",8.13457600683288e-24,-0.217245623070812,0.1,0.097,1.97344813925766e-19
"293","TESC",8.32042367770922e-24,-0.724138058818946,0.017,0.028,2.01853478421226e-19
"294","SGK1",9.06081322608593e-24,-0.596138007757453,0.017,0.026,2.19815328864845e-19
"295","CLDN7",9.38394164260398e-24,0.247530694789549,0.923,0.835,2.27654424249573e-19
"296","PCMT1",9.61373651334427e-24,-0.608360981499358,0.783,0.842,2.33229247813732e-19
