"","id","module","supermodule","dim_1","dim_2"
"469","RWDD1",1,1,1.06584616282923,0.0482836994847686
"470","TMEM256",2,1,0.156273561510871,-2.90363526013285
"471","RNMT",1,1,1.15242310145838,0.0529704127034576
"472","SEC61B",2,1,-0.866168779339959,-4.55980944302469
"473","SAP18",4,1,1.59229870418055,0.605509403677884
"474","DHCR24",1,1,-0.785324853863885,2.12316276464075
"475","RHEB",4,1,1.77580233195765,0.805491927596036
"476","AP2S1",3,1,-0.560016435589959,-1.86704826023966
"477","YWHAE",4,1,1.40755816081507,0.967885199519101
"478","LRRFIP1",1,1,-0.266022485699822,0.725357655020657
"479","TPM4",1,1,-1.66077093502538,0.603084805937711
"480","NDUFA12",3,1,0.391534048113654,-2.09265875485331
"481","ARL6IP4",3,1,0.266031461748908,-1.71276402142435
"482","GIPC1",1,1,-0.641048711743523,0.165731552573148
"483","RHOD",3,1,0.810404497179817,-1.84577726986795
"484","MAP3K13",2,1,1.39740963557703,-2.63359856274515
"485","SPINT2",3,1,-1.66529540440099,-2.35788941052347
"486","TCEA1",1,1,0.920021730456184,-0.0602766242304413
"487","CD63",3,1,-1.12754182240026,-2.11980271008402
"488","TRAPPC5",2,1,0.982614713702033,-2.49446653988749
"489","STRAP",7,1,1.7893960056637,-0.0912139382639496
"490","PSMD3",3,1,0.773442464861701,-1.65995597508341
"491","MUC1",2,1,-0.538899702038933,-3.07531428006082
"492","TMBIM6",3,1,-1.89754728695409,-2.33217882779032
"493","SRRM1",4,1,2.79057713130457,0.903474334212247
"494","NME4",2,1,-0.388316911664178,-3.0745947327891
"495","SNU13",7,1,1.59127827266199,-1.45139789250284
"496","LAMP2",3,1,-2.22644023319738,-2.15940355923563
"497","CALR",2,1,-1.43536333462255,-4.66010021832376
"498","ATP6V0C",4,1,1.63946028331263,0.649540308447781
"499","CLIP1",1,1,-0.403182786908318,2.13832901749224
"500","TBL1XR1",1,1,0.0415293751095041,1.91998436330282
"501","CHMP2A",3,1,-0.265203756299187,-1.45909785893351
"502","PSAP",3,1,-2.36055402180212,-2.13190006878763
"503","TOMM7",6,1,-5.61690984388845,3.42885506484121
"504","ZFAS1",7,1,1.66465921977503,-0.350413080720004
"505","CHCHD1",2,1,1.64610310176356,-2.49459862378031
"506","HEBP2",1,1,-0.565060419049431,0.137512329550687
"507","HSPD1",4,1,2.31895895579798,-0.22004055645853
"508","AHCYL1",5,1,0.0502078113888009,3.01626837584585
"509","RAD23B",5,1,0.573997217211555,2.5526961121282
"510","PRELID1",2,1,2.05360813716395,-1.78609966900736
"511","COMT",3,1,-0.597385210004021,-1.58057546284586
"512","NDUFA11",2,1,0.435559469256233,-2.92541622784525
"513","POMP",2,1,0.809686380419563,-2.75619387295633
"514","AP2M1",3,1,-0.806057733502556,-0.363844152955112
"515","ENSA",1,1,-0.492542547192742,-0.290447947053012
"516","CBR1",1,1,-1.29763011356847,0.212814095946255
"517","LMNA",1,1,-1.18891744038122,0.535106543036404
"518","MT-ND4",5,1,0.818713384661506,3.29277837607473
"519","NOL7",7,1,1.08383198359949,-1.4017636742869
"520","EIF3I",7,1,0.680886941943,-0.924236532715854
"521","PET100",2,1,0.465160566363166,-3.03470635083109
"522","AKR1A1",1,1,-2.48601130863683,-0.557106014756259
"523","SF3B5",2,1,1.77280827144129,-2.66316914227396
"524","BNIP3L",2,1,1.95966454127772,-4.53757691052347
"525","PAWR",1,1,-1.7948198737766,0.428644183607999
"526","TALDO1",1,1,-2.34904698750036,-0.638933655289706
"527","POLE4",2,1,1.71651001552088,-2.93810724881082
"528","MZT2A",2,1,0.496904569659065,-3.2397296395579
"529","EIF3E",7,1,0.784483629259895,-0.387941834000644
"530","BTG1",7,1,1.1054794369076,-0.581099983719882
"531","TOMM5",2,1,2.61162253001673,-1.37912845280558
"532","YPEL3",8,1,-1.83714346310156,1.20649147364706
"533","ELF3",8,1,-1.56939677616613,2.60573339793295
"534","MDH2",3,1,0.0439841327999337,-2.04169869091898
"535","KRT10",7,1,1.47148438075526,-1.08582591679483
"536","MGAT4A",1,1,-0.925771993603875,2.04692927333921
"537","DFFA",4,1,2.87401600459559,-0.190835234192905
"538","TMCO1",3,1,-0.954614442792107,-2.01323508885294
"539","HP1BP3",4,1,3.58318539241297,1.77617250713915
"540","CNN3",2,1,1.97197361567957,-4.45122933056742
"541","ETFB",3,1,-0.66084889790075,-1.64736008313089
"542","DDX39B",5,1,1.78311176875574,2.10272822115034
"543","ARPC2",1,1,-1.09020833393591,0.277357820006314
"544","PROM2",5,1,-0.329787534680535,2.9172517094335
"545","EIF4A2",1,1,0.702901559862922,-0.106214281586704
"546","NDUFB2",2,1,0.6471054134701,-3.25024914410501
"547","CUTA",3,1,-0.0315359058048026,-2.50210594799906
"548","PNRC2",5,1,1.62482281306727,1.33188391062826
"549","DDX24",4,1,1.53094025233729,0.823413732977811
"550","PHPT1",2,1,0.565514284167121,-3.42305016186624
"551","COX6A1",2,1,0.176849561724494,-3.10781645443827
"552","NSD1",5,1,0.662009912524055,2.13205966684431
"553","HSPH1",4,1,2.37733669856531,0.297609690161649
"554","ACP1",2,1,1.51432533839686,-1.83421897557169
"555","COX5A",3,1,0.201712804827522,-2.28030037548929
"556","WTAP",5,1,1.44861431697352,1.33151674601645
"557","LGALS3",7,1,-0.0490549029971854,-0.530210014847812
"558","RALY",4,1,3.01320381740076,0.527718428107205
"559","ILF2",4,1,3.05560989955408,0.308386448355618
"560","PHB2",7,1,0.30618162730677,-0.480599161652622
"561","COX17",2,1,0.374330717120002,-3.52667212155252
"562","CST3",3,1,-1.58502654453771,-2.55484127667337
"563","MRPS16",2,1,1.70148106196863,-1.93735098507791
"564","CAMK2N1",1,1,-1.35451130291479,0.453561547728482
"565","HSP90AB1",4,1,2.34529467204554,-0.00364851620584417
"566","ARF4",2,1,-0.979747575726678,-4.61692547467142
"567","FASN",8,1,-2.35170821568029,1.82606557342619
"568","HSD17B10",3,1,0.333355623278449,-2.08194923069864
"569","UQCC2",2,1,1.43979473689539,-1.9797449078837
"570","PLP2",1,1,-1.55697636028783,0.305568340750638
"571","CHMP2B",1,1,0.843339162859748,0.821879628630582
"572","SDHC",3,1,-0.677925867047478,-0.817457195786533
"573","KLF6",8,1,-1.33501891514318,1.2062451276502
"574","WBP11",4,1,3.24781532863123,1.09873825642675
"575","CYSTM1",4,1,1.414445119891,0.475795749159756
"576","DAD1",2,1,-0.789528650250603,-4.39166426327616
"577","UBE2A",4,1,1.32438631633265,0.373445514174405
"578","PARK7",3,1,0.070701795611213,-1.76235747006327
"579","MAL2",1,1,-0.593551439252068,1.5518827471456
"580","ATOX1",2,1,0.119282442126106,-3.66739344265848
"581","SNRPE",4,1,3.08697624782069,-0.518122431305942
"582","LAMTOR2",2,1,0.798924165758918,-2.88807987835794
"583","DDX21",4,1,2.21616812327845,-0.53782939579874
"584","IDI1",8,1,-2.40374783894079,1.7869905117473
"585","EIF6",2,1,2.11226578334315,-0.773507591752109
"586","MRPL17",4,1,3.13240070918543,-0.0970666375437348
"587","DNMT1",4,1,3.37581177333338,0.610996726485196
"588","SNHG5",7,1,1.68380709269984,-0.149418589142856
"589","CHMP5",1,1,-0.0102398814822928,-0.0193300214090912
"590","PDCD6",3,1,0.583593088183235,-1.33074450161844
"591","TAF1D",7,1,1.62319298366053,-0.380232807663974
"592","CHID1",3,1,-1.61825017353552,-2.38776516583353
"593","TMEM14B",2,1,1.05829449275477,-3.19296764996439
"594","NUB1",1,1,0.691245275530647,0.0780274901112945
"595","APP",1,1,0.0066091595028146,2.19950774643034
"596","TUBA1B",4,1,3.67977638820155,1.50998956296057
"597","ARPP19",4,1,1.87770958522303,0.6190601620397
"598","HCFC1R1",1,1,-1.7592359008457,0.395341518851224
"599","CLNS1A",7,1,0.249447065386604,-0.569486376313266
"600","SNHG8",7,1,1.63979311564905,-0.338813063172397
"601","RPS19BP1",7,1,1.41646881679041,-1.47320127156168
"602","SEM1",2,1,0.860990720782111,-3.19791435864359
"603","LAMB2",5,1,-0.492216867413689,2.81480372283072
"604","PSMA7",3,1,0.729422288927863,-1.991521832017
"605","RBM8A",4,1,2.18788929561121,0.170173529120389
"606","C1QBP",2,1,2.41877813914759,-1.14352702763468
"607","COMMD6",6,1,-5.61820478459852,3.44168985220999
"608","YWHAH",4,1,3.18802090266688,0.917089882822934
"609","CENPX",4,1,3.44188614467127,0.414708617659512
"610","SELENOK",2,1,-0.961492818799187,-4.60596775677591
"611","HMGB1",4,1,3.47452374080164,1.50476006004423
"612","TRAPPC1",2,1,0.659659582171272,-2.67863297131449
"613","RCN2",3,1,-1.68672065159338,-2.41537451413065
"614","EZR",1,1,-0.543793481793572,1.6866703364572
"615","GSTO1",7,1,0.925063329729865,-1.23810910847574
"616","TMEM123",8,1,-0.713209909405877,3.06045890185446
"617","ATP6V0B",4,1,1.54604120830042,0.462913278075162
"618","HSPA9",7,1,1.81171055415613,-0.448971268204746
"619","BRI3",7,1,0.0566155491207345,-0.565585371522006
"620","HSPA4",4,1,2.12650604823572,1.14573699566931
"621","NCOA4",5,1,0.249225336108039,2.19927618238539
"622","DUSP16",1,1,-0.709959787335564,1.7171475175342
"623","MORF4L2",1,1,0.166663366350959,1.39997560116858
"624","SERPINB6",3,1,0.295739847216438,-1.08674025204569
"625","NSA2",7,1,0.751829820666145,-0.272702929047641
"626","SNRPD1",4,1,3.11751576045496,-0.214756247071323
"627","YBX1",2,1,2.41025944331629,-1.16439485218912
"628","GALNT7",1,1,-0.888799947705437,2.05848655435652
"629","CD46",8,1,-1.42528156658666,2.25208035442442
"630","NDUFB6",2,1,0.84825058558924,-2.79110121395975
"631","PBX1",8,1,-1.77189163586157,1.36216312977881
"632","RNF213",1,1,-2.29639486691015,-0.217147347001132
"633","EIF4G1",5,1,0.495248037371467,2.70523357722372
"634","RALA",1,1,0.454818922076057,0.370652678938809
"635","HMGCS1",8,1,-2.34381632229345,1.84765487495274
"636","ZFP36L1",8,1,-1.29915694614904,2.57412207457632
"637","UQCC3",2,1,1.78989716151697,-2.40622448590189
"638","SMARCE1",5,1,1.08973475078089,1.37038421961874
"639","AK1",3,1,-1.12962607761877,-0.862313028840122
"640","MTDH",1,1,0.503939348254035,0.866915110083524
"641","TIMM8B",2,1,1.77007790187342,-2.50894283917337
"642","EMP2",4,1,3.38582439998133,0.488892320128384
"643","HNRNPA1",5,1,2.52437086680872,1.86369808721751
"644","TMEM160",2,1,2.08930702784998,-1.35336732533365
"645","GNG12",1,1,-1.18296794315832,0.504883531065884
"646","CDK2AP1",5,1,2.52437086680872,1.94577906239242
"647","ALKBH7",3,1,-0.268327516522576,-2.25274872448832
"648","SPCS1",3,1,-0.872247022595574,-2.24297785427957
"649","PCNP",1,1,0.592468458208869,0.553278330298367
"650","RIOK3",4,1,1.52892513850672,0.848635080786649
"651","CAP1",1,1,-1.33859996220129,0.272669199438992
"652","PRMT2",1,1,-0.914116662945916,0.823893311949673
"653","RBIS",2,1,1.46036263087733,-1.80860209134012
"654","FAM133B",5,1,1.61653204539759,1.54208857152075
"655","ATP1B1",1,1,-0.663411897626092,1.91751961624645
"656","XRCC5",4,1,2.92061443904383,0.797914031477872
"657","BUD23",3,1,-0.559745592084099,-2.27312302258402
"658","DPM3",2,1,1.45124741176112,-2.90780615475565
"659","TOMM6",2,1,0.920525270495246,-3.14171433117777
"660","CD47",3,1,-0.683241647687127,-2.13318371441751
"661","YES1",5,1,0.448209482226203,2.14556920859427
"662","NDUFA6",4,1,1.65452595332606,0.379872086974087
"663","CTSD",3,1,-1.6473122062351,-2.15773081448465
"664","PSME4",1,1,-0.219573301282098,2.18844658467382
"665","ASAH1",2,1,-0.584727567639519,-3.01944088604837
"666","CNPY2",3,1,-0.802535814252068,-2.44146179821878
"667","SDC4",1,1,-0.166212839093377,1.94376225169212
"668","HSPA5",2,1,-1.24215344807165,-4.69235348370462
"669","CD151",3,1,-1.44349316975134,-2.16321158078104
"670","CIRBP",7,1,0.901199060473274,-0.327696081666049
"671","GGCT",1,1,-0.836161416974236,0.898011926146451
"672","PRPF4B",5,1,1.88855238536341,2.00438029650063
"673","COX14",2,1,1.61070986369593,-2.96996760037332
"674","SRSF7",4,1,2.70662422755701,1.00373459193319
"675","MT-ND5",5,1,0.954767423662971,3.20089996192068
"676","UXT",3,1,0.343378740343879,-2.29736876156717
"677","ZNHIT1",2,1,0.754532056841682,-2.68527388241678
"678","COPE",3,1,-0.118061822858025,-2.01528811123758
"679","CCDC50",1,1,-0.855836671796014,0.529541972609463
"680","ECHS1",3,1,-0.535481733288933,-1.51179265644937
"681","NARS",5,1,0.660515981707404,2.44459963175863
"682","TES",1,1,-1.64513782879369,0.635535243483487
"683","RRAGA",3,1,0.784671503100227,-1.71403646138102
"684","CWC15",7,1,1.20874853709681,-0.238991734055576
"685","H2AFV",4,1,3.43138905147059,1.58186287018866
"686","NAMPT",8,1,-1.42958120724218,2.50622070166678
"687","ATP6V0E1",4,1,1.57717724421961,0.777516606779996
"688","PPP1CB",8,1,-1.0839908542301,2.89912176463217
"689","ACADVL",1,1,-0.775192541089226,0.705256823035184
"690","PDLIM4",1,1,-1.48189954182165,0.44861817690939
"691","HNRNPU",5,1,2.03663702586634,2.09804877969832
"692","SSR4",3,1,-1.59763483425634,-2.46987652447611
"693","CAPRIN1",5,1,1.00007744410975,1.91896011452586
"694","GRHPR",3,1,0.401330667528938,-1.7330362763682
"695","RNF187",7,1,1.52182837108118,-0.508966442612705
"696","PERP",1,1,-0.717424196210076,-0.0724071231165497
"697","SRP19",7,1,1.21628637889368,-1.48937749531656
"698","SRSF3",4,1,2.25220699885828,1.3808662328443
"699","LAMTOR4",2,1,1.54877873042567,-2.86692547467142
"700","SH3GLB1",1,1,-0.2569473209049,0.540516618224087
"701","UBE2L3",2,1,1.14504118541224,-2.71437000897318
"702","MT-ND1",5,1,0.779766756090949,3.36973011824698
"703","GFPT1",5,1,0.389676290545295,2.70458942982763
"704","MMADHC",1,1,-0.0896289767886893,0.610255959959927
"705","KIF5B",1,1,0.0768391666744455,0.79203129145712
"706","SON",5,1,1.14824648478968,1.53120723697752
"707","DNAJA1",4,1,2.29178639033778,0.372149947615567
"708","SLIRP",2,1,1.17637367824061,-2.37915539410501
"709","RHOB",8,1,-1.21811704060095,1.61506715747923
"710","PGLS",3,1,-0.116294187512566,-1.67800831463724
"711","STIP1",4,1,2.41822643855555,0.274336102934781
"712","PSME2",3,1,0.479748922381233,-2.13352656033426
"713","HNRNPC",5,1,1.42242785075648,1.2413072619161
"714","ANXA11",8,1,-0.997512144055535,2.97979891631216
"715","CRNDE",2,1,1.30365105250819,-2.89581942227274
"716","ARF1",4,1,1.40342732051356,0.474560144873563
"717","TUBA1C",4,1,3.81964035609705,1.75440053972811
"718","TAF9",7,1,1.36755152324183,-0.599135872391757
"719","NDUFS4",3,1,0.420657831225227,-1.35073899891764
"720","CDV3",1,1,0.921120363268684,0.787539723845425
"721","KIAA0040",1,1,-0.311152261700799,1.55022290680021
"722","MANF",2,1,-1.29014663120763,-4.73219990399271
"723","DGCR6L",3,1,-0.751258176770379,-1.45653700497538
"724","MYDGF",2,1,-1.44920067211645,-4.58733009961039
"725","NDUFB8",3,1,0.232116418871711,-2.19161915448099
"726","BRD2",5,1,1.46192522624476,1.62025422188849
"727","GLO1",4,1,2.94514008143885,0.44548166129202
"728","JPX",5,1,0.55138893702967,1.6372788581571
"729","UBE2K",1,1,0.532468515429328,1.0398592982015
"730","SNHG7",7,1,1.04087896922571,-0.538627382782993
"731","MRFAP1",4,1,1.59070129970057,0.54764914843649
"732","TANK",8,1,-1.21260337254064,2.86092973086447
"733","RPL22L1",2,1,2.46929188350184,-1.21817350056559
"734","GLUL",1,1,0.093557077441047,1.45970914098829
"735","CEBPD",8,1,-1.53592924496191,1.53064003917784
"736","RSL24D1",7,1,0.866462427172492,-0.49388932850748
"737","MSMO1",8,1,-2.39770440479772,1.79350050124735
"738","RTL8A",7,1,1.28499670604212,-0.654505726365146
"739","BLOC1S1",2,1,0.64352818110926,-3.08829998639017
"740","SNX3",1,1,-0.0779207172061698,-0.335296627549228
"741","GDI2",5,1,0.83322544673426,2.22922885748953
"742","HMGB2",4,1,3.72273178676112,1.75434004101366
"743","ITGB1",1,1,-1.43618111034887,0.552654984923306
"744","LY6E",3,1,-1.67415980717199,-2.10694241192728
"745","CCDC85B",2,1,2.47869749644739,-1.51461124089151
"746","KRTCAP2",3,1,0.168059545550178,-2.45048069622904
"747","PPIB",2,1,-1.4923148574497,-4.59284996655374
"748","CLDN7",1,1,-0.795164865460564,0.779636147948209
"749","LINC01578",5,1,1.25195618251307,1.24480182263464
"750","LEO1",4,1,2.08097954371912,1.07382417056173
"751","RAB27B",1,1,-0.70225457569616,1.72538584801764
"752","TRIM28",5,1,1.42341538051112,2.6467433604917
"753","NOP56",4,1,3.04238911250574,-0.0310988393107026
"754","CTSB",5,1,-0.254094881024529,3.01511609885305
"755","CLTA",7,1,0.655744272265266,-0.361633774308261
"756","ITM2B",3,1,-1.73962597271459,-2.32648014691263
"757","BTG3",4,1,3.42209072688563,0.745757225485745
"758","LITAF",8,1,-1.10751990696447,2.90381211373419
"759","CHD2",5,1,1.35245581248743,1.73861055407137
"760","VTI1B",1,1,-0.254085344281365,-0.0636433329859345
"761","SRSF5",1,1,0.694184499773811,0.310351971121732
"762","PIN1",3,1,0.216873365435432,-1.44421696331888
"763","C11orf58",1,1,0.641853052172492,0.562511685820523
"764","GOLGA4",5,1,0.370834070238899,2.5481110844335
"765","SFN",2,1,1.90178986171229,-1.04082131054789
"766","NUCKS1",4,1,3.49851627925379,1.5733584794721
"767","TMEM106C",4,1,3.53621121028406,0.717534545393887
"768","PSMB1",3,1,0.678693014178108,-1.69990563061624
"769","TXNRD1",1,1,-2.36809138676183,-0.47628187802225
"770","TAF10",3,1,-0.60044793507116,-1.02761673596292
"771","ALDH9A1",8,1,-0.644070428815056,2.76928234431356
"772","FUS",5,1,1.95381470302088,1.92220011358545
"773","NPDC1",3,1,-1.26062039753454,-2.00604486134439
"774","PNISR",5,1,1.14618511775477,2.12382814619154
"775","POLR2A",5,1,1.34204741099818,1.68944323393911
"776","PDIA6",2,1,-1.4837425174381,-4.58952355053812
"777","HIST1H4C",4,1,3.27151508906824,0.590885642500821
"778","CD81",3,1,-1.62672666927831,-2.26450657513529
"779","NIT2",3,1,0.475990968737434,-1.60446929600626
"780","GPAA1",3,1,-1.27207021137731,-2.32321476605326
"781","ALCAM",1,1,-0.648758214917351,2.11867553326696
"782","SOX4",1,1,0.750204759630988,0.985432389708462
"783","DNAJC8",4,1,1.61839171031458,0.672049764128628
"784","COPZ1",3,1,-0.505493444409539,-1.09470200207621
"785","PPP2R2A",4,1,1.16866417506678,0.718696835967007
"786","LIMCH1",1,1,-0.743017000165154,1.76425372395128
"787","CAST",1,1,-0.36014203449743,0.616061690779629
"788","EIF3A",5,1,0.680251318011115,2.57326025101751
"789","ARL6IP5",1,1,-0.0293920459415213,0.532736304732266
"790","H2AFY",1,1,-0.786203187909295,-0.0790306296625702
"791","H1FX",7,1,1.12294169047816,-0.294243570832309
"792","HEXIM1",5,1,1.57906408885462,1.66585773560614
"793","FAM177A1",1,1,-2.14629082104223,-0.349316116837558
"794","IER5",8,1,-1.32343463322179,2.73255652520269
"795","LRPAP1",3,1,-1.58878402134435,-2.26457094815165
"796","AK6",7,1,1.3036725101803,-1.27237224247843
"797","MDK",2,1,-1.1226232471134,-2.93204235699564
"798","MT-ND3",5,1,0.733611303362678,3.4270138773641
"799","RPA3",4,1,3.57537956813319,0.593050840826932
"800","CNBP",4,1,1.47767229655726,0.784825805159512
"801","CDC42SE1",1,1,-0.201706689801385,1.24661678406805
"802","MRPS6",3,1,-1.26206950565832,-0.528495308426914
"803","CD44",1,1,0.031535821947883,1.72667673561186
"804","WSB1",5,1,1.27205582240565,2.21746057602972
"805","ATP5F1A",5,1,0.72807236293299,2.3381027612409
"806","EFCAB14",5,1,-0.0368583621646659,2.99819410178274
"807","GTF2H5",2,1,0.547527509722541,-2.83192658093363
"808","DLD",5,1,0.713444429430793,2.39168554875464
"809","TOMM20",7,1,0.849815088305305,-0.374470707444247
"810","ABCD3",5,1,0.286741930041145,1.85226920578093
"811","NME3",2,1,-0.107473176922967,-3.04527830746561
"812","MT-ND2",5,1,0.80212660411341,3.31778323981375
"813","LPGAT1",1,1,-0.124779027905633,1.65453929040045
"814","EVA1B",3,1,-0.45124606510656,-0.52818035748392
"815","EIF3J",4,1,2.17327042201502,-0.513648506669101
"816","CHCHD10",2,1,1.94205971339686,-1.76101731923014
"817","MPLKIP",7,1,1.23651571849329,-1.04639029171854
"818","SNX6",1,1,0.0983807621334298,0.554838183852139
"819","ATRX",5,1,0.461055952105354,2.00492604407877
"820","STAT3",5,1,0.873606401476692,1.82502401951164
"821","DDX3X",5,1,1.72121735194666,1.45479354593367
"822","SERINC2",3,1,-1.38280944248693,-1.3001224961558
"823","C9orf16",2,1,-0.100645822491814,-3.57728743222147
"824","PRDX3",1,1,-0.12731675526159,-0.126809593705234
"825","AKAP13",8,1,-0.945476335492303,2.92480039927572
"826","PSMD12",4,1,2.14200373271448,0.407160523863736
"827","PANK3",8,1,-0.687309068646599,2.79082781407446
"828","CMPK1",5,1,0.529998498949836,2.87818241450399
"829","HDLBP",5,1,0.355971532854865,2.62452662322134
"830","SFPQ",5,1,1.77926607707484,2.29218033287138
"831","NOP53",6,1,-5.76269225498693,2.85041231247992
"832","CYP1B1",1,1,-0.614972871747185,1.35568583342642
"833","MAGED2",1,1,-0.51446275135534,-0.409181829957065
"834","PSMA4",3,1,0.680091100725959,-1.82524561551004
"835","FAM120A",5,1,0.158484178576301,3.01553333136648
"836","HMGN3",1,1,0.602867799792121,0.228125694724026
"837","UBE2D2",7,1,1.43061371425135,-0.680195805100497
"838","NAXE",3,1,-0.223903936352898,-2.35017561581522
"839","ACTR2",5,1,0.15838356593592,2.80840969416708
"840","EIF1B",4,1,1.59952374080164,0.751037958594266
"841","HDDC2",3,1,0.665201383623908,-1.45199703839212
"842","EIF5A",2,1,2.48895617106898,-1.13091516163736
"843","FNBP1L",1,1,0.259416299853156,1.72304852637858
"844","VPS13C",1,1,0.0327369747493966,2.24243009421438
"845","CTTN",5,1,0.342421728167365,2.42718434664816
"846","CCT4",4,1,2.23462744334681,-0.0934064355173676
"847","WDR34",4,1,3.32158299067957,0.550795677634183
"848","PDCD5",2,1,1.4343688068722,-2.00435995724588
"849","GK5",8,1,-1.00701312443273,2.94469988677115
"850","CTNNB1",5,1,-0.523344320264031,2.96308446261496
"851","HNRNPDL",4,1,2.38347836116297,1.26251584622473
"852","EPHX1",1,1,-2.44484261890905,-0.687273260621127
"853","YBX3",8,1,-1.46877531429784,1.29248404833883
"854","PCBP2",5,1,0.188514429125617,2.855726006957
"855","SPCS2",2,1,-1.14308814426916,-4.62054037716776
"856","ZMAT2",1,1,0.300561624560188,0.484079483481351
"857","FKBP4",4,1,2.44167347529871,0.150739792319241
"858","PLIN3",1,1,-0.316170972790887,0.455410006972256
"859","COPS6",3,1,0.0847804127071603,-1.80779337551981
"860","SEPTIN10",1,1,-1.87421254536169,0.166930917235318
"861","ATP6V1A",5,1,-0.0657089175845877,3.01328206393332
"862","LMO4",5,1,-0.222580713238885,3.01249075266928
"863","NHP2",2,1,2.13790197947962,-1.78692364361673
"864","ANXA3",1,1,-1.59146241566198,0.445815566512051
"865","GNPDA1",7,1,1.06567402461512,-0.872715708283481
"866","SNHG6",7,1,1.66781588176234,-0.205011602906284
"867","ACAT2",8,1,-2.42273001095312,1.76934346887678
"868","CTNNA1",5,1,-0.1805313052799,2.7144632372579
"869","CDC42BPB",5,1,0.299126821551154,2.30780688259214
"870","MTPN",1,1,0.569071012530158,0.617334369154874
"871","IER3",8,1,-1.40148620029943,1.7750440571031
"872","WASF2",1,1,0.799568849596809,0.347472671004239
"873","CCT5",4,1,2.40529318431361,-0.203013416794833
"874","FXR1",5,1,0.843783575091194,1.35506630274862
"875","TAF7",5,1,1.61070032695277,1.33622759911627
"876","RHOC",3,1,-0.868267816510369,-0.773705956009921
"877","NDUFB10",3,1,0.218858438525031,-2.29637312558084
"878","PRDX4",3,1,-1.41936258694189,-2.46517443325907
"879","CAPZB",3,1,-0.734092039075066,-0.640241858033237
"880","CARHSP1",4,1,3.46583767512781,0.54389143321127
"881","ID2",8,1,-1.23119763752477,2.65090740058035
"882","EIF3D",7,1,0.618332582506965,-0.739132877854404
"883","OIP5-AS1",5,1,0.782705026659797,2.8192372355184
"884","HLA-E",3,1,-2.40392164608495,-2.09157442715555
"885","CEBPB",8,1,-1.52568153759496,1.76762125227064
"886","IRF2BP2",8,1,-1.08170012852209,2.63370222184271
"887","ABHD11",8,1,-1.57904533764379,2.6881833705625
"888","EIF4A3",4,1,2.41610546687586,0.468803289862576
"889","KDELR1",3,1,-1.58823708912389,-2.28805899289041
"890","UQCRC1",3,1,0.254579263720344,-2.17835545208841
"891","ATP5PB",3,1,0.42643948176844,-2.20290970471292
"892","EIF4EBP1",7,1,1.53651495555384,-1.47592663433939
"893","APEH",5,1,0.231010633501838,2.84351599547476
"894","CDC37",4,1,2.361222463641,0.381654981108609
"895","ARGLU1",5,1,1.85147972682459,1.97574210125417
"896","TSTA3",3,1,-0.252047342267205,-1.470436808137
"897","TXNL1",7,1,0.595054822954963,-0.614428755311069
"898","PCNA",4,1,3.44191761592371,0.557074550124112
"899","REXO2",3,1,0.694940286669563,-1.52746653225809
"900","PRPF40A",5,1,0.716552930865119,1.32548189494223
"901","ARL2",3,1,0.534624773058723,-1.43566798832804
"902","EIF3H",7,1,0.533428865465949,-0.351187702683505
"903","HIGD2A",2,1,0.0269524631832345,-2.70414757397562
"904","EIF3F",7,1,0.434456544909309,-0.57179665234476
"905","FBXO9",1,1,0.250740724596809,1.73267339500994
"906","METTL26",2,1,1.0834018764828,-2.288636442689
"907","RBM39",5,1,1.67858906367762,1.60163691970915
"908","SPAG7",3,1,0.445196825060676,-1.62302827504068
"909","SEC61G",2,1,-0.609473985638787,-4.40069460537821
"910","PIM3",5,1,1.64828129390223,1.3813173804006
"911","HNRNPH3",4,1,1.57296152690394,1.07531339261145
"912","TMEM167A",2,1,-0.787765306439568,-4.4996788468638
"913","PFDN2",7,1,1.70515699962122,-0.348145720032748
"914","MCTS1",3,1,0.305340009722541,-1.70887684491068
"915","HNRNPR",5,1,2.29155989268763,1.64556154939741
"916","ZFAND6",1,1,-0.162280839886834,0.55921912524313
"917","SRD5A3",2,1,1.93412895778162,-4.56832766201883
"918","CD99",1,1,-0.840495866742303,1.19283551308722
"919","SARS",7,1,1.42776747325404,-0.453540083436069
"920","DNPH1",2,1,1.39843006709559,-1.99949574139505
"921","FAM162A",2,1,1.90739269832117,-4.53500389721781
"922","XIST",5,1,1.23703880885584,2.29147875640005
"923","IRX3",1,1,-1.01096133610265,1.94929333362192
"924","MT-ND4L",5,1,0.939773279223274,3.21947944495291
"925","TMEM141",2,1,1.92444630244715,-1.62871002819925
"926","DCXR",3,1,-0.545476240124871,-2.21702122357279
"927","TIMM17A",2,1,-0.908994955029656,-4.50935482647806
"928","AAK1",1,1,-0.953269285168816,1.03675288292975
"929","PDIA3",2,1,-1.51881341358679,-4.59112858441263
"930","RBM25",5,1,1.89470882991297,1.93387887399108
"931","RER1",3,1,-0.223297876324822,-1.44579076435953
"932","MPC2",2,1,0.99130650142176,-2.96673988964945
"933","DNAJC10",5,1,0.404787260088752,2.66128939721197
"934","MRPL47",3,1,0.95060940364344,-1.4929752316752
"935","LSM7",2,1,2.47641964534266,-1.58889078762918
"936","TECR",3,1,-1.02835015675085,-2.29901575711161
"937","CSNK2B",3,1,0.0707566318844064,-2.21992468502909
