"","id","module","supermodule","dim_1","dim_2"
"335","RHOV",8,1,-1.43255571743505,2.72447997662634
"336","SLC25A6",6,1,-4.81188849827306,2.10512413415522
"337","RAB5C",1,1,-0.421114248242547,-0.0674257245340912
"338","FKBP1A",3,1,-1.03806332966345,-0.740581985978183
"339","RAB13",3,1,-0.507974904980828,-0.976405140427646
"340","RHOA",1,1,-0.101381582226922,-0.250379559067783
"341","ATP5F1D",2,1,0.712615209612678,-2.28598570492655
"342","RNF181",2,1,0.951423841509651,-2.63214850094706
"343","PLK2",8,1,-1.27400712391393,2.52267271611303
"344","SERBP1",4,1,2.67474384883387,0.883375051947537
"345","SNRPG",4,1,3.15643902400477,-0.335101362732944
"346","CISD1",2,1,1.20072193721278,-2.27193522122293
"347","LSM3",4,1,3.59157868007166,0.56819153163046
"348","YWHAB",1,1,-0.447587770428826,0.251054528685513
"349","VDAC2",7,1,0.629051881823371,-0.864440437821445
"350","HNRNPA3",5,1,2.32117910960657,2.03168656262964
"351","CCT6A",4,1,2.44061632731898,-0.230101582078037
"352","ANAPC16",7,1,1.13413067439539,-1.13184880879312
"353","ATP5PO",3,1,0.198983865771125,-2.11026072171122
"354","SQSTM1",1,1,-2.36269716640966,-0.455252405671176
"355","MTCH1",8,1,-0.982365888562371,2.9462063345632
"356","MT-CYB",1,1,0.103496271166633,1.04718512627691
"357","ATP5MD",2,1,0.55890436748011,-3.44289040234476
"358","UGP2",8,1,-0.855855745282342,2.96374929282278
"359","ENAH",1,1,-0.22531537434118,2.13237712118238
"360","NDUFA13",3,1,-0.603558343854119,-2.29577850964457
"361","PTGES3",4,1,2.38589735606654,-0.070981737641391
"362","PHLDA2",1,1,0.419525819811652,0.972972873183194
"363","MORF4L1",1,1,0.507675367388557,0.658245805235806
"364","RAB14",1,1,0.285797792467902,0.636247161360684
"365","RTRAF",3,1,0.436311918291877,-1.28857445385843
"366","HES1",8,1,-1.54322795292394,1.8573762025258
"367","DNAJC1",1,1,0.0904895840023263,0.352696779700223
"368","CHMP3",1,1,-0.463047784772088,0.0648134979924591
"369","TUBB",4,1,3.71135445216639,1.47600382897467
"370","NAP1L1",6,1,-4.15947942158239,3.48174143168539
"371","TXNIP",1,1,0.176444250140022,0.254398349257413
"372","GALNT6",1,1,-0.835688871350457,1.78359745773882
"373","PPIA",3,1,-0.760492128338982,-1.44260072377115
"374","TAGLN2",3,1,-0.899966520276238,-0.74942755368143
"375","NPC2",3,1,-1.55136398693578,-1.6418817010203
"376","TXNL4A",2,1,2.13361282924158,-1.72357129719644
"377","FTL",7,1,1.05876751521571,-1.06072830822855
"378","ANP32B",4,1,3.07053585628016,1.30791396233648
"379","CBX3",4,1,2.96928139308436,1.30386162135214
"380","HEBP1",7,1,-0.110356611218621,-0.673393961457309
"381","DDX5",5,1,0.780377584490608,1.61901602480024
"382","ZFP36L2",8,1,-1.50778893848913,2.00431800964684
"383","EEF2",8,1,-3.31948165318029,2.40281948778242
"384","CYCS",2,1,-0.52477483173864,-4.34342264798075
"385","PABPC1",8,1,-1.18136243244665,2.90722900960058
"386","SOD2",5,1,1.04467602351649,1.46795833441824
"387","METAP2",4,1,1.37953777888758,0.941793981524411
"388","CAPS",3,1,-1.26571874043005,-0.640353676346835
"389","DDT",2,1,1.4502436695431,-3.07628559735208
"390","HSPA8",4,1,2.49762602427943,0.381711247893277
"391","CCPG1",1,1,0.00243778804285366,0.141220215292874
"392","SMIM26",7,1,1.42990561107142,-1.27688741352945
"393","ANXA5",4,1,1.42116280177576,0.615931752654019
"394","RSRC2",5,1,1.5931765613888,1.28231269452185
"395","MGST3",3,1,-0.637565893140008,-1.34271716740518
"396","KPNA2",4,1,3.81443329432947,1.83509824755997
"397","COX7A2",2,1,0.481759744677375,-3.43560576107889
"398","HSPE1",2,1,1.93906708339197,-1.93236851361185
"399","TPI1",2,1,1.92080898860438,-4.5562202897349
"400","TBCA",2,1,0.611040311846565,-3.25609469082743
"401","HNRNPM",5,1,2.05598421672327,2.17660448286146
"402","EIF5",4,1,1.26163645366175,0.620119932623807
"403","TMOD3",1,1,-0.135704320874383,0.941652360888425
"404","RBPMS",1,1,-1.8265388431217,0.568808201285306
"405","NEDD8",2,1,0.397961813006233,-3.22779345181375
"406","PRDX5",3,1,-0.714095872845818,-2.1374757256785
"407","DCTN3",3,1,0.311529832873176,-2.44785189297586
"408","PGP",4,1,3.3850900707577,0.322801950903836
"409","ARHGDIB",1,1,-0.526877683606316,1.19665843579382
"410","RNASEK",4,1,1.42287178615076,0.465942624541226
"411","RBP7",1,1,-0.368724149670769,0.683835867377225
"412","NAP1L4",4,1,2.66792030909998,1.15638804766745
"413","CSDE1",5,1,0.287077146563361,2.91775608393759
"414","SNRNP25",4,1,3.53085823634608,0.421820763083401
"415","EIF4B",8,1,-3.08248929401891,2.40302151772589
"416","WDR45B",5,1,1.10490866282923,0.9476112756452
"417","NDUFAB1",2,1,0.812715726885627,-2.28207134869486
"418","ACTG1",1,1,-1.62358240505712,0.476489904852811
"419","YWHAZ",1,1,0.214845853838752,1.11287701460928
"420","ENY2",7,1,1.4007527408932,-1.69307088520914
"421","DSP",1,1,-0.377188009228875,2.03177786204428
"422","NDUFA1",2,1,0.304466920885871,-3.53973745968729
"423","TSPO",3,1,-1.14314298054235,-0.90328931477457
"424","PRXL2A",1,1,-0.653157991376092,0.138007167311612
"425","CBX5",4,1,3.31755657771571,1.18876815173239
"426","C5orf38",7,1,1.01184053996546,-0.757842775849399
"427","DGUOK",4,1,1.71086044887049,0.385870698424283
"428","DHRS7",3,1,-0.855755609479119,-1.64922141697794
"429","ATXN10",3,1,-0.772109312024285,-0.60990643170267
"430","NDUFB11",2,1,0.0206424770687326,-2.88213276532083
"431","NDUFS8",3,1,0.066760259661506,-2.16614889767557
"432","GUK1",2,1,-0.27693251987951,-3.53975176480204
"433","RNASEH2C",4,1,3.70284958461268,0.469281795950833
"434","NDUFV2",3,1,0.543727117571662,-1.56802606251627
"435","CCNL1",5,1,1.73253079036219,1.65774894091696
"436","TSC22D1",8,1,-1.53002170940893,2.65094089839071
"437","ARHGAP29",1,1,-0.639864725079705,2.35441580745787
"438","CLDN3",8,1,-1.62791137119787,2.69290495249838
"439","NUCB2",3,1,-1.61692551991003,-2.64893793728739
"440","SLC3A2",4,1,1.71661635020716,0.739940288992825
"441","CSRP1",1,1,-1.85148410221594,0.705645087691251
"442","PRDX6",1,1,-2.34231047054784,-0.629856344727573
"443","NDUFAF3",3,1,0.214236932787727,-1.92741846707254
"444","TRMT112",2,1,0.916773038897346,-2.60399269726664
"445","TM4SF1",8,1,-1.78462175747411,1.383697811099
"446","COX4I1",3,1,-0.274693769421746,-1.8863337006846
"447","CFAP36",3,1,0.473569589648078,-1.41256761219889
"448","BCL7C",4,1,3.59826965907557,0.579617026778165
"449","UBE2V1",1,1,0.0960633335445626,0.551464322539273
"450","HNRNPAB",4,1,3.09848042109949,0.808389905425015
"451","CD9",8,1,-2.00591401478307,1.33935147854895
"452","UPF3A",1,1,0.598550992998908,0.27101135584921
"453","GAS5",7,1,1.52713604548914,-0.437074419526157
"454","NENF",2,1,-0.630430978741814,-3.30760359433084
"455","ARF3",3,1,-0.731310171094109,-0.661210295228061
"456","CALM3",2,1,0.500482755694221,-3.42756628659159
"457","CIB1",2,1,1.53910370448572,-2.30404591229349
"458","SYF2",4,1,1.48814697841151,0.798483971091214
"459","MGST1",1,1,-2.28205851933019,-0.645585772065219
"460","TMEM258",2,1,-0.644392770734002,-4.30230450299173
"461","SNF8",3,1,0.498694139513801,-1.49046444561869
"462","KTN1",1,1,0.0253293094967111,1.86006863373727
"463","ALDH3B2",1,1,-0.880608362164666,1.31526220175833
"464","JUNB",8,1,-1.49436692616003,1.70808756682486
"465","HSBP1",2,1,0.264622407946418,-3.21455025341898
"466","MRPL57",2,1,1.7790429172848,-2.22155499127298
"467","BLVRB",1,1,-2.12073139568823,-0.598551746872958
"468","ANAPC11",2,1,0.809951978716682,-3.4117529359141
