"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"2471","DDX52",1.88808209018137e-15,0.432328978159147,0.468,0.369,4.58048715078e-11
"2472","CTSH",1.94605448094664e-15,-0.153748110180384,0.632,0.657,4.72112817077656e-11
"2473","TAF3",2.00357693386194e-15,0.609861843107464,0.371,0.268,4.86067764154907e-11
"2474","PTPMT1",2.03850381011225e-15,-0.134347359219728,0.492,0.5,4.94541024333231e-11
"2475","H2AFX",2.0494780303695e-15,-0.806881625513108,0.179,0.255,4.9720337016764e-11
"2476","CGGBP1",2.06926104959677e-15,0.373749561079176,0.624,0.512,5.02002730632176e-11
"2477","MATR3.1",2.13035707701681e-15,1.0228903372701,0.107,0.055,5.16824626884278e-11
"2478","RBM33",2.18212957904764e-15,0.409853307088635,0.289,0.227,5.29384635876958e-11
"2479","MTCH1",2.1958011966432e-15,-0.209025621180431,0.584,0.614,5.3270137030564e-11
"2480","KRCC1",2.22914151871729e-15,0.565257283497232,0.587,0.448,5.40789732440815e-11
"2481","ZNF664",2.23007977766321e-15,0.562417541664415,0.507,0.38,5.41017354061095e-11
"2482","ICE2",2.26501450735818e-15,0.544266305784048,0.486,0.364,5.49492519485095e-11
"2483","DNAJB4",2.27438277538326e-15,0.741268114785072,0.338,0.23,5.5176526130798e-11
"2484","SLC39A6",2.31128517338623e-15,0.486087339724283,0.957,0.922,5.607177830635e-11
"2485","FAM111B",2.32520989849041e-15,-1.26824088979145,0.083,0.152,5.64095921373774e-11
"2486","HSD17B4",2.39056283203874e-15,0.308878131710762,0.678,0.593,5.799505430526e-11
"2487","INTS8",2.401478865575e-15,0.539678507260394,0.336,0.243,5.82598772788496e-11
"2488","PCBP2",2.41099547604546e-15,0.345691351888818,0.975,0.938,5.84907502488628e-11
"2489","PLAAT3",2.45743901504348e-15,-0.195263139106465,0.719,0.755,5.96174705049549e-11
"2490","TBC1D15",2.46859520450044e-15,0.555268116391475,0.561,0.426,5.98881196611808e-11
"2491","UCP2",2.47237395207041e-15,-0.16903817483597,0.563,0.611,5.99797920772282e-11
"2492","GLG1",2.47822825694632e-15,0.372553750007822,0.595,0.492,6.01218175135176e-11
"2493","TCAF1",2.48341045682717e-15,-0.112486396735512,0.255,0.253,6.02475376826272e-11
"2494","PIP",2.58404423316752e-15,-0.37194791054457,0.382,0.402,6.2688913096644e-11
"2495","AC087741.1",2.5963726666993e-15,0.827249914777872,0.225,0.131,6.29880008941251e-11
"2496","GEMIN6",2.61473026831806e-15,-0.243905117464306,0.343,0.388,6.3433356309396e-11
"2497","SENP5",2.66272740033015e-15,0.613306595334271,0.314,0.222,6.45977667320093e-11
"2498","ZMYM5",2.66953979800571e-15,0.326388884758853,0.286,0.231,6.47630354996186e-11
"2499","AC010168.1",2.72636632106514e-15,2.37277971331949,0.044,0.009,6.61416469490402e-11
"2500","TLCD1",2.77065941701925e-15,-0.332816101106318,0.275,0.331,6.72161974568871e-11
"2501","NIPSNAP2",2.8594773098547e-15,0.427403429132324,0.647,0.531,6.93709195370751e-11
"2502","XRN2",2.89602236719843e-15,0.314808903052627,0.823,0.749,7.02575026282339e-11
"2503","CTTNBP2NL",3.02814692728505e-15,0.488352038002415,0.254,0.184,7.34628444559354e-11
"2504","NCAPH",3.09033135078501e-15,-2.47579286661642,0.013,0.064,7.49714385700444e-11
"2505","HMOX2",3.12577024965675e-15,-0.111837913213204,0.515,0.514,7.58311862566729e-11
"2506","CCNQ",3.13204757057804e-15,-0.305886008972294,0.255,0.296,7.59834740622233e-11
"2507","PLK2",3.15767825488786e-15,0.150863201530614,0.935,0.938,7.66052744635796e-11
"2508","ZNF827",3.22710006173664e-15,0.645014163106121,0.188,0.13,7.8289447497731e-11
"2509","FAM133B",3.37883860001596e-15,0.289729183039854,0.666,0.597,8.19706244363872e-11
"2510","PPM1B",3.4430857465815e-15,0.571344568798509,0.355,0.253,8.35292602120672e-11
"2511","CYFIP1",3.7334011813675e-15,0.265984206347213,0.558,0.484,9.05723126599755e-11
"2512","NONO",3.76501786111776e-15,0.314284064009348,0.775,0.691,9.13393333107167e-11
"2513","C11orf1",3.78688912797382e-15,-0.189824184226968,0.475,0.507,9.18699302446449e-11
"2514","FBXW11",3.78886460180635e-15,0.582130130915534,0.548,0.404,9.1917855239822e-11
"2515","ACYP1",4.02553733143354e-15,-0.569522918486129,0.268,0.366,9.76595356605777e-11
"2516","ACTR1A",4.34882905398712e-15,-0.315534720543859,0.305,0.363,1.05502592849728e-10
"2517","NDUFAF1",4.51444380978544e-15,-0.178484738502061,0.345,0.358,1.09520406825395e-10
"2518","SSNA1",4.53871065156992e-15,-0.369672456402074,0.463,0.544,1.10109120407086e-10
"2519","SGF29",4.67673673654736e-15,-0.510144371407197,0.146,0.202,1.13457633228639e-10
"2520","ZC3HAV1",4.90473101761129e-15,0.617793581974229,0.462,0.328,1.1898877448725e-10
"2521","RPL38",5.01266057950097e-15,0.120262368095525,1,0.996,1.21607145658693e-10
"2522","UNC119",5.02051791780796e-15,-0.408131824233318,0.231,0.296,1.21797764686021e-10
"2523","PLGRKT",5.22620380082128e-15,-0.164138007454083,0.52,0.543,1.26787704207924e-10
"2524","RRNAD1",5.28216599121249e-15,-0.308317074103996,0.272,0.322,1.28145346946815e-10
"2525","APBB2",5.318716040771e-15,0.613844345868256,0.289,0.204,1.29032051149104e-10
"2526","NEURL1B",5.54892180010359e-15,-1.52470246709737,0.025,0.06,1.34616842870513e-10
"2527","DCAF10",5.61114971526728e-15,0.474507664259367,0.323,0.24,1.36126492092384e-10
"2528","RAB27B",5.74898099000915e-15,-0.65561632912497,0.38,0.392,1.39470278817622e-10
"2529","KIF20B",5.94195779108476e-15,-1.19388502660653,0.124,0.184,1.44151896011716e-10
"2530","TSC22D2",6.05373440736438e-15,0.440578940912758,0.297,0.238,1.4686359672266e-10
"2531","WIPF2",6.08465827033637e-15,0.510478209032815,0.459,0.341,1.4761380963836e-10
"2532","NIPAL3",6.16060243501133e-15,0.481720907462035,0.346,0.261,1.49456215073375e-10
"2533","PARN",6.18495084115938e-15,0.575276438304924,0.465,0.342,1.50046907406527e-10
"2534","TAF9",6.19083771087838e-15,-0.208821924398459,0.508,0.533,1.50189722865909e-10
"2535","PAFAH1B2",6.23064536843002e-15,0.269768172543552,0.418,0.355,1.51155456638112e-10
"2536","RETREG1",6.41117997350726e-15,0.686644293044588,0.417,0.28,1.55535226157286e-10
"2537","SPSB3",6.68993647596202e-15,-0.24254906352801,0.332,0.364,1.62297858906839e-10
"2538","AL049840.4",6.71302367016212e-15,1.13919735745126,0.064,0.028,1.62857954238133e-10
"2539","DMTF1",6.77181953085357e-15,0.584766576426561,0.259,0.18,1.64284341818508e-10
"2540","TCP11L2",6.9304647764934e-15,0.620147441831545,0.152,0.1,1.6813307547773e-10
"2541","CYLD",6.96761299066176e-15,0.514796206551513,0.336,0.244,1.69034291153454e-10
"2542","ME2",7.00667607889596e-15,0.624969604399327,0.353,0.241,1.69981961674016e-10
"2543","GIGYF2",7.00814958113653e-15,0.213862622178337,0.485,0.421,1.70017708838372e-10
"2544","PTK2",7.09938516954873e-15,0.43796300081861,0.475,0.386,1.72231084213252e-10
"2545","NOTCH2NLC",7.16570800649405e-15,1.38698725773899,0.07,0.027,1.73840076237546e-10
"2546","ZNF609",7.32119627927723e-15,0.505839081423203,0.25,0.182,1.77612221735266e-10
"2547","BX890604.2",7.49127043905673e-15,0.829212318071736,0.299,0.178,1.81738220851516e-10
"2548","CDR2",7.56557688008645e-15,0.326115252340699,0.383,0.322,1.83540895110897e-10
"2549","ARIH2",7.58715812210441e-15,0.446984721148794,0.534,0.436,1.84064456042253e-10
"2550","TSPYL2",7.99398483575604e-15,0.685968725130402,0.318,0.207,1.93934072115441e-10
"2551","SVIL",8.08649422659151e-15,0.275255680781064,0.329,0.257,1.9617834993711e-10
"2552","CTCF",8.14607534889973e-15,0.460872350411712,0.614,0.487,1.97623787964307e-10
"2553","AKAP1",8.40818809931045e-15,0.583435127858848,0.316,0.227,2.03982643289271e-10
"2554","MTRNR2L8",8.87925222645311e-15,0.372117993653299,0.359,0.285,2.15410659013752e-10
"2555","HK1",8.9043399562466e-15,0.3490435623161,0.576,0.491,2.16019287338542e-10
"2556","SNHG8",9.42719228968869e-15,-0.131517261854978,0.912,0.922,2.28703684947848e-10
"2557","BCCIP",9.51607439352095e-15,0.370709497472168,0.428,0.337,2.30859964786818e-10
"2558","BTBD6",9.70306406607122e-15,-0.157021654916241,0.389,0.401,2.35396334242888e-10
"2559","PIMREG",9.89005951219368e-15,-2.92018118962767,0.005,0.033,2.39932843765819e-10
"2560","TOB2",1.02404545999107e-14,0.518624475584119,0.223,0.158,2.48433428593833e-10
"2561","MTLN",1.03025295733591e-14,-0.157878220087786,0.433,0.449,2.49939367449691e-10
"2562","PER3",1.03428623675619e-14,0.713836315790774,0.323,0.217,2.50917841037053e-10
"2563","RC3H2",1.03900706983629e-14,0.451593272311365,0.245,0.19,2.52063115142284e-10
"2564","KDM6A",1.04475607318787e-14,0.54147327089642,0.25,0.179,2.53457823355378e-10
"2565","CIRBP",1.13680230096971e-14,-0.133086833652899,0.829,0.859,2.7578823821525e-10
"2566","PHF20",1.18229395827729e-14,0.372267844745201,0.674,0.569,2.86824514278071e-10
"2567","OIP5-AS1",1.21609076744332e-14,0.405639431660887,0.705,0.62,2.95023620181748e-10
"2568","UBN2",1.23470422081602e-14,0.158306180398962,0.162,0.141,2.99539243969967e-10
"2569","ARMC1",1.23840216367647e-14,0.496114876459495,0.573,0.444,3.00436364907912e-10
"2570","ASXL2",1.26548021342715e-14,0.507944766802481,0.343,0.26,3.07005499777427e-10
"2571","CASD1",1.28693128671671e-14,0.501274279088521,0.297,0.214,3.12209530157473e-10
"2572","CA9",1.30301092018824e-14,-3.48242361384875,0.007,0.08,3.16110449237667e-10
"2573","DAAM1",1.30408409623035e-14,0.283487279658442,0.499,0.42,3.16370801745482e-10
"2574","RFC3",1.30518986519794e-14,-0.864496794174354,0.103,0.162,3.1663906129702e-10
"2575","ZBTB7A",1.3146443701849e-14,0.405621478363255,0.511,0.414,3.18932724206856e-10
"2576","FAM8A1",1.32352313174312e-14,0.535376706769834,0.266,0.19,3.21086711760882e-10
"2577","KIAA2026",1.35845448144418e-14,0.387933154395012,0.273,0.215,3.29561057198359e-10
"2578","ZSWIM6",1.38498702854029e-14,0.457950636633011,0.262,0.193,3.35997853123874e-10
"2579","DACH1",1.38539130500118e-14,0.649074309833761,0.446,0.341,3.36095930593287e-10
"2580","AKAP10",1.38789732058228e-14,0.721835360214432,0.242,0.156,3.3670388997326e-10
"2581","DMAP1",1.38866783982416e-14,-0.372582918566492,0.231,0.292,3.3689081794134e-10
"2582","FAM91A1",1.48014881145522e-14,0.46633151326879,0.413,0.325,3.59084101659036e-10
"2583","DYRK3",1.48787430791541e-14,0.685882302023295,0.276,0.183,3.60958307100279e-10
"2584","AL158214.2",1.53731648079084e-14,4.57731846984314,0.021,0.001,3.72952978239857e-10
"2585","NSD3",1.56960475187169e-14,0.174890133733128,0.539,0.488,3.80786112804071e-10
"2586","TBCK",1.5709484671972e-14,0.643322644072026,0.245,0.168,3.8111209814204e-10
"2587","SRPRA",1.5850533392367e-14,0.209600499034227,0.548,0.482,3.84533940098824e-10
"2588","C12orf10",1.64050396667934e-14,-0.312792799813834,0.34,0.395,3.97986262316407e-10
"2589","COPS2",1.69681493498764e-14,0.436032066073601,0.768,0.648,4.11647303228e-10
"2590","ARHGDIB",1.72221367551926e-14,-0.209499521211767,0.588,0.626,4.17809037680974e-10
"2591","SCNM1",1.75486039711423e-14,-0.241997182643044,0.319,0.366,4.25729132339911e-10
"2592","RELL1",1.7753957739314e-14,0.646708586076759,0.576,0.446,4.30711014755757e-10
"2593","SUCLG1",1.79728098010511e-14,-0.133960480659414,0.716,0.742,4.36020365773501e-10
"2594","REPS2",1.80550839322763e-14,0.753860239601621,0.357,0.24,4.38016336197022e-10
"2595","RNF216",1.82306268048273e-14,0.469242370978039,0.425,0.332,4.42275006285111e-10
"2596","LIMA1",1.83245629105596e-14,-0.158792313092817,0.513,0.513,4.44553896210175e-10
"2597","NEK1",1.89221458009969e-14,0.602623558754753,0.269,0.194,4.59051257132185e-10
"2598","GSDMD",1.96270008016838e-14,-0.235632797438732,0.36,0.405,4.76151039448848e-10
"2599","RPP30",2.06916741706372e-14,-0.304175348699895,0.303,0.349,5.01980015379659e-10
"2600","SYNC",2.10901048970999e-14,0.52206860927768,0.258,0.19,5.11645944803644e-10
"2601","IMPDH2",2.16046150243329e-14,-0.283337351393253,0.597,0.656,5.24127960490315e-10
"2602","ETV3",2.19109332082362e-14,0.78450848453592,0.224,0.136,5.31559239631811e-10
"2603","DPP8",2.26173464228249e-14,0.479390654222009,0.379,0.295,5.48696824217733e-10
"2604","ZFPM1",2.29225478125047e-14,-0.176502344625973,0.404,0.44,5.56101009931365e-10
"2605","COX20",2.32757562069277e-14,0.165550471234531,0.97,0.887,5.64669845580067e-10
"2606","IFNGR2",2.35850754158071e-14,-0.359655047034928,0.408,0.473,5.72173929587481e-10
"2607","CPLANE1",2.44710105261437e-14,0.525130193002891,0.238,0.176,5.93666715364245e-10
"2608","CHFR",2.46171833624381e-14,0.716564850908026,0.301,0.2,5.97212868372747e-10
"2609","RHBDL1",2.49102097298876e-14,-0.153191012128994,0.291,0.293,6.04321688047074e-10
"2610","KDM4A-AS1",2.73002559642096e-14,1.17547827294587,0.087,0.038,6.62304209691726e-10
"2611","DUSP4",2.74769229651448e-14,0.246856688495916,0.911,0.862,6.66590151134413e-10
"2612","HPS5",2.75114693856227e-14,0.541900350718417,0.264,0.18,6.67428247295207e-10
"2613","HLA-DMA",2.80092563118176e-14,-0.33580975199765,0.226,0.272,6.79504558124694e-10
"2614","ZDHHC9",2.81203638744073e-14,0.62647729963925,0.382,0.272,6.82200027593121e-10
"2615","FYCO1",2.84909229218996e-14,0.529122780324833,0.353,0.274,6.91189790085284e-10
"2616","ZBTB11",2.84938194188366e-14,0.53965741786766,0.293,0.218,6.91260059100976e-10
"2617","MYO10",2.87569710142047e-14,0.376598381557976,0.316,0.248,6.97644116804607e-10
"2618","PLCB1",2.97797909764176e-14,0.668633636589088,0.28,0.179,7.22457729087891e-10
"2619","CCDC50",3.01725139192026e-14,0.367076013213342,0.358,0.279,7.31985187679856e-10
"2620","SIPA1L1",3.22104794860254e-14,0.400902702812531,0.255,0.195,7.81426232330976e-10
"2621","JPH1",3.34843978334605e-14,0.964002773072747,0.177,0.095,8.12331491439751e-10
"2622","MAP4K3",3.3698197054829e-14,0.499496007767645,0.393,0.29,8.17518260550151e-10
"2623","SRCAP",3.3944533848831e-14,0.577318469843142,0.398,0.288,8.23494391172639e-10
"2624","HNRNPAB",3.42760865625841e-14,0.323121661960872,0.84,0.744,8.3153786000829e-10
"2625","NEK7",3.52650466789678e-14,0.694953149966461,0.395,0.26,8.55530032431758e-10
"2626","AL450990.1",3.56265479991042e-14,1.37030414966561,0.166,0.089,8.64300054458269e-10
"2627","API5",3.58854518626134e-14,0.428024801172961,0.584,0.472,8.70581062187001e-10
"2628","MLXIP",3.76558725071414e-14,0.550073633652261,0.402,0.294,9.13531467023251e-10
"2629","N4BP2",3.86981509892203e-14,0.684688567359794,0.243,0.164,9.38817142998485e-10
"2630","ITGB6",3.87684709363468e-14,-0.10454824899643,0.211,0.207,9.40523104915774e-10
"2631","TMPO-AS1",3.90018194324247e-14,-1.65856979397753,0.016,0.048,9.46184139430623e-10
"2632","PPP1R3B",3.91737453093279e-14,-0.165185307864494,0.175,0.181,9.50355061204295e-10
"2633","CD164",4.10063459018969e-14,0.332826124018753,0.981,0.963,9.94813951580019e-10
"2634","LYRM2",4.14302241097476e-14,0.371248468439236,0.73,0.635,1.00509723690248e-09
"2635","CDC6",4.19996979460371e-14,-0.905463636071536,0.098,0.162,1.01891267217086e-09
"2636","EMP1",4.2974194034383e-14,-0.654123455486616,0.237,0.247,1.04255394727413e-09
"2637","H2AFJ",4.30765062443052e-14,0.114675187786601,0.983,0.979,1.04503604148684e-09
"2638","ARFIP1",4.3650485503801e-14,0.451273166273751,0.646,0.526,1.05896077832221e-09
"2639","BNIP3",4.5871783645835e-14,-0.13418129045204,0.813,0.776,1.11284947124796e-09
"2640","AP5M1",4.6423292796201e-14,0.64174199441605,0.355,0.246,1.12622908323584e-09
"2641","SORT1",4.69817296578706e-14,0.38470105968371,0.617,0.521,1.13977676149994e-09
"2642","GPR180",4.70185572543932e-14,0.646062113746892,0.289,0.198,1.14067019899158e-09
"2643","FANCB",4.72986252121865e-14,-1.31374715860369,0.031,0.075,1.14746464764764e-09
"2644","AP2A2",4.77897512414924e-14,0.474807143726373,0.35,0.275,1.15937936511861e-09
"2645","KRAS",4.79069527947853e-14,0.421212382679585,0.709,0.601,1.16222267480149e-09
"2646","GBF1",4.83932364925927e-14,0.479263242846859,0.339,0.26,1.1740199173103e-09
"2647","POLDIP2",4.87618102481419e-14,-0.165073384277092,0.424,0.434,1.18296151661992e-09
"2648","OSBPL9",5.00215123411622e-14,0.447458540422928,0.616,0.492,1.2135218893966e-09
"2649","ZNF680",5.02993240321073e-14,0.575052879857357,0.472,0.354,1.22026160101892e-09
"2650","SLF2",5.03241515011621e-14,0.543589404886487,0.391,0.287,1.22086391541819e-09
"2651","NCOA6",5.21395408243036e-14,0.499057491403074,0.306,0.221,1.26490526039761e-09
"2652","SHLD2",5.34232975799e-14,0.552262351323155,0.352,0.257,1.29604919928837e-09
"2653","SPPL2A",5.38198504197135e-14,0.497306955799955,0.772,0.619,1.30566957118225e-09
"2654","CDKN2A",5.44792481904954e-14,-0.253343825706531,0.235,0.256,1.32166656110142e-09
"2655","DNAJC16",5.49731285560656e-14,0.576767507437787,0.325,0.232,1.33364809877015e-09
"2656","DHCR24",5.50723669456596e-14,0.230304041727154,0.962,0.924,1.3360556221017e-09
"2657","MTHFD2",5.5497553359352e-14,0.397038027235855,0.441,0.349,1.34637064449788e-09
"2658","HMGB3",5.68541966776779e-14,-0.110894732763499,0.527,0.534,1.37928281140047e-09
"2659","TRADD",5.72550877067928e-14,-0.191259235912368,0.422,0.448,1.38900842776679e-09
"2660","PSMF1",5.81292928051945e-14,-0.155707778335733,0.461,0.48,1.41021664345402e-09
"2661","POC1B",5.85552274131439e-14,0.816710285242315,0.217,0.13,1.42054981704287e-09
"2662","NSDHL",5.97041170830932e-14,-0.500976056133602,0.181,0.246,1.44842188043584e-09
"2663","DFFA",6.0634536256564e-14,0.42327450034564,0.412,0.325,1.47099384958424e-09
"2664","ZMAT3",6.15800184067438e-14,0.56265091549627,0.439,0.317,1.4939312465476e-09
"2665","ZNF518A",6.25694655205924e-14,0.284341748651909,0.226,0.198,1.51793523352957e-09
"2666","HNRNPL",6.43080433922275e-14,0.336870371281584,0.434,0.352,1.56011313269544e-09
"2667","SPDEF",6.52489759502044e-14,-0.108838333329806,0.767,0.757,1.58294015655196e-09
"2668","ABHD14B",6.61058170558683e-14,-0.231546653379151,0.334,0.373,1.60372712177536e-09
"2669","CDCP1",6.62257348003152e-14,0.44598495496742,0.655,0.522,1.60663632625565e-09
"2670","HHLA3",6.65322275427752e-14,-0.26380758633269,0.327,0.384,1.61407184018773e-09
"2671","SMNDC1",6.69623877196182e-14,0.491086072199064,0.454,0.342,1.62450752607794e-09
"2672","SERGEF",6.71817697568215e-14,-0.440670479444166,0.216,0.286,1.62982973430049e-09
"2673","RAF1",6.80572012081047e-14,0.53301730464476,0.349,0.256,1.65106770130862e-09
"2674","CLASP2",6.87942737038909e-14,0.525713435589591,0.26,0.192,1.66894908005639e-09
"2675","NBPF19",6.88031974747694e-14,0.842180228727943,0.135,0.077,1.6691655707379e-09
"2676","FBXO34",7.05637454906863e-14,0.357441646425477,0.262,0.208,1.71187646560405e-09
"2677","PLEKHA3",7.17228006849832e-14,0.401863775771032,0.65,0.529,1.73999514461769e-09
"2678","ATAD2",7.20691730284752e-14,-0.67227268289701,0.247,0.293,1.74839813767081e-09
"2679","YTHDC2",7.77469908201645e-14,0.379533663939839,0.348,0.285,1.88614199729719e-09
"2680","TYMP",7.79103108549546e-14,-0.183404615447443,0.523,0.552,1.8901041413412e-09
"2681","UBXN7",8.09175714747365e-14,0.4478295741906,0.256,0.195,1.96306028397711e-09
"2682","TRAM1",8.19980533566223e-14,0.404539471345677,0.814,0.72,1.98927277443166e-09
"2683","TSPYL4",8.21373331122794e-14,0.545078132842934,0.15,0.103,1.9926517013039e-09
"2684","SEC63",8.26506487134401e-14,0.416626214233294,0.716,0.602,2.00510473778806e-09
"2685","SNRNP40",8.2738885352415e-14,-0.274416682477718,0.333,0.376,2.00724535864959e-09
"2686","ENOSF1",8.36588941694447e-14,0.17360516560483,0.316,0.282,2.02956477255073e-09
"2687","MRPL54",8.430531990823e-14,-0.40182475286085,0.439,0.532,2.04524706097366e-09
"2688","ERCC6L",8.60936212203577e-14,-2.3567935945004,0.012,0.058,2.08863125080588e-09
"2689","MAGOHB",8.61614540116071e-14,-0.223347768503299,0.376,0.412,2.09027687432159e-09
"2690","MYCBP",8.9270180310363e-14,-0.302283494801791,0.44,0.515,2.16569457432941e-09
"2691","XRRA1",8.96200317357273e-14,0.784128373399352,0.28,0.171,2.17418196990874e-09
"2692","MICA",9.13557785592088e-14,-0.113896620643509,0.334,0.329,2.21629118784641e-09
"2693","B3GALNT2",9.25045774645047e-14,0.628778069199689,0.482,0.341,2.24416104928888e-09
"2694","FNBP1",9.25819279801236e-14,0.311410168555238,0.264,0.215,2.2460375727978e-09
"2695","TSPAN1",9.56313077475151e-14,-0.419527497634014,0.467,0.529,2.32001552595472e-09
"2696","GGNBP2",9.70327725476666e-14,0.44232033661135,0.78,0.67,2.35401506200639e-09
"2697","RBBP6",9.72596484375394e-14,0.461087532620843,0.705,0.579,2.3595190710947e-09
"2698","TMTC3",9.80578282057251e-14,0.55431766316094,0.509,0.396,2.37888291227089e-09
"2699","SLC25A46",9.85834447090362e-14,0.518140533908369,0.311,0.23,2.39163436864122e-09
"2700","ABI2",9.9517002948405e-14,0.423944644664678,0.602,0.498,2.41428249152831e-09
"2701","ELOA",1.0013800181582e-13,0.597330953979734,0.369,0.276,2.42934792405179e-09
"2702","SRSF10",1.01081888478664e-13,0.318026465695165,0.745,0.667,2.4522466144924e-09
"2703","ZNF518B",1.03574053511684e-13,0.765349872472407,0.236,0.148,2.51270653819344e-09
"2704","CCDC115",1.0666623812407e-13,-0.102950990973741,0.433,0.428,2.58772293688994e-09
"2705","CD58",1.07782640598801e-13,-0.416607015747173,0.196,0.246,2.61480686092692e-09
"2706","HPS3",1.11867466712115e-13,0.530096459920536,0.481,0.366,2.7139047424359e-09
"2707","MAF1",1.1187136605974e-13,-0.26606537184245,0.362,0.406,2.71399934060929e-09
"2708","MAGI1",1.13449911332251e-13,0.517213744213265,0.244,0.174,2.75229484892042e-09
"2709","PIGM",1.17292019781161e-13,0.691529239450174,0.228,0.151,2.84550439989097e-09
"2710","POLK",1.18190430765454e-13,0.492759368815589,0.327,0.254,2.86729985036992e-09
"2711","LDHB",1.20519923677592e-13,-0.781612784441071,0.625,0.733,2.92381334841838e-09
"2712","SIK3",1.20694075308185e-13,0.491457733189304,0.245,0.184,2.92803826697658e-09
"2713","MRPL32",1.20791896135096e-13,-0.13855219319627,0.552,0.573,2.93041140023744e-09
"2714","MAVS",1.2098464325517e-13,0.459508237342125,0.377,0.294,2.93508744537043e-09
"2715","MTUS1",1.24493406966077e-13,-0.213037601562398,0.278,0.282,3.02021005299703e-09
"2716","SNHG3",1.24634408617478e-13,0.385820056452478,0.333,0.257,3.02363075306001e-09
"2717","CD163L1",1.26541680494046e-13,-0.118650350931639,0.46,0.466,3.06990116878555e-09
"2718","FBXL6",1.30011027741093e-13,-0.40447099188088,0.162,0.205,3.15406753299892e-09
"2719","TSSC4",1.31597337494298e-13,-0.192309461223609,0.399,0.428,3.19255140761167e-09
"2720","CST6",1.32180852867623e-13,-0.678196541830384,0.24,0.31,3.20670749056853e-09
"2721","BECN1",1.3549434273009e-13,0.452998056993649,0.637,0.523,3.28709275463198e-09
"2722","PTPN14",1.36650723797428e-13,0.402291503447004,0.256,0.187,3.31514655932561e-09
"2723","SH3GLB1",1.38047738232139e-13,0.33745380671644,0.827,0.752,3.34903812951168e-09
"2724","HLCS",1.38970287285391e-13,0.672365678476116,0.268,0.182,3.37141916954357e-09
"2725","BRD2",1.39393397620353e-13,0.340527503765206,0.767,0.689,3.38168382626976e-09
"2726","ABCA12",1.44996070495689e-13,0.793626939032296,0.283,0.178,3.51760467022541e-09
"2727","UNC93B1",1.4893133712887e-13,-0.211281436717698,0.278,0.298,3.61307423874639e-09
"2728","NBPF10",1.4992691626054e-13,1.16383643706634,0.068,0.031,3.63722698848071e-09
"2729","LSG1",1.50052159557012e-13,0.566716524712516,0.32,0.235,3.64026539085311e-09
"2730","NT5C",1.51416576088887e-13,-0.15398221200271,0.482,0.517,3.67336613591639e-09
"2731","CENPS",1.53700809749003e-13,-0.350461975399523,0.301,0.336,3.7287816445108e-09
"2732","MSANTD4",1.61031661106982e-13,0.627840245422308,0.14,0.09,3.90662809845537e-09
"2733","AC008522.1",1.6454505862276e-13,2.33220597200661,0.024,0.005,3.99186312218815e-09
"2734","ABCE1",1.68788204529787e-13,0.46898757011159,0.642,0.509,4.09480184189264e-09
"2735","TRAPPC10",1.6917842456109e-13,0.295634006901684,0.218,0.182,4.10426857985205e-09
"2736","AC087521.4",1.73066146653993e-13,2.96636076058904,0.017,0.002,4.19858471782587e-09
"2737","CEBPZ",1.750712522551e-13,0.403125710696777,0.65,0.547,4.24722857970873e-09
"2738","MAN1A1",1.79581406142424e-13,0.683529791308227,0.293,0.206,4.35664491301521e-09
"2739","UBP1",1.81770263613811e-13,0.549358388502255,0.364,0.269,4.40974659527107e-09
"2740","GCAT",1.8450998325311e-13,-0.362185736506788,0.235,0.298,4.47621219372046e-09
"2741","MYH14",1.85835995503394e-13,0.508620200214821,0.491,0.381,4.50838125091234e-09
"2742","ZNF718",1.86066084841474e-13,0.95397487739413,0.213,0.119,4.51396321825417e-09
"2743","CRIM1",1.8930770622322e-13,0.515015702491203,0.28,0.197,4.59260495297531e-09
"2744","NCOA4",1.90198886072677e-13,0.4012064143996,0.677,0.565,4.61422497612314e-09
"2745","UROD",1.90969972272152e-13,-0.252619174971319,0.328,0.365,4.63293152732241e-09
"2746","PLA2G12A",1.95721682418452e-13,0.453647929784811,0.846,0.729,4.74820801547164e-09
"2747","TRIO",1.99389851316978e-13,0.368005875550684,0.286,0.222,4.8371977929499e-09
"2748","ATRN",2.00932100712358e-13,0.599495260687817,0.238,0.162,4.8746127632818e-09
"2749","ZC3H14",2.01540002804209e-13,0.431097728992098,0.541,0.451,4.8893604680301e-09
"2750","NET1",2.05187665226619e-13,0.381156379568738,0.349,0.273,4.97785275839778e-09
"2751","INTS11",2.08581617785175e-13,-0.418174729536056,0.273,0.338,5.06019004746834e-09
"2752","RAB11FIP2",2.1453263082484e-13,0.661280780987471,0.222,0.156,5.20456162381061e-09
"2753","STT3B",2.1481163513798e-13,0.366751483903484,0.68,0.588,5.21133026844739e-09
"2754","DIXDC1",2.15441927065676e-13,-0.244610965159945,0.161,0.169,5.2266211506133e-09
"2755","TNS3",2.15496576893104e-13,0.668313002063735,0.293,0.202,5.2279469554267e-09
"2756","EXOC8",2.16274699917936e-13,0.735958469948254,0.3,0.192,5.24682422000912e-09
"2757","GDAP1",2.18248177072074e-13,0.755749688565837,0.29,0.194,5.29470077576852e-09
"2758","FAM110A",2.1987738213185e-13,-0.411080243878094,0.234,0.299,5.33422529051867e-09
