"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"40","MYL6",7.47183131537808e-177,-0.212228277908229,1,0.999,1.81266627711072e-172
"41","RPL11",3.2231592991463e-175,-0.264010947503373,1,1,7.81938445972891e-171
"42","COX6A1",1.40865120773774e-174,-0.167637094688559,0.998,0.996,3.41738782997177e-170
"43","COX5A",2.52901081727766e-174,-0.377969521818891,0.972,0.957,6.13538024271559e-170
"44","ATP5IF1",4.6002670705229e-172,-0.299356433748818,0.995,0.985,1.11602479130886e-167
"45","RPS15",1.04197698074598e-168,-0.491063239214432,0.999,1,2.52783615528974e-164
"46","TTC3",6.71706047361005e-168,0.823775979982718,0.964,0.893,1.6295588708978e-163
"47","TRMT112",2.64036523619195e-167,-0.347200382486862,0.971,0.956,6.40552606300168e-163
"48","MT-ND4",1.36660634376392e-166,0.575587761386462,1,1,3.31538698997127e-162
"49","MIR29B2CHG",2.4434714963487e-166,1.54199004873253,0.78,0.427,5.92786185014194e-162
"50","ATP5MC3",2.5551393831858e-166,-0.271423039798232,0.997,0.991,6.19876814360875e-162
"51","POLR2J3",2.49161559297477e-165,1.23367811899329,0.802,0.488,6.04465942855678e-161
"52","FAU",3.60679040079285e-164,-0.225422451164658,1,0.999,8.75007351232345e-160
"53","HNRNPU",3.67448446000427e-164,0.757140052081133,0.99,0.965,8.91429929997036e-160
"54","COX5B",1.09570635020888e-163,-0.257346570015101,0.993,0.984,2.65818360560675e-159
"55","ATP5PO",1.10516152556652e-163,-0.421455821509946,0.932,0.939,2.68112186102437e-159
"56","FXYD5",2.37258857814739e-162,-0.548682739695605,0.85,0.87,5.75589989058557e-158
"57","CHCHD2",4.0212445795091e-160,-0.225201678785897,0.999,0.998,9.75553934988909e-156
"58","ASH1L",1.24794902461674e-158,1.0014602276756,0.902,0.688,3.02752433372021e-154
"59","KRTCAP2",1.01466183130111e-157,-0.244324161996536,0.989,0.955,2.46156960273649e-153
"60","RPS17",2.54508495540164e-156,0.491981783700278,0.999,0.998,6.17437610180438e-152
"61","MT-ATP8",1.53913365308155e-154,1.02760189491827,0.839,0.607,3.73393824237585e-150
"62","RAN",6.70756017866308e-154,-0.36854444492958,0.986,0.973,1.62725409934366e-149
"63","EPHX1",4.94994794192415e-152,-0.409518442225011,0.89,0.792,1.2008573707108e-147
"64","RPS5",9.44379127788707e-151,-0.337233352618056,1,0.999,2.2910637640154e-146
"65","MT-ND1",1.75605084477716e-150,0.557866661010057,1,0.999,4.26017934942939e-146
"66","MDH2",3.84914653169356e-150,-0.542595020678892,0.836,0.906,9.33802948588857e-146
"67","YWHAZ",1.54716085828597e-149,0.648817661292423,0.992,0.98,3.75341224220177e-145
"68","RPL28",6.52767508370015e-146,-0.20322452691667,1,1,1.58361397530566e-141
"69","FTX",1.99933429344632e-145,1.23669094333911,0.746,0.451,4.85038499590077e-141
"70","PRDX2",3.60453453181735e-142,-0.298739082079748,0.996,0.99,8.7446007741889e-138
"71","LGALS3",1.14512571784297e-141,-0.272586498910796,0.989,0.97,2.77807499148704e-137
"72","MYL12B",1.45489984773406e-141,-0.309718885864022,0.998,0.999,3.52958703060283e-137
"73","NAP1L1",2.35964974994659e-141,0.694700570741558,0.998,0.973,5.72451029337044e-137
"74","NDUFA12",3.23844951601388e-141,-0.254599791575076,0.957,0.901,7.85647852584966e-137
"75","RPL27A",6.72557861222456e-141,0.409980923291656,1,0.999,1.63162537132568e-136
"76","TRPS1",1.10227548265122e-140,0.773524477785037,0.977,0.93,2.67412032091187e-136
"77","COX4I1",5.5644934552419e-139,-0.238568946421425,0.998,0.996,1.34994611224169e-134
"78","NDUFS5",3.35602998098781e-137,-0.180040478224288,0.997,0.989,8.14172873387642e-133
"79","TUBA1B",8.84096116023268e-137,-1.18864159935337,0.828,0.874,2.14481717747245e-132
"80","EIF3K",2.10521378418185e-136,-0.357702456436853,0.966,0.972,5.10724864042518e-132
"81","S100A11",1.91310873985715e-135,-0.327518352349485,1,1,4.64120180289345e-131
"82","DCXR",5.49546972339247e-135,-0.255047593098254,0.986,0.956,1.33320095489501e-130
"83","TMEM59",2.77519012376031e-133,-0.222193523399277,0.992,0.979,6.73261124024252e-129
"84","PSMB2",4.45153534673448e-133,-0.356582975216211,0.888,0.86,1.07994247511778e-128
"85","RNF213",7.25553022669426e-133,0.92497771835732,0.973,0.883,1.76019163299603e-128
"86","SERF2",2.59547763580346e-132,-0.100550564409514,1,1,6.29662874445918e-128
"87","TUBA1C",2.98721116321542e-132,-0.622897593842886,0.792,0.789,7.2469742819606e-128
"88","ZKSCAN1",2.11178759716017e-130,0.83241853939914,0.918,0.772,5.12319671071058e-126
"89","H2AFZ",2.87490485782745e-130,-0.57564677673533,0.989,0.972,6.9745191850894e-126
"90","GPX4",9.71476326013749e-130,-0.28708975467719,0.994,0.993,2.35680156690936e-125
"91","NEDD8",2.21669555846356e-129,-0.206456444322976,0.988,0.98,5.3777034248326e-125
"92","MT-CO3",4.784626401701e-129,0.45061588133367,1,1,1.16075036505266e-124
"93","HLA-C",5.92836767150392e-129,-0.203762584175265,0.996,0.99,1.43822199710685e-124
"94","MDK",4.69216026239761e-128,-0.33389235498195,0.967,0.946,1.13831807965766e-123
"95","MED13L",3.91958026074447e-127,1.09267056559701,0.824,0.573,9.50890171256609e-123
"96","CRABP2",1.00753537250206e-126,-0.414404143950854,0.954,0.947,2.44428081368999e-122
"97","EDF1",2.16395488949399e-126,-0.435622572302009,0.952,0.98,5.24975456191242e-122
"98","UBA52",7.81708270721595e-126,-0.140949260740109,1,1,1.89642426477059e-121
"99","SEC61G",4.98737637134994e-125,-0.226063930145565,0.969,0.931,1.2099375076895e-120
"100","TPM3",2.90270088453782e-124,0.730827953172037,0.992,0.975,7.04195234588876e-120
"101","ELOB",4.23121679708301e-124,-0.105606976943171,0.995,0.985,1.02649319497234e-119
"102","DYNLL1",6.04870304960556e-124,-0.193103030763637,0.998,0.995,1.46741535983431e-119
"103","CLIC1",2.27319644814299e-123,-0.398264375517856,0.946,0.974,5.51477458319489e-119
"104","RPS13",1.30599590642532e-122,-0.214494849693141,1,1,3.16834606898782e-118
"105","PSMB1",2.56253048660486e-122,-0.248252829414025,0.971,0.955,6.21669896050338e-118
"106","MIA3",5.08559125422344e-122,0.855062531294451,0.933,0.789,1.23376443827461e-117
"107","TUBB4B",1.31099293206084e-121,-0.894685851727039,0.694,0.812,3.18046885317959e-117
"108","NFIA",1.7261798779593e-121,0.858935359792304,0.946,0.853,4.18771238392925e-117
"109","UQCRH",2.58570373917149e-121,-0.157556237718588,0.997,0.994,6.27291727123004e-117
"110","WNK1",1.20896489880449e-120,0.876203419353988,0.92,0.748,2.93294884449969e-116
"111","BLVRB",2.85768684212447e-120,-0.227664989580844,0.975,0.894,6.93274827899397e-116
"112","RPL31",3.60343100308084e-120,0.45227049823773,0.994,0.987,8.74192361347412e-116
"113","RPL18A",3.76929199488095e-120,-0.356562164848128,1,1,9.14430237958119e-116
"114","NDUFA11",2.6840594583046e-119,-0.221163617955796,0.98,0.967,6.51152824584695e-115
"115","RPL35A",2.26542375406102e-118,-0.214195174960752,1,1,5.49591802735203e-114
"116","RPL36AL",2.43782788353228e-118,-0.159985673149692,0.995,0.995,5.91417044544931e-114
"117","BSCL2",5.3893520491195e-118,-0.321055280466614,0.892,0.834,1.30745680711639e-113
"118","RPL7A",6.10582349773427e-118,-0.53868353158251,1,1,1.48127278055033e-113
"119","MRPL51",7.96817026989658e-118,-0.272687155034068,0.97,0.958,1.93307810747691e-113
"120","PFDN5",1.37900723695263e-117,-0.135057026847421,0.998,0.997,3.34547155684707e-113
"121","VMP1",1.61154171668952e-117,0.573273277307454,0.946,0.892,3.90960020468877e-113
"122","SLC25A5",1.9098306803337e-117,-0.469952669075345,0.947,0.958,4.63324923048956e-113
"123","RACK1",2.68425230530364e-117,-0.340422899324976,1,1,6.51199609266664e-113
"124","ELOC",5.53197146614864e-117,-0.347935131124109,0.842,0.836,1.34205627768766e-112
"125","ATP6V0B",4.48305054776881e-116,-0.240831290817568,0.986,0.967,1.08758806288871e-111
"126","ILF2",7.30162846504593e-116,-0.366640581329876,0.864,0.845,1.77137506562014e-111
"127","NME4",4.90218527627976e-114,-0.284160437188837,0.938,0.912,1.18927014802547e-109
"128","PPDPF",5.03163984087628e-114,-0.121026456135907,0.998,0.997,1.22067582539658e-109
"129","TALDO1",5.77575985808745e-114,-0.265314591910222,0.985,0.96,1.40119934157201e-109
"130","CD81",6.78637627654257e-114,-0.243758687486761,0.984,0.986,1.64637488468923e-109
"131","CAST",7.49241500129985e-114,0.448708850155289,0.994,0.98,1.81765987931534e-109
"132","SAP18",8.90668092419353e-114,-0.188717940729536,0.983,0.965,2.16076079220935e-109
"133","TMBIM6",1.04038655965819e-113,-0.144153798597731,0.998,0.998,2.52397779373078e-109
"134","JPT1",4.8914808910188e-113,-0.319417091634063,0.955,0.946,1.18667326416116e-108
"135","MRPL12",1.0439024178227e-112,-0.520052454445105,0.654,0.715,2.53250726563788e-108
"136","NDUFA4",4.75024535071963e-112,-0.147909743211465,0.998,0.993,1.15240952208458e-107
"137","NDUFS8",4.79915197752238e-112,-0.23625471667711,0.97,0.939,1.16427426974693e-107
"138","RPS4X",6.86158369694556e-112,-0.215804727179762,1,1,1.66462020487899e-107
"139","TMSB10",1.16615820427333e-110,-0.303805259847858,1,1,2.82909980356711e-106
"140","ARPC3",3.23876661521218e-110,-0.108689295924587,0.994,0.982,7.85724780850474e-106
"141","RPS14",3.56890467519494e-110,-0.207788929170902,1,1,8.65816274202294e-106
"142","CFL1",9.06915095886484e-110,-0.152529518562571,0.998,0.998,2.20017602262061e-105
"143","LY6E",2.00534720081404e-109,-0.335218688906518,0.984,0.975,4.86497230917486e-105
"144","ACTB",2.16730117983402e-109,-0.518378611770298,0.999,1,5.25787266227732e-105
"145","PJA2",1.05800687981111e-108,0.765622766589894,0.909,0.759,2.56672469042176e-104
"146","RPL14",1.56673734209427e-108,-0.218571928152144,1,1,3.80090479192071e-104
"147","SLC25A3",2.56036666308141e-108,-0.222083331590533,0.994,0.982,6.21144952463549e-104
"148","ATP5MPL",2.77300446647049e-108,-0.112907742775473,0.99,0.966,6.7273088356574e-104
"149","UQCR10",3.49249658549899e-108,-0.349839557688504,0.967,0.977,8.47279671642054e-104
"150","ATRX",9.087635976862e-108,0.658900833721011,0.946,0.862,2.20466048798672e-103
"151","NDUFA13",1.48498558463359e-107,-0.17528728940238,0.997,0.992,3.60257502832109e-103
"152","PIK3R1",1.6561891321705e-107,0.945639470214956,0.783,0.535,4.01791483464562e-103
"153","MRPS21",6.64643686019282e-107,-0.185915542045235,0.97,0.942,1.61242558228278e-102
"154","RPS27A",7.23157179356023e-107,-0.146845792708905,1,1,1.75437931711771e-102
"155","ATP5F1B",8.80345000208849e-107,-0.245189149308557,0.97,0.939,2.13571697050667e-102
"156","CHMP2A",8.81464821614019e-107,-0.268805603297397,0.946,0.919,2.13843365723561e-102
"157","TMEM238",1.6123019165091e-106,-0.25140475989985,0.951,0.921,3.91144444945107e-102
"158","COPE",1.7083175757548e-106,-0.261514457005344,0.958,0.943,4.14437843878115e-102
"159","EIF3G",2.87640254241852e-106,-0.405496895346786,0.817,0.855,6.97815256790733e-102
"160","VKORC1",7.52095056901586e-106,-0.284748791169462,0.935,0.91,1.82458260804325e-101
"161","NDUFAB1",2.01069521203116e-105,-0.116484968171741,0.988,0.958,4.8779465843876e-101
"162","PFN1",2.4339622096837e-105,-0.438766713119805,0.976,0.987,5.90479232069266e-101
"163","KRT18",4.69575099639831e-105,-0.318386344311512,0.993,0.991,1.13918919172623e-100
"164","RHOC",6.48737230478119e-105,-0.478165255904391,0.821,0.89,1.57383652113992e-100
"165","ATP5PF",1.17537715666521e-104,-0.100986209364316,0.993,0.985,2.85146498206979e-100
"166","PRDX6",1.63555929421362e-104,-0.16315420089676,0.979,0.947,3.96786684776225e-100
"167","AFF3",2.63624799858965e-104,0.927773212610592,0.89,0.756,6.3955376445785e-100
"168","NDUFB4",2.73779483230449e-104,-0.177943753882976,0.98,0.952,6.6418902631707e-100
"169","HSD17B10",8.53724622907603e-104,-0.38787883642573,0.78,0.787,2.07113593517384e-99
"170","CEP350",1.0839205975401e-103,0.92361723085418,0.809,0.6,2.62959136963227e-99
"171","UBE2S",2.4964662174244e-103,-1.06567039714617,0.634,0.673,6.0564270434716e-99
"172","NKTR",8.81847274920141e-103,0.967098169820003,0.711,0.478,2.13936148895626e-98
"173","NDUFB10",1.09611572142982e-102,-0.139031685114781,0.984,0.955,2.65917674018873e-98
"174","CLCN3",1.4634865660811e-102,0.914190388997827,0.821,0.593,3.55041840931274e-98
"175","DAD1",1.50173593602189e-102,-0.159490935561188,0.976,0.946,3.6432113807891e-98
"176","CLIP1",4.11261709636739e-102,0.554828364692251,0.83,0.681,9.97720907578728e-98
"177","CARHSP1",6.04238133518183e-102,-0.400825394661626,0.874,0.868,1.46588171191511e-97
"178","ATP5MG",1.48914480316568e-101,-0.255178535781511,0.989,0.995,3.61266529247994e-97
"179","UBB",1.84551414721454e-101,-0.476826693630631,0.943,0.976,4.47721732114248e-97
"180","CHD4",2.39598072582707e-101,0.761681583013793,0.911,0.762,5.81264924085647e-97
"181","BPTF",2.58303152997389e-101,0.76504740898125,0.818,0.644,6.26643449171666e-97
"182","APLP2",1.01681163771678e-100,0.155152756136069,0.976,0.942,2.46678503310092e-96
"183","GNG5",1.58988795749247e-100,-0.147835424182895,0.984,0.973,3.85706818487674e-96
"184","WFDC2",2.43638942725971e-100,-1.13243997997338,0.763,0.907,5.91068075053205e-96
"185","SPCS1",2.4995149416628e-100,-0.126374846052803,0.992,0.983,6.06382324847394e-96
"186","RPS7",2.16704148600433e-99,-0.170762234304084,1,1,5.25724264504651e-95
"187","ATP5MF",7.67348114699561e-99,-0.251665162357819,0.959,0.952,1.86158652626113e-94
"188","PSME2",2.51864703703608e-97,-0.392590710365498,0.86,0.877,6.11023771184952e-93
"189","RPL36",5.82738266892462e-97,-0.185508202337958,1,0.999,1.41372303548111e-92
"190","OSBPL8",1.02857641190556e-96,0.850840328652159,0.869,0.671,2.49532637528289e-92
"191","RPL10",1.18716250961941e-96,-0.230937985974191,1,1,2.88005624833668e-92
"192","UBL3",2.77721572710561e-96,1.03849578497565,0.825,0.582,6.7375253539582e-92
"193","COX7B",3.24812056849997e-96,-0.132140270538625,0.983,0.951,7.87994049918094e-92
"194","CD46",3.8041084332436e-96,0.585189166074107,0.994,0.973,9.22876705904896e-92
"195","RPS9",4.46852296112632e-96,-0.241496224765475,1,1,1.08406367036925e-91
"196","HUWE1",4.55978609440515e-96,0.841793797395639,0.759,0.571,1.10620410650269e-91
"197","POLR2L",1.31838031829137e-95,-0.111508652374741,0.987,0.975,3.19839065217486e-91
"198","ALCAM",2.08835324403615e-95,0.839054617846216,0.899,0.762,5.06634497003169e-91
"199","EIF4G3",2.12688402924355e-95,0.884851805908895,0.764,0.561,5.15982065494486e-91
"200","NDUFS3",2.4263796620314e-95,-0.54319114381618,0.61,0.685,5.88639706008817e-91
"201","CAPRIN1",3.02614511780353e-95,0.747659576941414,0.858,0.693,7.34142805579137e-91
"202","UBE2T",4.13960013587057e-95,-1.40313263144234,0.41,0.508,1.0042669929622e-90
"203","ATP5MD",4.3352258957061e-95,-0.132076579800124,0.982,0.946,1.0517258022983e-90
"204","TUBB",4.41347213991459e-95,-0.642755884090006,0.895,0.902,1.07070834114328e-90
"205","TM9SF3",1.38683774959847e-94,0.650700178735402,0.912,0.794,3.36446838052589e-90
"206","SOD1",1.93179473278887e-94,-0.121539090692417,0.997,0.993,4.68653402174579e-90
"207","SNHG29",2.45951190108364e-94,-0.552243994577283,0.961,0.987,5.96677587202892e-90
"208","ATXN2",3.16980874416333e-94,0.894085369721173,0.826,0.606,7.68995601334024e-90
"209","NDUFB7",3.91818165583433e-94,-0.250375450370967,0.941,0.943,9.50550869705408e-90
"210","RPL35",1.20926321364804e-93,-0.415368807563005,1,0.999,2.93367255631014e-89
"211","CAPG",2.35303502311861e-93,-0.339091919454874,0.827,0.784,5.70846296608574e-89
"212","MZT2B",3.43402878980159e-93,-0.190315320796813,0.99,0.985,8.33095384405866e-89
"213","C19orf53",3.53956371082015e-93,-0.285130123267773,0.959,0.975,8.58698156244969e-89
"214","SNRPB",3.57812624000763e-93,-0.427793849613102,0.889,0.924,8.68053425825852e-89
"215","CD59",7.02270623191892e-93,-0.395187287763991,0.989,0.995,1.70370853186353e-88
"216","RPS24",9.88876107741704e-93,-0.156243454947577,1,1,2.39901343738137e-88
"217","MGST3",1.32508858476344e-92,-0.16989099309472,0.984,0.956,3.21466490663611e-88
"218","RBX1",1.48854936377593e-92,-0.256428457193395,0.949,0.951,3.61122075652042e-88
"219","ACTR2",2.76492057646555e-92,0.67268762001107,0.942,0.852,6.70769731850542e-88
"220","LSR",4.36502105324014e-92,-0.385963307615774,0.76,0.779,1.05895410751606e-87
"221","SERPINA1",4.55988285478617e-92,-0.285542553216271,0.951,0.804,1.10622758057113e-87
"222","RBM8A",8.7021463217073e-92,-0.296461156978767,0.927,0.928,2.11114069764619e-87
"223","ERH",1.07817112690725e-91,-0.197794205610622,0.959,0.956,2.61564315387699e-87
"224","UQCC2",1.21595797569992e-91,-0.216196647736193,0.962,0.917,2.94991404904801e-87
"225","EIF3A",1.818788753089e-91,0.563772863028215,0.972,0.915,4.41238151499392e-87
"226","RPL24",2.27454859213371e-91,-0.143051215561283,1,0.999,5.51805488451637e-87
"227","SLC25A39",3.54093934502181e-91,-0.417818602766984,0.721,0.751,8.5903188510229e-87
"228","CPEB4",5.29929408023454e-91,0.909300229394428,0.793,0.604,1.2856087438649e-86
"229","HSPE1",1.98723805510738e-90,-0.146654160455868,0.988,0.962,4.8210395216905e-86
"230","ACTG1",3.66087527725628e-90,-0.33038898350886,0.999,0.999,8.88128342262374e-86
"231","RRBP1",3.95758544984444e-90,0.65480108452818,0.905,0.78,9.60110230132261e-86
"232","MZT2A",4.80905861183622e-90,-0.276011881014848,0.942,0.948,1.16667761923147e-85
"233","CIB1",7.94682652902773e-90,-0.541245452124127,0.813,0.88,1.92790011594213e-85
"234","DNAJC10",9.12443508767086e-90,0.888381806298438,0.873,0.686,2.21358795226895e-85
"235","AP2S1",1.55180663208391e-89,-0.143745063412792,0.99,0.98,3.76468288943556e-85
"236","CLTC",3.51994683177639e-89,0.686828524986733,0.959,0.885,8.53939101388953e-85
"237","HSPA1A",7.52512518154457e-89,-0.273375145041238,0.897,0.861,1.82559536904271e-84
"238","CENPX",2.60820619582296e-88,-0.500550823169081,0.841,0.853,6.32750823106649e-84
"239","CSNK2B",5.35492561179875e-88,-0.414495393282943,0.769,0.825,1.29910495342238e-83
"240","EIF1",2.89091449399658e-87,-0.129786504398492,1,1,7.0133585624357e-83
"241","LGALS3BP",3.03534649744047e-87,-0.12370498087354,0.934,0.839,7.36375060279058e-83
"242","BDP1",4.69978342572265e-87,0.654182489291215,0.705,0.542,1.14016745908031e-82
"243","MGST1",1.67575719623284e-86,-0.140299371386154,0.998,0.999,4.06538695806088e-82
"244","MAN1A2",1.696356898009e-86,0.860821462318498,0.854,0.656,4.11536183456984e-82
"245","N4BP2L2",2.2695156328475e-86,0.665265256973563,0.914,0.791,5.50584492528804e-82
"246","TULP4",2.29189950208975e-86,1.01396374259988,0.716,0.472,5.56014819206974e-82
"247","PPP4C",2.53436344549708e-86,-0.32611932385986,0.784,0.787,6.14836571877592e-82
"248","UBE3A",2.76195710021599e-86,0.75575101165798,0.904,0.762,6.70050792512399e-82
"249","ENAH",3.02881442074123e-86,0.648053882370395,0.976,0.937,7.34790378471822e-82
"250","PSMB5",8.69468027285026e-86,-0.223190840686441,0.953,0.954,2.10932943419347e-81
"251","AURKAIP1",1.04479458738641e-85,-0.248238482744523,0.963,0.965,2.53467166899944e-81
"252","TMEM147",1.14822261967089e-85,-0.224926283885474,0.935,0.912,2.78558807532157e-81
"253","RB1CC1",1.28255901918122e-85,0.919419763650047,0.694,0.471,3.11148818053363e-81
"254","AFF4",1.29945933878504e-85,0.763910465405391,0.809,0.621,3.15248835589251e-81
"255","AKAP9",1.46477986713093e-85,0.542630932900177,0.899,0.817,3.55355595765964e-81
"256","GALNT6",1.74661669946802e-85,0.731252100912366,0.951,0.871,4.23729211290943e-81
"257","ANXA2",2.16630911406957e-85,-0.295969184128761,0.999,1,5.25546591073278e-81
"258","CSTB",3.61094688404442e-85,-0.242898689611802,0.993,0.979,8.76015714069175e-81
"259","PRDX5",6.27512706241514e-85,-0.136872544101711,0.987,0.954,1.52234582534191e-80
"260","TMEM258",6.31283731680454e-85,-0.264456256727871,0.945,0.952,1.53149433305678e-80
"261","FAM162A",9.58211949454315e-85,-0.30476497788318,0.882,0.872,2.32462218937617e-80
"262","RNF181",1.35551456194786e-84,-0.270709486115997,0.878,0.861,3.28847832728552e-80
"263","CYP51A1",1.35642530111995e-84,0.618194314676691,0.961,0.922,3.29068778051701e-80
"264","NDUFA1",1.70309549788419e-84,-0.146158798155188,0.97,0.941,4.13170967786705e-80
"265","RPS18",4.87519019602597e-84,-0.197662647555075,1,1,1.1827211415559e-79
"266","NRIP1",9.71261076016222e-84,0.685077068497228,0.719,0.53,2.35627937041535e-79
"267","CHID1",9.97846380954561e-84,-0.339059116538165,0.766,0.79,2.42077532019577e-79
"268","ARHGAP5",1.29272064412469e-83,0.874153249930903,0.753,0.536,3.13614028264649e-79
"269","COX8A",1.3206050151131e-83,-0.186813389827039,0.988,0.99,3.20378776666439e-79
"270","HSBP1",3.86845793550527e-83,-0.101489731978676,0.987,0.972,9.38487895153579e-79
"271","CDC42BPB",1.15038890133517e-82,0.904815628205174,0.705,0.482,2.79084347463912e-78
"272","TRIP11",1.53339292114203e-82,0.715132506570756,0.821,0.649,3.72001122669055e-78
"273","NAXE",1.56967857792111e-82,-0.146119997881025,0.952,0.882,3.80804023003661e-78
"274","HSPB11",1.70524415146376e-82,-0.322327005585008,0.786,0.766,4.13692231145109e-78
"275","AKR1A1",1.8034632793434e-82,-0.297667418935832,0.843,0.805,4.37520191568708e-78
"276","TFF3",2.04721357394835e-82,-0.479350160722978,0.956,0.923,4.96654013039869e-78
"277","ARHGAP35",2.12268838242094e-82,0.871937191568027,0.775,0.57,5.1496420157532e-78
"278","RNASEH2C",2.89751797027029e-82,-0.276741021535606,0.864,0.84,7.02937859587573e-78
"279","DDT",3.17770441966004e-82,-0.403229167490685,0.838,0.899,7.70911092209526e-78
"280","PSMA6",3.52757672349028e-82,-0.157340521614544,0.956,0.908,8.55790113118741e-78
"281","NDUFS6",4.06647452484365e-82,-0.122386682125164,0.988,0.958,9.86526719727069e-78
"282","SELENOM",4.5432807309231e-82,-0.186456025687457,0.987,0.973,1.10219990532194e-77
"283","PYCARD",4.94184941349416e-82,-0.298802256273185,0.865,0.844,1.19889266771368e-77
"284","PHPT1",7.14555291644913e-82,-0.354537768646063,0.935,0.956,1.73351113753056e-77
"285","ATRAID",8.12823723559554e-82,-0.191997686063124,0.929,0.918,1.97191035335548e-77
"286","IL6ST",8.92991442368665e-82,0.815620354984017,0.79,0.594,2.16639723918638e-77
"287","CDC42BPA",1.24357589272496e-81,0.981153303256149,0.747,0.498,3.01691511575075e-77
"288","RAB25",2.35659940821425e-81,-0.293447826659337,0.828,0.825,5.71711016432777e-77
"289","EEF1G",5.8811735860957e-81,-0.268834626276186,0.999,1,1.42677271198682e-76
"290","MRPL55",1.05267261795918e-80,-0.31048048861667,0.732,0.723,2.55378377116897e-76
"291","RPS19",1.18931404405775e-80,-0.260187721144432,1,1,2.8852758708841e-76
"292","PSMA2",1.4182755493896e-80,-0.176414177941943,0.947,0.926,3.44073648281916e-76
"293","GABPB1-AS1",1.92886855232794e-80,1.05845770044651,0.609,0.365,4.67943510794759e-76
"294","EEF1D",1.94374585852787e-80,-0.375665785379466,0.985,0.993,4.71552745278862e-76
"295","KTN1",5.68489814020888e-80,0.293586759363496,0.993,0.983,1.37915628881468e-75
"296","BEX3",5.96378268480524e-80,-0.14096627957323,0.982,0.954,1.44681367933375e-75
"297","SNRPD2",9.18920516458832e-80,-0.223963409000559,0.962,0.956,2.22930117292913e-75
"298","UTRN",1.02217164580213e-79,0.628779043070104,0.669,0.498,2.47978841271596e-75
