"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"129",3.35641096346381e-06,0.611871266571242,0.525,0.371,0.0431433065243638,2,"ANXA1"
"130",4.63910381401439e-06,0.422660822679762,0.831,0.701,0.059631040425341,2,"TXNIP"
"131",1.39895791327339e-05,1.00269045520879,0.257,0.147,0.179822050172162,2,"CDC42EP3"
"132",1.46745656894795e-05,0.49320710397565,0.676,0.516,0.188626867372569,2,"HIST1H1E"
"133",1.46776313701383e-05,0.665805968144258,0.563,0.431,0.188666273631758,2,"TIMP1"
"134",2.09165028023426e-05,0.619350985873656,0.486,0.337,0.268860727021311,2,"CD3D"
"135",2.62453232899938e-05,0.466116880704792,0.546,0.39,0.33735738556958,2,"TRAC"
"136",4.49730271803002e-05,0.805942774582291,0.306,0.179,0.578083291375579,2,"SLA"
"137",9.7790211346833e-05,0.4187925431776,0.701,0.595,1,2,"PNRC1"
"138",0.000124787947144646,0.267305896862063,0.746,0.644,1,2,"S100A6"
"139",0.000134747140203404,0.399756192885713,0.585,0.434,1,2,"GIMAP4"
"140",0.00020462098517149,0.348088838615082,0.581,0.461,1,2,"S100A11"
"141",0.000454371608194569,0.499116281328288,0.415,0.327,1,2,"EIF3F"
"142",0.000474002289400191,0.267484569850203,0.387,0.274,1,2,"IL32"
"143",0.000688506163635799,0.358721771788629,0.673,0.589,1,2,"SARAF"
"144",0.00246567936372224,0.560776159688197,0.313,0.215,1,2,"TRAM1"
"145",0.00251875128652012,0.494243895282139,0.338,0.266,1,2,"MT2A"
"146",0.00282895248063633,0.339417074924598,0.665,0.585,1,2,"TOMM7"
"147",0.00301789545495439,0.480057820976574,0.335,0.23,1,2,"TRBC1"
"148",0.00325086405781696,0.512440195413968,0.317,0.253,1,2,"PDCD4"
"149",0.00497513051119962,0.32828877867835,0.634,0.528,1,2,"RPS10"
"150",0.00533660362700934,0.572546063539737,0.271,0.197,1,2,"EIF3G"
"151",0.00843728353939384,0.292626318179297,0.398,0.306,1,2,"CD3E"
"152",0.00898262574100201,0.441544984153158,0.401,0.323,1,2,"CD48"
"153",0.00908580042595268,0.305686091692987,0.264,0.197,1,2,"SRP19"
"154",0.00952554344649438,0.510128422061253,0.335,0.259,1,2,"BCL11B"
"155",0.0099706630518347,0.426228404246904,0.338,0.279,1,2,"EID1"
"156",7.13845873882201e-37,0.612113064515681,1,0.998,9.17577486288182e-33,3,"MALAT1"
"157",1.11524848742976e-16,1.39574705631317,0.42,0.235,1.43354040574222e-12,3,"AC016074.2"
"158",1.22479867578579e-09,0.912207000963322,0.442,0.299,1.57435621785506e-05,3,"SYNE2"
"159",5.74310485748962e-09,0.534483281207315,0.591,0.532,7.38218698381716e-05,3,"RESF1"
"160",2.09601583871299e-08,0.384979243498838,0.453,0.454,0.000269421875908168,3,"N4BP2L2"
"161",5.9131586290548e-08,0.616064079662149,0.635,0.567,0.000760077410178704,3,"NEAT1"
"162",7.26438064236565e-07,0.719064233575278,0.263,0.209,0.00933763487769681,3,"LUC7L3"
"163",2.28254512958959e-06,0.311239977499102,0.792,0.637,0.0293398350957446,3,"IL7R"
"164",7.38291655436942e-06,0.482803332128674,0.573,0.502,0.0949000093898645,3,"ANKRD12"
"165",2.02360734874021e-05,0.333144680167745,0.285,0.286,0.260114488607067,3,"KMT2E"
"166",2.36573857445504e-05,0.449781432817269,0.431,0.398,0.304092036360451,3,"HNRNPU"
"167",3.79186458321458e-05,0.790972260630775,0.314,0.208,0.487406273526402,3,"FYN"
"168",4.09852871776235e-05,0.756758007421296,0.288,0.219,0.526824881381172,3,"GOLGA4"
"169",4.3493304801608e-05,0.511889511307714,0.252,0.237,0.55906293991987,3,"ITGA4"
"170",8.32191866888426e-05,0.725899719881374,0.31,0.228,1,3,"MT-ND6"
"171",0.000110133562814172,0.57798781266242,0.303,0.252,1,3,"AHNAK"
"172",0.000216150492713161,0.500240352083014,0.427,0.355,1,3,"IKZF1"
"173",0.000545528425158334,0.585288809583435,0.299,0.242,1,3,"TMEM123"
"174",0.000572167989383124,0.289960308803593,0.69,0.564,1,3,"GIMAP7"
"175",0.000625982526029966,0.60648106297571,0.328,0.256,1,3,"XIST"
"176",0.000696903465785275,0.481621583898466,0.328,0.285,1,3,"TPR"
"177",0.000859727820978937,0.34904603347904,0.449,0.414,1,3,"DDX17"
"178",0.000994707078730129,0.529452972200726,0.394,0.308,1,3,"FYB1"
"179",0.00121251664575128,0.53015997762556,0.35,0.276,1,3,"ETS1"
"180",0.00140330462932625,0.543883696244763,0.321,0.251,1,3,"ANKRD11"
"181",0.00167976965100721,0.416159388552059,0.489,0.401,1,3,"STK4"
"182",0.00192300444858465,0.410794716921845,0.555,0.464,1,3,"PRRC2C"
"183",0.00258916735571341,0.323709100158133,0.259,0.246,1,3,"TTC3"
"184",0.00260637035352502,0.435434182716962,0.252,0.217,1,3,"MYH9"
"185",0.00306605531372169,0.262759750193802,0.288,0.288,1,3,"ATRX"
"186",0.00487419550950016,0.345759453609801,0.347,0.325,1,3,"XRCC5"
"187",0.00700766502798253,0.343261897579534,0.299,0.281,1,3,"SCAF11"
"188",0.00714363066190665,0.393328700479997,0.471,0.405,1,3,"GCC2"
"189",0.00781211757675824,0.270680593221091,0.281,0.277,1,3,"KMT2A"
"190",0.00851466200525512,0.368796989686672,0.336,0.306,1,3,"SF3B1"
"191",0.00998311497988717,0.327236473653459,0.427,0.391,1,3,"MPHOSPH8"
"192",7.71546236336216e-180,0.923571367327877,0.916,0.014,9.91745532186572e-176,4,"IGKC"
"193",1.96081456358247e-112,3.14310224892584,0.892,0.091,2.5204310400289e-108,4,"HLA-DRA"
"194",9.31609087846091e-108,3.02185149978397,0.946,0.188,1.19749032151737e-103,4,"CD74"
"195",6.76077859289048e-100,4.10714078467234,0.771,0.053,8.69030480330142e-96,4,"MS4A1"
"196",4.75712520069393e-78,2.70196949638318,0.789,0.114,6.11480873297198e-74,4,"HLA-DRB1"
"197",1.33910678294854e-70,4.16718116738424,0.584,0.037,1.72128785880205e-66,4,"CD79A"
"198",1.65170015014889e-61,4.51616255302351,0.482,0.022,2.12309537300138e-57,4,"BANK1"
"199",5.97215054200719e-53,2.98748078551302,0.639,0.11,7.67660230669604e-49,4,"ID3"
"200",2.5331884007359e-50,2.51493524963951,0.608,0.096,3.25616037030592e-46,4,"HLA-DPB1"
