"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"1027","SAP18",5.87735041833633e-203,2.82832489523381,0.408,0.07,1.33069090821553e-198,7,"SAP18"
"1028","MAP1LC3B",3.27601169787358e-198,4.01888397607937,0.372,0.029,7.41721808515557e-194,7,"MAP1LC3B"
"1029","ATP6V0E1",6.33706916746148e-186,2.82985750654323,0.362,0.074,1.43477583020495e-181,7,"ATP6V0E1"
"1030","UBC2",1.63961253634257e-185,1.61844747939481,0.549,0.316,3.71224674353321e-181,7,"UBC"
"1031","PPP1R15A",7.32293980395086e-183,3.73022703194341,0.4,0.055,1.65798680101251e-178,7,"PPP1R15A"
"1032","H3F3B2",5.41799868471313e-182,1.38909076158692,0.601,0.424,1.2266890822059e-177,7,"H3F3B"
"1033","MRFAP1",4.28237360521714e-160,3.49362237280893,0.347,0.035,9.69572207957212e-156,7,"MRFAP1"
"1034","UBB1",2.91939753899676e-158,2.24648005811096,0.466,0.139,6.60980796804257e-154,7,"UBB"
"1035","DNAJC8",3.71806258574926e-155,3.74346584578974,0.312,0.027,8.4180655003949e-151,7,"DNAJC8"
"1036","PFDN2",1.44333010081207e-146,2.85449715817848,0.382,0.063,3.2678436812486e-142,7,"PFDN2"
"1037","DDX24",2.93547725511358e-143,3.0601686722309,0.312,0.047,6.64621405330266e-139,7,"DDX24"
"1038","RSRC2",3.36003429122878e-142,3.40227107522287,0.318,0.046,7.60745363877108e-138,7,"RSRC2"
"1039","DNAJA1",3.67515101495334e-142,3.26233915605312,0.36,0.044,8.32090941295586e-138,7,"DNAJA1"
"1040","OAZ12",2.10734410346793e-137,1.53071694442194,0.522,0.237,4.77123778466173e-133,7,"OAZ1"
"1041","EIF5",9.24250271284753e-129,2.04222198593845,0.366,0.115,2.09259503921581e-124,7,"EIF5"
"1042","RPL242",2.3456967316105e-128,0.869131972503632,0.626,0.521,5.31089197003933e-124,7,"RPL24"
"1043","HNRNPH3",4.82795063127762e-124,3.54950591250551,0.283,0.029,1.09309630242756e-119,7,"HNRNPH3"
"1044","HSP90AB12",2.09240116455082e-123,1.22536843899424,0.723,0.484,4.73740547665952e-119,7,"HSP90AB1"
"1045","SRP142",5.27800052294087e-120,1.115001706432,0.546,0.304,1.19499209839904e-115,7,"SRP14"
"1046","SBDS",5.43149477398561e-117,3.44987240569265,0.272,0.029,1.22974473177808e-112,7,"SBDS"
"1047","ATP6V0C",6.14212220997237e-117,2.35026414775137,0.272,0.067,1.39063788955984e-112,7,"ATP6V0C"
"1048","CNBP",7.63611286662743e-117,3.10358277879033,0.301,0.039,1.72889231413312e-112,7,"CNBP"
"1049","SNU13",2.20667044432956e-113,3.39152885960505,0.292,0.03,4.99612255300656e-109,7,"SNU13"
"1050","NOL7",3.84931626288949e-113,3.32957288845184,0.271,0.029,8.71523695080809e-109,7,"NOL7"
"1051","CALM13",1.43563599987249e-109,1.31099007748594,0.554,0.288,3.2504234673113e-105,7,"CALM1"
"1052","RPS262",1.25828285145809e-108,1.23922327642508,0.406,0.209,2.84887820398626e-104,7,"RPS26"
"1053","DDX3X",1.12702057721402e-107,2.54366334433168,0.296,0.065,2.55168728887026e-103,7,"DDX3X"
"1054","RPL36AL1",1.52730403833775e-105,1.74099759019899,0.357,0.127,3.45796907320049e-101,7,"RPL36AL"
"1055","GADD45B1",6.4059999563729e-105,4.72055957905375,0.251,0.044,1.45038245012239e-100,7,"GADD45B"
"1056","DAD1",8.77427568050301e-105,2.22151314259438,0.292,0.068,1.98658375682269e-100,7,"DAD1"
"1057","ATP6V1G1",2.93073363735744e-104,1.98781628181617,0.351,0.101,6.63547402834097e-100,7,"ATP6V1G1"
"1058","RBM8A",3.6327090874109e-103,2.54083330766871,0.292,0.058,8.22481664480702e-99,7,"RBM8A"
"1059","HNRNPC",2.25190147547523e-101,1.75554991398925,0.296,0.109,5.09853013062346e-97,7,"HNRNPC"
"1060","RNASEK",1.64142657228184e-98,2.07544760534103,0.329,0.094,3.7163539023033e-94,7,"RNASEK"
"1061","SON",1.45068785299794e-97,2.69606592649662,0.293,0.052,3.28450236797264e-93,7,"SON"
"1062","SF3B6",4.21147720487731e-93,2.45113713316191,0.286,0.061,9.53520553956272e-89,7,"SF3B6"
"1063","PSMA72",7.74839061714433e-90,1.48051352553196,0.421,0.176,1.75431311962765e-85,7,"PSMA7"
"1064","KRT10",2.148075826445e-88,2.29025610220135,0.265,0.063,4.86345847865413e-84,7,"KRT10"
"1065","TMA71",2.63014635150373e-88,1.49609852457542,0.274,0.114,5.95491435443959e-84,7,"TMA7"
"1066","MYL62",9.63774402921034e-88,0.745178983082829,0.612,0.457,2.18208162565351e-83,7,"MYL6"
"1067","PTGES31",8.2533243624888e-83,1.63403064989471,0.374,0.134,1.86863516891109e-78,7,"PTGES3"
"1068","FAU2",3.65205247820419e-81,0.688355819368364,0.469,0.408,8.26861201590212e-77,7,"FAU"
"1069","TRMT112",1.27152356060119e-79,1.91323321871063,0.304,0.086,2.87885649355715e-75,7,"TRMT112"
"1070","CHCHD23",4.2768710741169e-78,1.1026931140275,0.466,0.257,9.68326379890808e-74,7,"CHCHD2"
"1071","CLTA",9.51293576914277e-78,2.60315343199312,0.25,0.045,2.15382378749161e-73,7,"CLTA"
"1072","PSMD8",5.47820741807661e-74,1.94367280198518,0.286,0.079,1.24032094152673e-69,7,"PSMD8"
"1073","RND31",1.39652300379827e-72,2.30555064148939,0.277,0.086,3.16186773289967e-68,7,"RND3"
"1074","HSPE11",2.7189582499101e-72,1.46662564043092,0.28,0.114,6.15599337362146e-68,7,"HSPE1"
"1075","ZFAS11",2.18544000430048e-68,1.58419523681209,0.318,0.154,4.94805471373672e-64,7,"ZFAS1"
"1076","EIF1AX",8.26448552137943e-66,2.04522797637263,0.265,0.069,1.87116216689552e-61,7,"EIF1AX"
"1077","SEPTIN7",7.27638162990115e-65,2.07035178045394,0.275,0.07,1.64744556482592e-60,7,"SEPTIN7"
"1078","POMP1",2.9915713224496e-64,1.39414077279205,0.28,0.108,6.77321663115815e-60,7,"POMP"
"1079","RPS27L2",7.18113088526838e-62,0.889089355064026,0.415,0.243,1.62587984373361e-57,7,"RPS27L"
"1080","EIF4A11",7.3257698471478e-62,1.63482370924962,0.4,0.15,1.65862755109273e-57,7,"EIF4A1"
"1081","YWHAE",9.34447193842132e-62,1.98937607383233,0.257,0.075,2.11568189157797e-57,7,"YWHAE"
"1082","CDC42",1.50855243924126e-59,2.06848831536533,0.254,0.065,3.41551357768614e-55,7,"CDC42"
"1083","NPM12",1.65005804276179e-57,0.784396109844622,0.513,0.384,3.73589641461697e-53,7,"NPM1"
"1084","RHOA",3.97394630130657e-57,1.82331915347895,0.257,0.075,8.9974118207882e-53,7,"RHOA"
"1085","COX6A12",1.16934645391493e-55,0.743737872761582,0.399,0.241,2.6475173063088e-51,7,"COX6A1"
"1086","SQSTM12",5.09330875457649e-55,0.428107003875516,0.4,0.27,1.15317603512366e-50,7,"SQSTM1"
"1087","DYNLL13",1.68611598576758e-54,0.903142867120211,0.405,0.271,3.81753520337639e-50,7,"DYNLL1"
"1088","CALM23",3.54977705218668e-53,1.06492110677079,0.399,0.25,8.03705022385587e-49,7,"CALM2"
"1089","CLIC1",8.20731291225024e-51,1.72753687437174,0.262,0.086,1.85821771646258e-46,7,"CLIC1"
"1090","NCL3",6.92916178299412e-49,1.38380717820903,0.457,0.21,1.5688315192877e-44,7,"NCL"
"1091","DDIT3",1.31787734320206e-48,2.09532251355111,0.254,0.074,2.98380609274379e-44,7,"DDIT3"
"1092","SKP12",2.1623844272067e-44,0.757302801333838,0.366,0.227,4.89585458163868e-40,7,"SKP1"
"1093","NACA2",5.87997925109743e-44,0.384712591598338,0.621,0.57,1.33128610224097e-39,7,"NACA"
"1094","RAN3",2.40534240025883e-42,1.14493861748678,0.357,0.18,5.44593572842602e-38,7,"RAN"
"1095","SRRM2",3.08321916814404e-37,1.35297886737692,0.283,0.119,6.98071651859493e-33,7,"SRRM2"
"1096","YBX12",4.0745031746643e-37,1.18614653358571,0.442,0.225,9.22508263775745e-33,7,"YBX1"
"1097","HSPD12",5.09444775407203e-34,1.15122569634851,0.369,0.183,1.15343391599945e-29,7,"HSPD1"
"1098","ELOB2",7.35048547860203e-33,0.570506033391661,0.278,0.196,1.66422341721029e-28,7,"ELOB"
"1099","COX7A22",1.68260097536984e-32,0.683136704087354,0.286,0.183,3.80957686833485e-28,7,"COX7A2"
"1100","GUK11",9.29591095758897e-31,0.892816000648486,0.269,0.157,2.10468719990772e-26,7,"GUK1"
"1101","TMBIM62",2.15169763688577e-30,0.745253863746464,0.363,0.241,4.87165861967307e-26,7,"TMBIM6"
"1102","RPS152",4.0909135443325e-30,0.50179764881389,0.653,0.606,9.26223735572322e-26,7,"RPS15"
"1103","SOD12",5.36450302436762e-29,0.465573154489005,0.332,0.243,1.21457712974707e-24,7,"SOD1"
"1104","RPL222",6.42893602597163e-29,0.446829474341759,0.406,0.361,1.45557540564024e-24,7,"RPL22"
"1105","TNFRSF12A1",4.82798466024768e-27,1.28280441287553,0.269,0.135,1.09310400692668e-22,7,"TNFRSF12A"
"1106","BTF31",6.06436463754281e-27,0.55990468384204,0.347,0.264,1.37303279758607e-22,7,"BTF3"
"1107","RPS133",1.25110544052798e-26,0.303826589299818,0.591,0.624,2.83262782789941e-22,7,"RPS13"
"1108","HSPA81",5.16500195455898e-26,1.15028595979438,0.26,0.131,1.1694080925317e-21,7,"HSPA8"
"1109","SET1",9.47900871196615e-26,1.27897259183227,0.269,0.117,2.14614236247626e-21,7,"SET"
"1110","RPL383",4.67444965734875e-24,0.471251520276783,0.296,0.245,1.05834214692033e-19,7,"RPL38"
"1111","HSPB13",7.30371438033809e-24,0.760064715580244,0.292,0.192,1.65363397285235e-19,7,"HSPB1"
"1112","GAS52",6.69605982622023e-22,0.738997910844046,0.394,0.312,1.51605490525452e-17,7,"GAS5"
"1113","H2AFZ3",2.63447456764665e-20,0.647905536840805,0.376,0.231,5.96471386860879e-16,7,"H2AFZ"
"1114","MYL12B3",4.51863646247933e-20,0.540117842809978,0.302,0.244,1.02306448146994e-15,7,"MYL12B"
"1115","DDX51",6.26756626530408e-19,0.866731366583944,0.33,0.205,1.4190396781275e-14,7,"DDX5"
"1116","JUND1",1.32083323866025e-18,0.797334388499023,0.338,0.263,2.99049853565068e-14,7,"JUND"
"1117","UQCRB1",4.76533547168116e-18,0.584507572801157,0.266,0.188,1.07891960414333e-13,7,"UQCRB"
"1118","RPL351",5.71025914900509e-18,0.409294604946228,0.467,0.416,1.29285977392624e-13,7,"RPL35"
"1119","HNRNPA2B13",5.44187116315606e-15,0.822851618826597,0.368,0.228,1.23209405005016e-10,7,"HNRNPA2B1"
"1120","RPL212",2.2439643831625e-14,0.346266468099452,0.662,0.652,5.08055975991823e-10,7,"RPL21"
"1121","RPL271",1.08641165565886e-12,0.286217235007418,0.387,0.346,2.45974462957722e-08,7,"RPL27"
"1122","TMSB4X2",2.5931684992421e-12,0.632011482258061,0.463,0.382,5.87119279913404e-08,7,"TMSB4X"
"1123","HSPA52",4.73226769249793e-12,0.956457646721159,0.323,0.204,1.07143272825846e-07,7,"HSPA5"
"1124","SELENOM3",9.84915367145375e-12,0.587693351805489,0.259,0.188,2.22994688275384e-07,7,"SELENOM"
"1125","TPI12",5.64442700273823e-10,0.738804898694994,0.284,0.173,1.27795471768996e-05,7,"TPI1"
"1126","PHLDA23",3.91001351308979e-08,0.459073692554454,0.36,0.283,0.000885266159498659,7,"PHLDA2"
"1127","SAT13",0.00166538624380111,0.721573924913789,0.339,0.271,1,7,"SAT1"
"1128","PFDN52",0.00302561881206008,0.251694053246662,0.251,0.219,1,7,"PFDN5"
"1129","PTMA2",0.00489887472507454,0.335213176173439,0.601,0.525,1,7,"PTMA"
"1130","ENO12",0.00788928544529679,0.365112317439559,0.29,0.249,1,7,"ENO1"
"1131","RPL272",4.63833406466321e-66,0.990850068036817,0.549,0.343,1.0501652155804e-61,8,"RPL27"
"1132","RPLP03",2.43590005038955e-62,0.591567040443047,0.719,0.68,5.51512130408698e-58,8,"RPLP0"
"1133","RPL142",6.33231095810766e-47,0.742248752540507,0.701,0.601,1.43369852402516e-42,8,"RPL14"
"1134","RACK12",1.12983582852498e-41,0.675061875580608,0.583,0.477,2.55806129936341e-37,8,"RACK1"
"1135","RPS134",1.23196723553281e-39,0.650755186244322,0.723,0.621,2.78929701796984e-35,8,"RPS13"
"1136","RPL293",1.26678626833589e-39,0.760108933344731,0.741,0.607,2.8681307901393e-35,8,"RPL29"
"1137","EEF1B21",2.03775956070196e-39,0.717846078212369,0.435,0.323,4.6136914213853e-35,8,"EEF1B2"
"1138","RPL223",1.36624802424671e-38,0.947249739411573,0.538,0.358,3.09332215169697e-34,8,"RPL22"
"1139","RPS253",3.19936216198417e-38,0.658362879133416,0.538,0.437,7.24367587094835e-34,8,"RPS25"
"1140","RPL23A2",3.36453015501713e-38,0.68111810421576,0.632,0.501,7.61763272397429e-34,8,"RPL23A"
"1141","RPL352",9.27398405419348e-38,0.810373668193284,0.554,0.414,2.09972272970995e-33,8,"RPL35"
"1142","UBA521",2.76349075692932e-37,0.672971248083304,0.576,0.455,6.25681942276368e-33,8,"UBA52"
"1143","RPS52",5.16277954245662e-35,0.557220746544227,0.616,0.548,1.1689049162076e-30,8,"RPS5"
"1144","RPSA4",5.80008466397192e-34,0.748199706521349,0.612,0.481,1.31319716876988e-29,8,"RPSA"
"1145","RPL371",3.31180845024826e-32,0.948024879437806,0.65,0.451,7.49826551220709e-28,8,"RPL37"
"1146","RPS3A2",3.02750130461507e-30,0.305079004077426,0.797,0.833,6.85456570377897e-26,8,"RPS3A"
"1147","RPL6",4.68176709825038e-30,0.485477836892124,0.835,0.781,1.05999888871487e-25,8,"RPL6"
"1148","RPL213",1.36755583472014e-29,0.497064071458897,0.667,0.652,3.09628316538987e-25,8,"RPL21"
"1149","RPL193",1.45471424962503e-29,0.469963790780218,0.812,0.756,3.29361853257604e-25,8,"RPL19"
"1150","COX6A13",1.58468990444092e-29,0.886367010126336,0.346,0.244,3.58789641264468e-25,8,"COX6A1"
"1151","GAPDH2",1.62931989626764e-29,0.987438593030925,0.779,0.565,3.68894317713957e-25,8,"GAPDH"
"1152","RPL15",2.96316279152315e-29,0.322135171881804,0.812,0.827,6.70889687628757e-25,8,"RPL15"
"1153","RPL121",1.01459827389555e-28,0.462122591740426,0.714,0.724,2.29715195192692e-24,8,"RPL12"
"1154","RPL82",1.28137495095168e-28,0.42116144793286,0.804,0.741,2.9011610264497e-24,8,"RPL8"
"1155","RPS62",1.38195902970487e-28,0.333251010583503,0.723,0.709,3.1288934391548e-24,8,"RPS6"
"1156","RPS4X1",2.09620028529351e-28,0.393593185124861,0.891,0.858,4.74600706593303e-24,8,"RPS4X"
"1157","RPL302",8.32962544991496e-28,0.444294251388544,0.754,0.712,1.88591049811525e-23,8,"RPL30"
"1158","RPS153",9.55120006831419e-27,0.607385170117263,0.676,0.606,2.16248720746702e-22,8,"RPS15"
"1159","PPIA2",2.64388888105217e-26,0.619226385244366,0.549,0.436,5.98602881559023e-22,8,"PPIA"
"1160","RPLP21",6.02934991127951e-26,0.590985478277904,0.58,0.503,1.36510511341279e-21,8,"RPLP2"
"1161","RPS242",8.72322993693482e-26,0.374715309359914,0.819,0.827,1.97502649002141e-21,8,"RPS24"
"1162","NACA3",8.87654857364577e-26,0.629447856030851,0.737,0.568,2.00973936255914e-21,8,"NACA"
"1163","S100A112",1.44211721116442e-25,0.673626796852842,0.701,0.515,3.26509757779735e-21,8,"S100A11"
"1164","RPL111",5.51308404281208e-25,0.455988244503822,0.83,0.764,1.24821735813308e-20,8,"RPL11"
"1165","RPL310",8.25238848528172e-25,0.365366835898646,0.703,0.707,1.86842327695263e-20,8,"RPL3"
"1166","YBX13",8.86873494224167e-25,0.827369659257569,0.344,0.23,2.00797027827294e-20,8,"YBX1"
"1167","RPL262",1.38823406970676e-24,0.461856851085441,0.746,0.691,3.14310075722309e-20,8,"RPL26"
"1168","RPL53",2.57297577845733e-24,0.447872699391912,0.665,0.642,5.82547446000524e-20,8,"RPL5"
"1169","RPS121",2.72689305951192e-24,0.287136007997189,0.855,0.881,6.17395857604094e-20,8,"RPS12"
"1170","RPL7A4",4.22123580967563e-24,0.305902160679287,0.699,0.707,9.5572999966866e-20,8,"RPL7A"
"1171","RPL37A1",5.25841697099113e-24,0.716845239897723,0.587,0.487,1.1905581864021e-19,8,"RPL37A"
"1172","RPL243",5.46371578014936e-24,0.620304649391452,0.679,0.521,1.23703988978362e-19,8,"RPL24"
"1173","SLC25A6",1.46919169796371e-23,0.98685558057382,0.252,0.14,3.32639692335965e-19,8,"SLC25A6"
"1174","RPL384",2.01678444727331e-23,1.02104870845033,0.429,0.243,4.56620166707151e-19,8,"RPL38"
"1175","RPL173",2.0453907651071e-23,0.306281377934117,0.804,0.835,4.63096923127899e-19,8,"RPL17"
"1176","SNHG292",2.14006248334124e-23,0.729006192656699,0.4,0.286,4.84531546853289e-19,8,"SNHG29"
"1177","RPL323",2.37793581684619e-23,0.428097750268724,0.83,0.8,5.38388448292147e-19,8,"RPL32"
"1178","RPL92",1.32800426088664e-22,0.370044772750623,0.734,0.709,3.00673444707343e-18,8,"RPL9"
"1179","RPS15A1",7.38935689405704e-22,0.327593356543176,0.748,0.762,1.67302429438346e-17,8,"RPS15A"
"1180","RPL393",1.28910417809692e-21,0.705604978732611,0.688,0.547,2.91866076962924e-17,8,"RPL39"
"1181","ATP5MC23",1.35433657793742e-21,1.01891403332731,0.342,0.195,3.06635344610812e-17,8,"ATP5MC2"
"1182","RPL18A2",1.44597034102024e-21,0.35682389641093,0.685,0.661,3.27382144910392e-17,8,"RPL18A"
"1183","NDUFA42",4.59080287420346e-21,0.974025649155756,0.44,0.257,1.03940367874841e-16,8,"NDUFA4"
"1184","BTF32",1.31618623010799e-20,0.761015675357031,0.4,0.264,2.97997724358749e-16,8,"BTF3"
"1185","SRP143",3.89691003310835e-20,1.04105790004864,0.525,0.307,8.82299400596061e-16,8,"SRP14"
"1186","ARPC32",4.50399912946017e-20,1.18572873991933,0.301,0.146,1.01975044290108e-15,8,"ARPC3"
"1187","RPL27A2",1.26744272171887e-19,0.290282000054768,0.585,0.593,2.86961706624368e-15,8,"RPL27A"
"1188","S100A62",1.61864354384748e-19,0.840981964466272,0.826,0.615,3.66477084762507e-15,8,"S100A6"
"1189","COX7C3",1.68752945700351e-19,0.838977258769245,0.493,0.318,3.82073544360165e-15,8,"COX7C"
"1190","NDUFS51",2.39482363964125e-19,1.17414005236574,0.348,0.169,5.42212020251176e-15,8,"NDUFS5"
"1191","RPS10",2.74201860308635e-19,1.8055605042514,0.304,0.109,6.20820431924781e-15,8,"RPS10"
"1192","UQCRB2",2.77998133819652e-19,1.10533259266851,0.368,0.187,6.29415574781075e-15,8,"UQCRB"
"1193","RPS291",3.33644446312064e-19,0.711354539047841,0.467,0.337,7.55404390895144e-15,8,"RPS29"
"1194","S100A143",1.20559941056737e-18,0.730001280959021,0.567,0.41,2.72959762546557e-14,8,"S100A14"
"1195","RPL35A3",2.43487804746764e-18,0.582456352191507,0.658,0.537,5.51280738727148e-14,8,"RPL35A"
"1196","COX6B11",9.71270250013268e-18,1.26134600804697,0.27,0.127,2.19905297305504e-13,8,"COX6B1"
"1197","RPL36A1",1.28174209592773e-17,0.748887851080491,0.471,0.344,2.90199227938997e-13,8,"RPL36A"
"1198","RPL413",1.91484281607492e-17,0.405337182963292,0.953,0.934,4.33539561987523e-13,8,"RPL41"
"1199","ATP5MG",3.11598543232317e-17,1.60058727985736,0.275,0.1,7.05490261732288e-13,8,"ATP5MG"
"1200","FTH12",4.29855121708365e-17,0.470604694126575,0.975,0.923,9.7323498105991e-13,8,"FTH1"
"1201","ELOB3",6.38962433389777e-17,1.02628692263605,0.359,0.195,1.44667484543779e-12,8,"ELOB"
"1202","NME22",1.55674416956706e-16,0.586316009093546,0.542,0.427,3.52462447431678e-12,8,"NME2"
"1203","RPS71",9.72298514667727e-16,0.287810608681566,0.69,0.667,2.2013810670592e-11,8,"RPS7"
"1204","RPS172",2.30291336653867e-15,0.433099454288008,0.429,0.393,5.21402615318021e-11,8,"RPS17"
"1205","SKP13",2.53937159013225e-15,0.969739976103507,0.411,0.228,5.74939121721843e-11,8,"SKP1"
"1206","EEF1G2",2.93121438078817e-15,0.666550559548929,0.449,0.326,6.6365624795425e-11,8,"EEF1G"
"1207","GSTP11",3.60287088773748e-15,0.838536279758249,0.364,0.226,8.15725997692643e-11,8,"GSTP1"
"1208","RPS282",6.31144487657895e-15,0.541231551625134,0.777,0.682,1.42897423450624e-10,8,"RPS28"
"1209","RPS263",1.12362477915915e-14,1.17335898644305,0.4,0.211,2.54399886249423e-10,8,"RPS26"
"1210","SLC25A31",1.25924533449466e-14,1.21996092103508,0.286,0.134,2.85105736182937e-10,8,"SLC25A3"
"1211","RPS113",1.72761332003898e-14,0.382885196573034,0.529,0.498,3.91148931790025e-10,8,"RPS11"
"1212","MIF4",5.35675723949594e-14,0.680901728368008,0.643,0.498,1.21282340659428e-09,8,"MIF"
"1213","B2M2",6.28591712184536e-14,0.424907216399297,0.625,0.602,1.42319449555701e-09,8,"B2M"
"1214","CHCHD24",1.25359416449667e-13,0.910940973360687,0.422,0.26,2.83826254783691e-09,8,"CHCHD2"
"1215","ATP5IF12",1.84720679834919e-13,1.0130619765582,0.335,0.179,4.18226091214241e-09,8,"ATP5IF1"
"1216","RPL71",2.00186016726293e-13,0.366015702346722,0.554,0.525,4.53241160470001e-09,8,"RPL7"
"1217","SSR42",2.31448616664585e-13,0.807322740626015,0.333,0.206,5.24022812990287e-09,8,"SSR4"
"1218","PPDPF3",2.33723086440595e-13,1.1312988171623,0.516,0.313,5.29172440010151e-09,8,"PPDPF"
"1219","ATP5MC31",3.79409890696851e-13,0.894565306276127,0.344,0.205,8.5902193352674e-09,8,"ATP5MC3"
"1220","COX5B1",4.23249512496773e-13,1.11846318765575,0.25,0.131,9.58279221243943e-09,8,"COX5B"
"1221","OAZ13",6.18505202974281e-13,0.957977135058561,0.404,0.243,1.40035763005407e-08,8,"OAZ1"
"1222","MYL12B4",1.72570123053733e-12,0.878218890362096,0.406,0.242,3.90716015605956e-08,8,"MYL12B"
"1223","PFN12",2.73809844791256e-12,0.861988382203881,0.277,0.174,6.19932869591883e-08,8,"PFN1"
"1224","PRDX22",2.96507286368919e-12,1.14560656697911,0.346,0.173,6.7132214706787e-08,8,"PRDX2"
"1225","COX4I12",3.56228876527933e-12,0.648515179379064,0.35,0.237,8.06537799346893e-08,8,"COX4I1"
"1226","RPL43",4.473047952567e-12,0.619080503749637,0.364,0.263,1.01274278694069e-07,8,"RPL4"
"1227","RPL312",5.78656829734438e-12,0.564774548759055,0.335,0.257,1.31013692820174e-07,8,"RPL31"
"1228","HINT13",6.08552614738261e-12,0.617991595070206,0.429,0.297,1.3778239750289e-07,8,"HINT1"
"1229","EIF13",1.07874498154022e-11,0.473644361964034,0.547,0.474,2.44238651270521e-07,8,"EIF1"
"1230","RPS273",1.13286590184693e-11,0.559104928600457,0.717,0.604,2.56492168837164e-07,8,"RPS27"
"1231","RPL342",2.08922014505981e-11,0.456571612110265,0.665,0.596,4.73020333042991e-07,8,"RPL34"
"1232","GPX42",2.23675542962222e-11,1.10000233453782,0.337,0.176,5.06423796820766e-07,8,"GPX4"
"1233","DYNLL14",3.34625126327344e-11,0.862820220229789,0.44,0.272,7.5762474851774e-07,8,"DYNLL1"
"1234","GUK12",5.4497454204597e-11,0.979704736957582,0.29,0.157,1.23387686064628e-06,8,"GUK1"
"1235","RPS212",5.4739034225754e-11,0.401489068677011,0.373,0.338,1.2393464739053e-06,8,"RPS21"
"1236","UQCRQ1",9.07638926369315e-11,1.47503504320324,0.299,0.131,2.05498529319277e-06,8,"UQCRQ"
"1237","TSTD12",9.35902238673442e-11,0.900361656842104,0.257,0.163,2.11897625858054e-06,8,"TSTD1"
"1238","RPL362",1.5828585860741e-10,0.538433787330044,0.616,0.525,3.58375012473038e-06,8,"RPL36"
"1239","PFDN53",2.02459025265683e-10,0.785683152190216,0.339,0.217,4.58387479104034e-06,8,"PFDN5"
"1240","CALM14",2.30383538492631e-10,0.496264635065905,0.368,0.295,5.21611369501165e-06,8,"CALM1"
"1241","SOD13",2.54596269657335e-10,0.863343030542048,0.382,0.243,5.76431414131172e-06,8,"SOD1"
"1242","UBB2",2.64125570296208e-10,0.902336138860715,0.268,0.147,5.98006703707644e-06,8,"UBB"
"1243","TKT2",3.58151158654993e-10,0.728335231925222,0.35,0.23,8.10890038310769e-06,8,"TKT"
"1244","ANXA21",4.02016086209449e-10,0.446441117610289,0.46,0.384,9.10204620786813e-06,8,"ANXA2"
"1245","FAU3",4.56312706243969e-10,0.440034112338777,0.513,0.407,1.03313759820697e-05,8,"FAU"
"1246","TXN2",5.78906689950128e-10,0.581766393479131,0.362,0.28,1.31070263671609e-05,8,"TXN"
"1247","ADIRF3",5.99628736440691e-10,1.20201391052289,0.498,0.318,1.35761942217537e-05,8,"ADIRF"
"1248","CFL13",6.19615701395834e-10,0.506589434787913,0.431,0.341,1.40287190953031e-05,8,"CFL1"
"1249","SH3BGRL32",7.03754898083929e-10,0.54774926839357,0.373,0.27,1.59337146475182e-05,8,"SH3BGRL3"
"1250","RPS203",9.92347692606452e-10,0.258908920413446,0.451,0.451,2.24677441083027e-05,8,"RPS20"
"1251","COX7A23",1.02105581537246e-09,0.789690382983539,0.29,0.184,2.31177247158478e-05,8,"COX7A2"
"1252","ATP5F1E3",1.52749557871584e-09,0.78683910937606,0.522,0.375,3.45840273977054e-05,8,"ATP5F1E"
"1253","S100A163",1.75449338294926e-09,0.717338341065562,0.451,0.307,3.97234846833542e-05,8,"S100A16"
"1254","UQCRH2",1.97155777672475e-09,0.664354994417084,0.286,0.191,4.46380396228251e-05,8,"UQCRH"
"1255","EEF1D1",2.16181935553826e-09,0.708412738949405,0.308,0.217,4.89457520287418e-05,8,"EEF1D"
"1256","SUB11",2.39605963432433e-09,0.906005615649167,0.281,0.156,5.42491861807371e-05,8,"SUB1"
"1257","S100A101",3.06013208645576e-09,0.494598473068492,0.464,0.371,6.92844505694449e-05,8,"S100A10"
"1258","RPS27L3",1.43580483530358e-08,0.711025796116278,0.344,0.246,0.000325080572761084,8,"RPS27L"
"1259","NPM13",1.59074241538065e-08,0.416829614811497,0.484,0.386,0.000360159990266332,8,"NPM1"
"1260","PARK72",1.81279900812062e-08,0.9158933175512,0.25,0.143,0.000410435823428589,8,"PARK7"
"1261","LDHA1",4.72074363978775e-08,0.824089862032323,0.279,0.172,0.00106882356748434,8,"LDHA"
"1262","ENO13",1.12149158142093e-07,0.475142577275933,0.321,0.249,0.00253916908949512,8,"ENO1"
"1263","MGP2",1.31795917318536e-07,0.875745622099158,0.576,0.57,0.00298399136400898,8,"MGP"
"1264","RAN4",1.86121385495629e-07,0.687173885326783,0.279,0.184,0.00421397428900653,8,"RAN"
"1265","MYL63",2.15071255907466e-07,0.559872753970122,0.567,0.46,0.00486942830500093,8,"MYL6"
"1266","GAS53",2.8182511402736e-07,0.366392295437708,0.319,0.314,0.00638080240669346,8,"GAS5"
"1267","TMSB102",4.37483878408073e-07,0.280780787470054,0.636,0.572,0.00990507249103718,8,"TMSB10"
"1268","PEBP13",5.91144767944452e-07,0.637015517684344,0.335,0.237,0.0133841086910303,8,"PEBP1"
"1269","SELENOW3",5.94511058483017e-07,0.654973479987945,0.306,0.215,0.013460324875114,8,"SELENOW"
"1270","PRDX12",7.02793598046924e-07,0.416222861124631,0.507,0.367,0.0159119498533804,8,"PRDX1"
