"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"55",1.61660580715184e-31,1.42591652309564,0.399,0.152,3.06298302281059e-27,1,"CD59"
"56",2.01891667070577e-30,0.512508034618903,0.924,0.733,3.82524141598622e-26,1,"TPT1"
"57",4.7772853623022e-29,1.2888040332749,0.39,0.155,9.05152257595398e-25,1,"ANXA2"
"58",1.12520013766639e-27,0.737797068216937,0.722,0.504,2.1319167008365e-23,1,"VIM"
"59",5.48054786525263e-27,1.03611304637178,0.445,0.206,1.03839940402942e-22,1,"HSP90B1"
"60",7.81569634828085e-27,1.73829899241231,0.29,0.111,1.48083998710877e-22,1,"ID1"
"61",8.33043925774461e-27,1.52416115993014,0.334,0.127,1.57836832616487e-22,1,"CHI3L1"
"62",2.12879133433968e-26,0.316071565145407,0.875,0.657,4.03342094117339e-22,1,"MT-CO1"
"63",1.49262607955898e-25,1.67746780528382,0.279,0.094,2.82807863294041e-21,1,"S100A16"
"64",1.75794688963675e-25,0.620292806954817,0.745,0.499,3.33078197179474e-21,1,"RPL28"
"65",1.82750936437873e-24,1.34528093211956,0.283,0.1,3.46258199268838e-20,1,"CTSL"
"66",5.8089639089972e-24,1.36335921485576,0.313,0.139,1.1006243918377e-19,1,"TIMP3"
"67",5.50358283133073e-23,1.21787550692203,0.415,0.204,1.04276383905223e-18,1,"IER3"
"68",2.82445655475813e-22,1.53669081774132,0.278,0.101,5.35149783430022e-18,1,"HTRA1"
"69",7.15791989585803e-22,0.960466753029575,0.497,0.289,1.35621108266822e-17,1,"ACTG1"
"70",2.46128443379078e-19,0.513123082921452,0.837,0.671,4.66339561670339e-15,1,"RPL10"
"71",3.69728193083445e-19,0.54479131651244,0.775,0.592,7.00524007435203e-15,1,"RPS4X"
"72",6.46110126220923e-17,0.410085046548423,0.779,0.59,1.22418485615078e-12,1,"MT-CO3"
"73",7.07538400311643e-16,0.443253290050378,0.641,0.451,1.34057300707047e-11,1,"RPS24"
"74",1.17158082294339e-15,1.02438033371618,0.32,0.156,2.21979418523085e-11,1,"EEF1B2"
"75",3.10507163186501e-15,0.599578284014384,0.518,0.329,5.88317922089463e-11,1,"RPS9"
"76",1.32194614328257e-14,0.406092872823613,0.837,0.676,2.50469135767749e-10,1,"RPS18"
"77",6.20983190748689e-14,0.773604902372874,0.383,0.218,1.17657685151154e-09,1,"S100A10"
"78",6.15724181593864e-13,1.0486453943645,0.283,0.14,1.16661260686589e-08,1,"CALR"
"79",6.67876667004107e-13,0.429723496877661,0.62,0.45,1.26542592097268e-08,1,"TMSB4X"
"80",2.0724084758739e-12,0.731800859785403,0.359,0.209,3.92659233923828e-08,1,"S100A11"
"81",2.72376527883632e-12,0.343591751527614,0.772,0.613,5.16071807381118e-08,1,"RPS12"
"82",6.9262924696964e-12,0.718990727134018,0.313,0.184,1.31232463423338e-07,1,"S100A4"
"83",2.77785991491098e-11,0.596112511759217,0.585,0.476,5.26321118078183e-07,1,"S100A6"
"84",9.84382972493259e-11,0.373639573619914,0.473,0.339,1.86511041798298e-06,1,"RPL12"
"85",1.85198089694717e-10,0.633898790346425,0.371,0.232,3.5089482054458e-06,1,"SERF2"
"86",2.12317901682241e-10,0.527122069643825,0.401,0.265,4.02278728317342e-06,1,"RPL10A"
"87",2.2454259157533e-10,0.47832440775407,0.55,0.39,4.25440848257778e-06,1,"RPL3"
"88",2.63644672804444e-10,0.703308691831646,0.315,0.188,4.99527561562579e-06,1,"ITGB1"
"89",4.06545533633468e-08,0.305325381817051,0.599,0.462,0.000770281822575333,1,"RPS3"
"90",2.55265104386847e-06,0.61317829149269,0.251,0.155,0.0483650793281759,1,"FGF7"
"91",3.67520062346843e-06,0.602349484800204,0.371,0.262,0.0696340262128564,1,"IFITM3"
"92",1.0034721481414e-05,0.405116693720878,0.279,0.197,0.190127867908351,1,"CALM1"
"93",3.63753920709741e-05,0.309293252610372,0.401,0.309,0.689204553568747,1,"ACTB"
"94",0.000284837424446783,0.437376076691128,0.301,0.218,1,1,"NME2"
"95",0.000941538540096234,0.32831112563137,0.288,0.314,1,1,"MT2A"
"96",0.00101912866412282,0.365520163735797,0.35,0.269,1,1,"RPS5"
"97",0.00332016035077458,0.331246797094518,0.297,0.229,1,1,"MIF"
"98",1.36142681734026e-47,1.10467151451667,0.74,0.423,2.57949539081459e-43,2,"RPLP0"
"99",1.01591866218884e-43,1.21917809047693,0.65,0.315,1.9248610892492e-39,2,"RPL14"
"100",2.56984474214046e-41,0.884166755518586,0.811,0.528,4.86908483293354e-37,2,"RPL19"
"101",6.17480556664943e-40,1.54403775822962,0.577,0.242,1.16994041071307e-35,2,"C11orf96"
"102",1.41749416374783e-35,0.897520137906783,0.771,0.491,2.685726192053e-31,2,"RPL18A"
"103",5.11255379601472e-34,0.689997898689313,0.908,0.702,9.6867556773091e-30,2,"RPS8"
